,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.055635970780373,0,0.598480317652862,0,0.108926871904724,0,0,-0.0544483756367592,0,0,0,0,0,0,0,0,0.123572586094376,0,0,0,0,0.0174221260534528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606798306647588,0,0,0,0,0,0,0.0662602501315988,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0574478169427021,0,0,-0.00481000837180094,0,0,0,0.159357954235884,0,0,0,0,0,0.459888550755525,0,0,0,-0.0404520132882931,0,0,0,0,0,0.0598172910761363,0,0,-1.73472347597681e-18,0,0.0923242483708363,0,0,0.0687124957259623,0,0,0,0,0,0.00453038576105324,0,0,0,0,0,0.0112753370966408,0,0.140679446373192
X601939.CH.EQUITY,0,0,0,0,0.439923583652874,0,0.0997731785333466,0,0,0.0658431756181525,0.107390098040086,0,-0.148447155127327,0,0,0,0,0,0,0,0.0688458871170984,0,0,0,0.419902406031831,0,0,0,0,-0.0395739270326666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.098236673503862,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0385798237185808,0,0,0.231412841226051,0,0,0,0,0.153664004626802,0,0,0,0.206548184750348,0,0,0,0,0,0,0,0,0,0.0220612668687507,0,0,0,0.204659121403521,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0.0890773968756635,0,0.105784870885638,0,0,0
X601288.CH.EQUITY,0.0867426492354059,0,0,0,0,0,0.0658992650217686,-0.0197521376833502,0,0,0,0,0,0.0312337634947307,0,0,0.284028989331777,0,0,0,0,0,0,0,0.40747854885961,0,0,0,0.0389979246720888,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00484348749523604,0,0,0.0261390208169549,0,0,0,-0.0261460654228522,0,-0.118207614998969
X600036.CH.EQUITY,0,0.258611312941863,0,0,0.0101816105205388,0,0,0.0702479093879132,0,0,0,0,0,0.275731490397683,0,0,0,0,0.11841358359539,0,0,0,0,0,0,0.257486208952565,0,0.0562296943692246,0,0.0739366656236196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015072412467807,0
X601988.CH.EQUITY,0.154809544533003,0,0,0,0.215872033849307,0.317120177719039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0920608324355976,0,0,-0.0216989035552393,0,0.0333879596969095,0,0,0,0,0.0217692157735401,0.204856180477331,0,0,0,0,0,0,0,0,0,0,-0.133296641621135,0,0.111274124693907,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.150174949492685,0,0,0,0,0,0,0.240756478717778,0.0715068475594712,0,0,0,0,0,0,0,0,0,-0.175658955084667,0,0,0.209345463641409,0,0,0.352309376054298,0,0,0,0,0,0,0,0,0,0,0,0.0198470968900869,0,0,0.0408869254676533,0.178847180766072,0.0661766488948118,0,0,0,0.0495615981425495,0,-1.38777878078145e-17,0,-0.0792989307683382
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.178803129455811,0,0,0,0,0,-0.159634823891295,0,0,0,0,0.205574014098881,0,0,0,0.0692661655853929,0,0,0.399888719972356,0.0599822811277956,-0.0492574737261627,0,0,0,-0.0386882230458881,0,0,0,0,0,0,0.215328381711061,0.181168641912346,0,0,0,0,0,0.125321678550819,0,0
X388.HK.EQUITY,0,0.042278849214841,0,0,0,0,0,0.0293131656268606,0,0,0,0,1.0842021724855e-19,0.0206832102366955,0,0,0,0,0,0,0.0814971137699808,0.212600474911713,0,0.0828354483333444,0,0,0,0,0,0,0.19848506261925,2.16840434497101e-19,0,0,0,0,0.194763893761699,0.148600965278596,0,0,-0.165611799535649,0,0,0,0,0,0.222923456676885,0,0,0,0,0.0766249484402539
