,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.0572734185816376,0,0.139719128695214,0.178333973854637,0,0.351062554920304,0,0,0,0.000612522098930303,0,0.133061402616264,0,0,0,0,0,0,0,0,0,0.0119556606836086,0,0,0,0,0,0.104099192140367,0,0,-6.93889390390723e-18,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.167374181544297,0,0,0,0,0.00035803136973756,0,0,0.24546562084643,0,0,0,0,0,0.0592428631399054,0.164753895302167,0,0.040350912586185,0.165184603610363,0,0,0,0,0,0,0,0.00334659408041503,0,0,-0.104252508293324,0.0757749037838882,0,0,0,0,0,0.108405720630153,0,0.100454334290782,0,0,0,0,0,0,0,0,0,0,0,0,-0.0353589106286086
X601939.CH.EQUITY,0.25538872727102,0,0,0,0,0,0,0,0,0,0,0,0,0.415750296231712,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201773216628564,0.102962739698231,0,0,0,0.0188628876480656,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.34397029195742,0,0.0265709795507158,0,0,0.487880665384286,0,0,0,0,0,0.00727798285953554,0,0,0.0356502429606709,0,0,0.00912219318861416,-0.0255933374115899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.100395518318917,0,0,0
X5.HK.EQUITY,0,0,0,-0.0199119784954791,0,0,0,0.152509295017342,0,0,0,0,0.163216826186322,0,0,0,0,0,0,0,0,0.245883277364813,0.838355012149831,0,0,0,0.228809137353808,0,0,0,0,0,0,0.0396201856661716,0,0,0.0689205228159358,0,3.46944695195361e-18,0,0,0,-0.296174053898527,0,-0.107746330643121,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0591920722253846,0,0,0,0,0,0,0,0,0.107878586741813,0,0,0,0,0.219837431940984,0,0.0740064951389016,0,0,0,0,0,0.220282289721073,0,0,0,0,0,0,0,0.103763369066893,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136872834944314,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.117636210041392,0,0,0,0.267543576601326,0,0,0,0.166832843304878,0,0,0,0,0,0,0,0,0,0,0.0482798063058699,0,0,0,0.161331933983337,0,0.150334972627419,0,0,0,0,0.0358544196269164,0,0,0,0,0,0,0,0,0,0.0241657513831931,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.119853327628022,0,0,0.141538402485686,0,0,0.27853325057005,0,0,0,0.0933530201232478,0,0,0,0,0,0,0.00847144292676054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.399131910320248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109545229180076,0,0,-2.77555756156289e-17,0.116284618113533,0,0,0,0.140628943744302,-0.0362346391475232,0,0,0,0.0130138030191042,0.258808099909977,0,0,0,0,0.116153107106721,0,-0.0463643248364948,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.170767085702258,0,0,0,0,0,0.219854352656898,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0983442827948919,0,0,-0.148019812067748,0,0,0,0,0,0,0,0,0.783510085057225,0,0,0,0,0,0.377734245541761,-0.27424478771882,0,0,0
X601328.CH.EQUITY,0,0,0.0783923185441046,0.00838295454303691,0,0,0,0,0,0,0,0,0.0278070874005079,0.433871159654244,0.0631963839877437,0,0,0,0,0,0,0,0.0282469727645539,0.175716527581221,0.133695324404191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199848066505952,0,0,0.0407141574002335,0.00786506526477883,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.281446090681708,0,0,-0.00518321713069873,0.367878481998682,0,0,-0.066212709010906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,-0.0949038757611231,0,0.0136659247774679,0.510067544862495,0,0,0,0,0,-0.010332539831731,0,0,0.0604188106220109,0,0,0,0,0,-6.93889390390723e-18,0.0881736830931512,0,-0.182709473675168,0,0,0.0117059598590463
