,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1997.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.521304625828122,0,0,0,0.122275614380298,0,0,0.0509793336257647,0.0496967869251046,0,0,0.169707715263121,0,0,0,0.0361620435742466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253404793514473,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.140375658965173,0.265529886981495,0,0,0,0.0338686646004522,0,0,0,0,0.318946268681457,0.0925843859126236,0,0.0657746271835062,0,0,0,0,0.0449648176394748,0,0,0,-0.0505353165008206,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0696171200660937,0,0,0.00463326514386597,0,0,0,0,0,0,0,0.00274646673691249
X601939.CH.EQUITY,0.477218333684204,0,0,0.219330523919662,0.17149168904253,0.0117081484461996,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.00174684947341015,0,0,0,0,0.172040078130311,0.165878205637274,-0.196347624567383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307933884519637,0,0,-0.0356323255844672,0.0162787924381712
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.217174343458852,0.103831668977128,0,0.853525996882058,0,0,0,0.0685464066965144,0,0,0,0,-0.139256660379522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580961158232829,0.0238209687552274,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.286596984719727,0,0.0870658588830088,0,0,0,0.0761259609230298,0,0,0,0,0,0,0.166453412368967,-0.199470685230633,0,0,0,0,0,0.0398022230486827,0,0,-0.0248066853980912,0,0,0.0193714434601994,0,0,0.201129925350811,0,0,0,0,0.387243159142601,0,0,0,0,0,0,0.195669861861187,-0.141032097114258,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.374631220083414,0,0,0,0.134834084148097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105110970328941,0,0,0,0,-0.240815092276658,0,0.0573253468822055,0.0607538306277961,0,0,0,0,0,0,0,0,0.0693600107192656,0,0,0,0,-0.0053373046339133,0,0,-0.14682567998683,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.102938574462724,-0.0483297694079627,-0.0362889709180783,-0.0137015150380584,0.0984307888768751,0,-0.107001738809348,0,0,0,0,0,0.516779442271636,-0.0425095318794678,0,0.0851265729988526,0,0,0.138091422315005,0,0,0,0,0,0.0284761602371075,0,0,0,0,0.0266769713598793,0,0.242977983897261,0,0,0.097078177079656,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.234137824703264,0,0,0,0,0,0,0,0,0,0,0,0.141188690866366,0,0,0,0.0331062389000565,0,0,0,0,0,0.0353092359582398,0,0.0335106116632502,0,0.0234582403298248,0.285145436299346,0,0,0.176984579415967,0,0,0,0,0,0,0,-0.0556589075682628,-0.225482166143013,0,0.0773262958218668,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0.0318318858072368,0,0,0,0,0,0,0,0,0.132113653278063,0,0,0,0,0.409291528509235,0,0,0,0,0,0,0.00351025124220329,0,0,0,0,0,0,0,0,0,0,0.0655535163716697,0.182433975310478,0,0,0,0.190273861246347,0,0.0782374276523328,0.0490354904705863,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.00558881721263818,0,0.414405824300003,0,0,0,0,0,0,0,0,0.412338064508562,0,0,0,0,0,0,0,0,0,0.0544817142579251,0.0493464127445159,0,0,0,0,0,0,0,0,0,0,0.0136711011982247,0,0,0,0,0,0.092495750348102,0,0,0,0.229803906347137,0,0,0.0626681929297371,0,0,0,0
