,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X601336.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X1997.HK.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.368636566133397,0,0.297498030864004,0.0031525096184657,0,0.172795875221138,0,0.128374183675839,0,0,2.77555756156289e-17,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,-0.107702146966036,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.104499812946127,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212750758105602,0,0,0
X601939.CH.EQUITY,0.369702856344632,0,0,0,0,0,0,0,0,0,0,0.07575422489391,0.307438881916823,0,0,0,0,0.102137376961152,0.0709118053326688,0,0,0,0,0,0,0,-0.106722261124234,-0.0122642971534081,0,0,0,0,0,0,0,0,0.0130945687534811,0,0,0,0,0,0,0,0,0,0.0298798941484941,0,0,0.0326403987824868,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0589403624058073,0,0,0,0,0.279113464753969,0,0,0,0,0,0,0,0,0,0,0,0,0.0398139369779153,0,0,0,0,0,0,0,0,0.0946199948898837,0,0,0,0,0,0.421717441267614,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.421473679233816,0.0478335097964449,0,0,0.332320642916833,0,0,0,0,0,0.107122067921426,0.0107709435524616,0,0,0,0,0.0353224852743883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.264755550006276,0,0,0,0,0,0,0,0,0,0.0198472875136961,0,0,0,0,0.165333814661534,0.170904617982237,0,0,0,0,0,0,0,0,0,0,0.0668240396705168,0,0,0.0240791715048657,0,0,0,0,0,0,0,0,0,0.180990697181778,0,0,0.0979919840702621,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710697840056156,0,0,0.0236179556922648,0,0,0,0,0,0,0,0,0.571616052132115,0.18344566847645,0,0,0,0,0,0,0,0,0,0.00183434460868654,0,0,0,0,0,0,0,0,0,0,0,0,0.403946228662008,-0.063449787853683,-0.0661004956876563
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.135290265227586,0,0,0,0.502857252009464,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.112105477884534,0.11988454449174,0,0,0,0,0,0,0,0,0.10535273206999,0.135163919540469,0,0.149377700404073,0,0.0562261978949133,0,0,0,0,0,0,0,0,-0.0562748449954623,0.0454106783913208,0.0341110606835746
X1299.HK.EQUITY,0.0280538749922917,0,0,0,0,0.0399566844306097,0.0707744556243922,0,0.0709168519334124,0,0,0,0,0,0,0,0.347543444323226,0,0,0,0.22280775515829,0,0.193678814213009,0,0,0,0,0.0911811837986702,0,0,0.140277593150098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0966739294446782,0.0303326698966609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459895192438864,0,0.0342560164376749,0,0,0,0,0,0,0.152413507116324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026058443741217,0,0,0,0,0
X601658.CH.Equity,0,0,0,-0.138795460875743,0,0,-0.240426262803366,0,0,0,0,0,0,0.00171459020381967,0,0,-0.0454228124052402,0,0,0,0,0,0,0,0,0,0,0,0,0.412690204597516,0,0,0,0,0,0,0,0,-0.391359928081812,0.624960020893128,0.0336894250609677,-0.163298936760214,0,0,0,0,0.685387592806042,0,0,0,0,-0.0791441812969079
