,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.221902186999317,0,0,0,0,0.384144390452701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265338695624237,0,0,0,0,0.0179371941049973,0,0,0.0897713929045049,0,0.0659377735786271,0,0,0,0,0,0,0,0,0.013179963359062,-0.0078686785657873,0,0,0,-0.0983759197443698,0,0,0
X601318.CH.EQUITY,0,0,0.0284425933179624,0,0,0,0,0,0.207514160550213,0,-1.73472347597681e-18,0,0.19336746127981,0,0.098003801750312,0,0.0830751528715677,0,0,0,0,0.135173764123249,0,0,0,0,0,0.174151183305468,0,0.181514782109352,-0.0307061580733827,0.0561192761513369,0,0,0,0,0,0,0.0457239154662327,0,0,0,0,0,0,-0.118843172480122,0.0493921057685517,0.0765448061811559,0,0,0,0
X601939.CH.EQUITY,0.510673154552337,0.0578645683665498,0,1.73472347597681e-18,0,0,0,0,0.150489087315592,0,0,0,0,0,0,1.73472347597681e-18,0,0.0748984956509379,0.117490465075199,0,0,0,0,0,0,0,0,0.341944301157341,0,0,0,0,0.137568804170026,0,0,0,0,0,0,0,0,-0.138923631979368,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,-0.0230346532964221,0.000209506136266496,0,0,0.206532209932031,0,0,0,0,-0.12753586613651,0,-0.0355041699240163,0.109191447727915,0,0,0.134739788359996,0,0,0.148709706982984,0,0,0,0,0,0,0.421995232528597,0,0.042658719631873,0,0,0,0,0,0,0,0,0,0,-0.0678825452315923,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.069918146139915,0,0.263193540860439,0,-0.0741855759390802,-0.0388696953704282,0,0,0,0,0,0,0,0,0,0,0.173677823491453,0,0,0,0,0.0250609785820058,0,0,0,0.160168546825514,0,0.0408759308626316,0,0,0,0,0,0,0.202429530495259,0,0,0.223397479281993,0,0,0,0.151571586305892,0,0,0
X601288.CH.EQUITY,0,0,0.102522008383495,0,0,0,0,0.53623616280444,0,-0.0671490836976201,0,0.0240583295469475,0,0,0,0,0,0,0.00863303574607405,0,0,0,0,0.137480050119188,0.0609224242439003,0,0,0.135260918396324,0,0,0,0,0.0174244067117623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015658826076029,0,0.00306094771380673,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00991158302556529,0,0,0,0,0,0,0,0,-0.152095130609734,0,0,0,0,0,0,0,0,0,0,0,0,0.429662722282299,0,0,0,0,0.0718174736686167,0,0,0,0,0,0,0,0,0,-0.0169360557811355,0
X601988.CH.EQUITY,0,0,0,0,0,0.404072439009883,0.0845663674979658,0,0,0,0,0.0439633039190733,0,0,0,0,0,0.148101962817329,0,0,0,0,0,0,0.103303051961383,0,0,0,0,0,0,0,-0.172394393643479,0,0.0442060454245771,0,0,0,0,0,0,0.0689445571501458,0.133109713895921,0,0,-0.0153379735948489,0,0,0,0,0,-0.0856423546104245
X5.HK.EQUITY,0,0.153181284933415,0.0855545178854914,0,0,0,0,0,0,-0.137681913405772,0.0361149047454899,0,0,0,0,0,0,0,0,0,0,0,0,0.117522168377046,0,0,0.16636225050396,0,0.0999108885250995,0,0,0,0,0,0,0,0,0,0.291584694334225,0.0462791117204159,0,0,0,0,0,0,0,0.0361536479603708,0,0,0,-0.0958878027965304
X388.HK.EQUITY,0,0,0,-0.169710207828049,0,0.0470191219371522,-0.125788480892949,0,-0.154607404436061,0,0,0,0,0,0,0,0,0,0,0,0,0.0991947064761642,0,0,0,0,0,0,0,0,0,0,-0.227834254198535,0,0,0.212585012737886,0,0,0,0,0.204177943312465,0,0,0.245394990000835,0,0,0,0,0.202397383581108,0,0,0
