,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1997.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.111452561150777,0.560715324435054,0,0,0,0.0852287908946385,0,0,0.00791241978856242,0,0,0,0.182149957742235,-0.0245731132885219,0,0,0.0765339421003895,0,0,0,0,0,0,0,0,0,0,0,0,0.0216798253546841,0,0,0,0,0,0,-0.0322350966867512,0,0,0,0,0.00225320190668471,0,0,0,0,0,0,0,0.072319062732793
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.118595688431618,0.285375142696463,0,0,0,0,0,0,0,0,0.318931752408653,0.0877436005755612,0,0.0724889377401805,0,0,0,0.0644418633627648,0,0,0,0,-0.0278552354067585,0,0,0,0,0,0,0,0.0060648377821177,0,0.0442249019531052,0,0,0,0,0,0,0,0,0.0198757510251702,0,0.00935183404137666
X601939.CH.EQUITY,0.172969120390502,0,0,0.525468631509541,0.0983806872951181,0.0857339408606187,0,0,0,0.0184071138284258,0,0,0,0,0,6.93889390390723e-18,0,-0.0793611608742918,0,0,0,0,0.0421911944836856,0,0,0,0,0.139437740383027,0,-0.0205789065992823,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216221081184589,0,0,-0.0121240555605079,0.074584840601129
X601288.CH.EQUITY,0,0,0.211689244734732,0,0,0,0,0,0.0118908870614798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273502525729403,0,0.195517555564412,0,0,0,0.0474297022043974,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.0962016093360071,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0565722581419198,0,0,0.207416458738149,0,0.206205379846428,0,0,0,0.212044926469324,-0.00851374114770376,0,0,0,0,0,0.195631743475608,0,-0.244548858519168,0,0,0,0.0459678297394236,0,0,0,-0.0612261922251722,0,0,0,0,0,0.189902452627354,0,0,0,0,0.0806164785678753,0,0,0,0,0,0,0.17138418033853,-0.00759310706603118,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.376340485715924,0,0,0,0.107601638660395,0,0,0,0,0,0,0,0,0,0,-0.0111804321184941,0,0,0,0,0,0.132064760644287,0,0,0,-0.257276083565387,0,0.035025298025843,0.0692911965199675,0,0,0,0,0,0,0,0,0.0707191734809446,0,0,0,0,0,0,0,-0.147580600082049,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.173441761490838,-0.0944271494926859,0,0.103978610831141,0,-0.0345347102874494,0,0,0.0345110866517067,0,0,0,0.471920542484518,0.0314491256195467,0.0414475318824117,0,0,0.082629491745404,0.111312632656413,-0.0371513007914456,0,0,0,0.089538231346804,0,0,0,0,0,0.266153024932905,0,0,0,0.111877552455401,0,0,0,0.0752414651009021
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303404432565369,0,0,0,0,0,0,0,0.0734350400759737,0,0.0628604268150619,0,0.118947526762669,0,0.0375145595248612,0,0,0,0.230328165610695,0,0,0,0,0,0,0,0,0,-0.0765651509622663,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.148204401193108,0,0.0503196276923411,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104562581179609,0,0,0,0,0,0,0,0.147782205464354,0,0,0,0,0,0,0,0,0,0.0208819041476586,0.36636715093109,0,0,0,0.118939531116518,0,0.0565594922044866,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.39122589230421,0,0,0,0,0,0,0,3.46944695195361e-18,0.401747874883391,0,0,0,0,0,0,0,0,0.00895671918045401,0.0570296037678097,0.0850644770020707,0,0,0,0,0,0,0,-0.0116641339752505,0,0,0.0256141221767195,0,0,0,0,0,0.103898849773148,0,-0.0139370955587946,0.222562536653592,0,0,0,0.0693062532459544,0,0,0,0
X601166.CH.EQUITY,0.207327637574951,0,0.0253160213226844,-3.46944695195361e-18,0,0,0.239310307244079,0,0,0.0314385509275013,0,0.263410608641312,-0.0404185433433433,0,0,0.00836140451862983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137087230153211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0.107402449253697,0,0.0797602602430405,0,0.0955219302600258,0,0,0.0832678781662175,0.515182948074296,0,0,0,0,0,1.38777878078145e-17,0,0,0.0746400129484421,0.218037486054193,0,0,0,0,0,-1.73472347597681e-18,0,0.117799727653167,0,0,0,0,-0.152701733273875,0,-0.0710561650127085,0,0,-0.0453723786086253,0.0100842598795633,0,0,0,0,0,-0.076297489116281,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0.132439863045382,-0.20624008087809,0,-0.059328579769179,0,0,0,0,0,0,0.105621256842561,0,0,0,0,0,0.272460869808838,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.77555756156289e-17,-0.123241603536286,0,0.117614589091959,0.0408596238983865,-0.0413989818229829,-0.0534600851194511,0,0,0,0.0803206139133216,0,0,0,0.393515253743789,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0.172937130688157,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0579720385524877,0,0,0,0,0.0267890327387219,0.256517480357727,0,0,0,0.60277708822954,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18261214928811,0,0.110547179986655,0,0,0,0,0
X16.HK.EQUITY,0,-0.0797886863825338,0,0,0,0,0,0,0,0,0,0,-0.0322167913900715,0,0,0,0,-0.238929210151506,0,0,0,0,0,0,-0.10609168660454,0,0,0.0307660889396528,0,0.201417123398741,0.222406198538665,0,0.214760386347001,0,0.650094730366411,0,0,0,0,0,0,0,0,0,0,0,-0.101240194603525,0,0,8.67361737988404e-19,-0.011127038601643
X000002.CH.EQUITY,0,0,0,0,0,0,0.00725006306769848,0.0352987561727787,0,0,0,0,0,0,0.0171397682820076,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0888716466809565,0,0,0,0.665348584455619,0,0.15165222618221,0.105797381500048,0,0,0,-0.0345440761772298,0,0,0,0,0.0431608039215271,0,0,0.0520352596721045,0,-0.0921623015931483,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.395286305055368,0.226321019536864,0,0,0.286644393479316,0,0,0,0,0,0,0.165798489676333,0,0,0,0,0,0,0,0.0607469927892122,0,0,0.0924873703599347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226056422326419,0,0
