,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.517429708284956,0,0,0,0.126453077818767,0,0,0.0509469359611919,0.0506418392953192,0,0,0,0.168699448242771,0,0.0364630610721779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255532790098995,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.136717854235621,0.261810005399989,0,0,0.0340758105788578,0,0,0,0,0.308416376979123,0,0.0887535238211244,0,0.0629411133416458,0,0,0,0,0.0431798994458245,0,0,0,0,0,-0.0479049469538307,0,0,0,0,0,0,0,0.0673231211864362,0,0,0,0,0.00439115441090591,0,0,0,0,0,0.00262769859848753
X601939.CH.EQUITY,0.480800476598674,0,0,0.219818359293152,0.171393929076188,0.0117557396383727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00177034646553149,0,0,0,0,0.173120221750427,0.166337542552188,0,0,-0.195565217950427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308352449233162,-0.0356392831950746,0.0163605494122541
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.319803668945071,0,0,0.836433884862459,0,0,0,6.93889390390723e-18,0,0,0,0,-0.0367508797815698,0,0,0,0,0,0,0,0,0,0,0,0,0.10788267011201,0,0,0,0.0301265358332227,0.12794328329257,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0316583277137391,0,0,0,0.183247933322141,0,0.288028703820537,0,0.0979897934036832,0,0,0,0,0,0,0,0,0.0327377100542713,-0.0655331641295491,0,0,0,0,0,0.0153248547277273,0,0,-0.14631182679017,0,0,0,0,0,0,0,0,0.149515110725547,0,0.276456548828768,0,0,0,0,0,0,0,-0.124769730160232,0.0867868632746022,0,0
X601988.CH.EQUITY,0,0,0,0,0.310007252530675,0,0,0,0.200285286345979,0,0,0,0,0,0,0.0146750146895213,0,0.0969891028241974,0,0,0,0,0,0,0.0550716625921525,0,0,0,0,0,0,-0.176019808273986,0.125957327078103,0,0,0,0,0,0,0,0.0282333744681117,0,0,0,0,0,0,0,0,-0.161739567143943,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.107283368933841,0,-0.0372223495440835,-0.0520421138788374,-0.0151057258956526,0,0.0979860568974063,-0.105200304872191,0,0,0,0,0,0.522122429540701,-0.0384511971079737,0,0.0788171290481367,0,0,0.133367916465256,0,0,0,0,0,0.0199700728844412,0,0,0,0.0348466156349952,0,0,0.240472670276663,0,0,0,0,0.0995857339734743,0,0
X1299.HK.EQUITY,0,0,0,0,0.237404706762928,0,0,0,0,0,0,0,0,0,0,0,0,0.122227477386782,0,0,0,0,0,0,0,0,0.0596868326202567,0,0.0604991156583994,0,0.0255183513719436,0,0.257165059315927,0,0,0,0,0.154983303234213,0,0,0,0,0,-0.168219528727022,-0.0503452731417269,0.0836002012388349,0,0,0,0,-0.0150508129605451
X601628.CH.EQUITY,0,0,0,8.18307242426465e-05,-0.0307669325593157,0,0.00488335202358639,0,0,0,0,0.139737246088693,0,0,-0.0377741649415537,0,0.32408374314753,0,0,0,0,0,0,0,0,0,0,0,0,0.00694413817030056,0,0,0,0,0.0496232299430913,0,0.198755550924616,0,0,0,0,0.243636541886322,0,0.088453492446058,0.0747221102233175,0,0,0,0,0,0
X601328.CH.EQUITY,0.0770111689540341,0,0.412223793163003,0,0,0,0,0,0,0,0,0,0.425832927587276,0,0,0,0,0,0,0,0.0114764313920149,0.198105296487209,0,0,0,0,0,0,0,0,-0.00510712550483419,0,0,0,0,0,0,0,0,0,-0.0891911363583363,0,0,0.198055017302142,0,0,0,0,0.0122136377839743,0,0
X601166.CH.EQUITY,0.145035248370212,0,0.0635072775482857,0.266604280215057,0,0,0.175768861600308,0,0,0,0,-0.000893732407950491,0.185685787285778,0,0,0,0,0,0.050220907404017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0813359754165334,0,0,0,0,0,0,0.0160458874271533,0,0,0,0,0,0,0,0,-0.0257727583820492,0
X601319.CH.EQUITY,0,0,0,0,-0.214717389870943,0,0,0,0,0.142946465412661,0,0,0,0,0,0,0,0,0,0.21200844250758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291226346196849,0.0745303031481906,0,-0.0349939036766404,0,0,0,0.107727127466701,0,0,0,0,0.142514430425027,0.0975354192324678,0,0.117058418990206
X600000.CH.EQUITY,0,0,0.0797590036698735,0,-1.38777878078145e-17,0,0,0,0,0,0.809526260547327,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0.0604797529701404,0,0,0,0,0,0.0704719856561851,0,0.0375869988004344,0,0,0,0,0,0,0,0,0,-0.0430268615982572,0.0340132679628536,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.347341639844617,0,0,0,0,0,0,0,0,-0.0925594463964985,0,0.137700664793339,0,0,0.218313043769822,0.230997274590902,0,0.0803888418061603,0,0,0,0.644255329285176,0,0,0.0530046336976687,0,0,0,0,0,0,0,-0.0671259637803227,-0.0843207554013927,-0.0303453487116654
