,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.690744528674767,0,0,0,0,0,0,0,0.00909054658326709,0,0.0812384108590358,0,0,0,0,0,0,0.0629351540936786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0219980079676804,0,0.0430564282675382,0,0,0.0301429740677098,0,0,-0.0101436160022606,0,0,0,-0.0166923272069596,0.00994748534201684
X601939.CH.EQUITY,0.107912375470311,0,0.0142069306885435,0.296149824605404,0,0.320747460283749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577455069751839,0,0,0,0,0,0,0,0.0358985516635571,0,0,0,0,0.089925709283816,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0.0215498975126418
X601318.CH.EQUITY,0,0.0176351121475321,0,0.0926358103197262,0,0,0,0,0,0,0,0,0,0,0,0.00893182722133872,0,0.00847570417354843,0.192183354974361,0,0,0,0,0,0.0104227941614493,0.0465734282588994,0,0,0,0,0,6.93889390390723e-18,0,0.214466413046173,0.0168096441435061,0.0445386994357191,0,0,0,0.236985293146126,0,0,0,0.0860560956463443,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.190854946220574,0.0496495000797183,0,0,0,0.0318054472305624,0,0,0,0.162481364100285,0,0,0,0,0,0,0,0,0.0924800577826015,0,0,0,0,0,0.0233012515652874,0.259840269800594,0,0,0,0.0553387652927631,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599469870089536,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.105750053266227,0.301318986815329,0,0,0,0,0,0.00554112040595618,0,0.303577132064804,0,0,-0.0818453692981499,0,0,0,0,0,0,0.531135043716939,0,0,0,0,0.0122700907646247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.619319548261214,0.0753728254127625,0,-0.151527944485266,-0.204948548267628,0
X601988.CH.EQUITY,0.0336673332117455,0.192597903069951,0,0,0.0440483993929625,0,0,0,0.1095443165066,0,0,0.0831160422865216,0.131460810067846,0,0,0,0,0,0.0667848525840569,0,0,0,0.455505081877827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0157907604218491,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0.0403493800165187,0,0,0,0,0,0,0.201243860348531,0,0,0,0,0,0.288192972917822,0,0,0,0.04222629485066,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0939384507829452,0,0,0,0,0,0,0,0,0,0,0.010748902964182,0,0.0886972163877231
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249431413857156,0.000775799788559447,0,0,0,0,0,0,0.775957729755986,0,0,0,0.104931104959818,0.00414417668338143,0,0.000702287350072497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.140903201878664,0.0723339121746483,0,0,0,0,0,0,0,0,0,0,0,0.0306082628673729,0,0,0,0,0,0,0,0,0,0.0626626761027088,0,0,0,0,0,0,0,0,0,0.325124819046558,0,0,-3.46944695195361e-18,0,0,0,0.207974285562133,0.0712475451280482,0,-0.0261858969172172,0,0,0,0,0
X601328.CH.EQUITY,0.00162340725704959,0,0,0,0,0,0,0.171620436432412,0,0,0.038376946797405,0,0.149562376981372,0,0,0,0,0,0,0,0,0.252398422700302,0,0,0,0,0,0,0.0314336632819774,0,0,0,-0.00883468380210767,0.0403092647656567,0,0.000781288340440157,0,0,0.0689044565680565,0.256249726714261,0,0.0395376929148677,0,0,0,0,0,0,0,0,0
