,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.0406992659707357,0,0,0,-0.279750452171893,0.0444598644724509,0.0672413611323707,0,0,0,0,0,0,0,0,0,0.13891488303385,0,0,-0.110071251170234,0,0,-0.206079164021619,0,0,0,-0.335693460226807,0,0.138665802431737,0.808269058224898,0,0,-0.0236181875488148,-0.101911336219641,0.212842759059645,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.246188454198702,0,0,0,0,0,0,0.125844776137945,0.105252158620636,0,0,0,0,0,0,0.108185896947148,0.0393383626361083,0,0,0,0,0,0,0,0,0,0,0,0,0.115062116709967,0.0742507916253519,0,0.264562288768191,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,-0.113756496738952
X601939.CH.EQUITY,0.24328493896444,0,0,0,0.185791067178677,0,0,0,0,0,0.0762657662453582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186862966780888,0,0,0,-0.214187213693343,-0.172073805327918,0,0.176621298102216,0,0.464520012601495,0.0242497393776119,0,0,0,0,0,0.109523276308524,0,0,0,0,0.0407024608779562
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.3988911211458,0.0654376812712453,0.605647991654222,0,0,0,0,0.534282539814672,-0.381206992065414,0.192382784071527,0,0,0,0,0,0,-0.108107188437186,0,0,0,-0.265238560310702,0,0,0,-0.445376971005094,0,0,0,0,0,0,0,0,0,0,0,0,0.154636056396691,0,0,0.182227199884332,0,-0.137356238291626,0
X5.HK.EQUITY,-0.0485262244510916,-0.134440263554474,0,0,0,0.0490934315109504,0,0.211438096462009,0,0,0,0,0,0,0.010739998210139,0.214427931917834,0,0.0319448384462071,0,0,0.0681219662812972,0.648821513160609,0,-0.227434852330411,0,0.0977522799770454,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108798091764401,0,0.100476140814322,0,0,0,0,0.097663890681596,0,0,0,0
X601988.CH.EQUITY,-0.35554173866267,0,0,0,0.456541714901525,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868371166802592,0,0,0,-0.209892894499831,-0.0360172423473989,0,0,-0.185613958662623,0,0,-0.621158094730054,0,0,0,0,0,0,0,0,0,0.243140692278766,0,0,0,0,-3.46944695195361e-18,0.0842858593749538,0,0,0,0,0
X600036.CH.EQUITY,0,0.320421507493291,-0.0652447864993541,0,0,0.0327924115241042,0,0,0,0,0.567201877737612,0.159666764025061,0,0,0,0.0795962261640646,0,0,0,0,0,-0.134822959798866,-0.0434087520698953,0.261290208188212,0,0,0.0975947710375354,0,0,0,0,0.0145473445583664,0,-0.275267530248803,0,0,0,0,0,0,0,0.118148955994492,0,-0.122584170374603,0.123101247585065,-0.0317645050350966,0,0,0,0,0.0836899507406681
X1299.HK.EQUITY,0,0,0,0,0.276361960427317,0,0,0,0,0,0,-0.0844465110196408,0,0,0,0,0.0234816374507494,0,0,0,0,0,0,0,0,0.151737274001973,0,0,0.10735005585081,0,0,0,0.105978398629292,0,0,0,0,0,0,0,0,-0.101338725138149,0,0,0,0,0,0,0,0,-0.00970683946536107
X601628.CH.EQUITY,0,0.0784986015298055,0,0,0,0,0,0,0,0.170856915789506,0,0,0,0.352105385446353,0,0,0,0,0.00140269431597582,0,0,-0.00847095430113641,0,0,0,0,0,0,0,0,-0.0606636938498044,0,0,0,0,0.105184986769808,0,0.161268257922277,0.061202475777015,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,-0.0865853868905178
X601166.CH.EQUITY,0.0321899561337382,0,0,0.261194598079376,0.0315238832367324,0,0,0,1.73472347597681e-18,0,0,0.228759990190685,-0.017647323179168,0,0,0,0,0,0,0,0,0,0.269584552122196,0,0,0,0,0,0,0.00764587673049184,0.0971125332099227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
