,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0146279572453114,0,0,0,0,0,0,0.403173467767785,0,0,0,0,0,0,0,0,-0.144864265949375,0,-0.022127535396795,0,0,0,0,0.0367967973124508,0,0,0,0,0.658650166657295,0,0,0,0,0,0,0,-0.00837612686425702,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.110974607987232,0,0,0,0,0,0,0,0.0700228780896935,0,0.0833504404444293,0.0273180544733444,0.0545987040113604,0,0,0,0,0,0.0944421966961518,0.0402360172192635,0,0,0,0,0,0,0,0.277749094933633,0,0,0,0,0.212671425160689,0.0164075003084852,0,0,0.0373447539612465,0,0,0,0,0,-0.0301516890279591
X601939.CH.EQUITY,0.283269594304728,0,0,0,0,0,0,0,0,0.0389906546766571,0,0,0,0,0,-0.0166904030274228,0,0,0,0,0,0,0.075610581485964,0,0,-0.0847526176746058,-0.0642391049682493,0,0,0,0,0,0,0,0,0,0,0.025712918719177,0,0.546317975639041,0,0,0,0,0,0,0,0,0,0,0.116589488507814
X601288.CH.EQUITY,0,0,0,0,-0.293852864071776,0,-0.240224564792347,0,0,0,0.817320731261851,0,0,0,0,-0.132388083319034,0,0,0,-0.22820126633449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152475518718659,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.133398568387735,0.374185005596511,0,0,0,0.0471918836673052,0,0,0.187880103840383,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0259061910139619,0,0,0.0343999201852973,0,-0.122559065316667,0,0,0,0,0,0,0,0,0,0.0785372142308781,0,0,0.131262603898304,0,0,0,0,-0.184131454550677,0,0,0.13565494101817,0,0
X601988.CH.EQUITY,0,0,0,0,0.373754398221553,0,0,0,0,0,0,0,0,0.113647723664882,0,0,0,0.142896778585446,0,-0.0695440281204066,-0.0249306689140264,0,0,0,0.217663294897963,0,0,0,0,0,-0.334728084561478,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.00357817131825066,0,0,0,0,-0.0415699896712667,0
X1299.HK.EQUITY,0,0,0,0,0.260558808196276,0,0,0,0,0,0,0,0,0,0,0,0,0.140101591000697,0,0,0.0213014883600299,0,0,0,0,0,0.0887397918784897,0.130746773874163,0,0.0897622045454716,0,0,0,0,0,0,0,0.321433935371691,0,0,0,0,0,-0.133678645692671,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.135933827283332,0,0,0,0,0,0,0,0.484919807135456,0,0,0,0,0,0,0,0,0,0.229636198131108,0,0,0,0,0,0,0,-0.00207037968902722,0.126575985026887,0,0,0,0,-0.211120221237569,0,0,-0.157141020633802,0,-6.93889390390723e-18,0,-0.00861266201371846,0,0,0.211356714026608,0,-0.0260022884266731,0,0,0,0,0
X601628.CH.EQUITY,0,0.264905334560667,0.0140786435406473,0.0537445293285697,-0.0873929146856502,0,0,0,0,0,0,0,-0.00959728098163481,0,0,0,0.234337844833672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156625348651078,0.0774310942344895,0,0,0,0,0,0.150036621615482,0,0.0796760532692825,0.105626765140547,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.0135890158033716,0,0,0,0.680485435039304,0,0,0,0,0,0,0,0,0,0,0,0.227668816295127,0,0,0,0,0,0.104979692551733,0,0,0,0,0,0,0,0,0,0,0,-0.089892937151153,0,0,0,0,0,0.131036284098535,0,-0.135560362190761,0,-0.129775471095938,0,-0.0254466575163153,-0.0399147031981009
