,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.144139598090502,0,0.0166140516122673,0,0,0,0,0,0,0.283189245631728,0.244014854011047,0,0,0,-0.0941434504930248,0,0,0,0,0,0,0.0185887483155513,0,0,0,0,0,0,0,0,0.262946999154018,0,0.0250038846775893,0,0,0,0,0.0403589187520844,0,0,0.0600110815897463,0,0,0,0.0207666269282854,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0496822370570879,0,0,0.225343012099858,0,0,0.152464506463794,0,0,0,0.0577737790270001,0,0,0,-0.111901593914392,0,0,0.00296487663531029,0,0,0,0,0,0,0,0,0,0,0.174682873081958,0,0,0,0,-0.289392447392531,0,0.30697957661167,0.0345594513961925,0.181056262456848,0,0,0,0,0.0847595458194926,0,0,0
X601939.CH.EQUITY,0.482636967632148,0,0,0,0,0.179173612754898,0,0,0,0,0,0,0,0.0697510424891891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36586713768005,-0.111116892196879,0,0,0.0437149416412611,0,0,-0.0470654609635068,0,0,0,0,0
X601288.CH.EQUITY,0.547268523261251,0,0.101366781001164,0,0.0476466406779264,0.0645803861740493,0,0,0.0601555458635398,0,0,0,0,0,0.036417079141891,-0.00664842454666204,0,0,0,0,0,0,-0.0187934117936573,0,0,0,0.0498155240573041,0,0,0,0,0,0.113885073152796,0,1.73472347597681e-18,0,0,0.108373958973949,0.120941237784005,0,0,0,0,0,0,0,0,0,0,0,-0.077972987386064
X5.HK.EQUITY,0,6.93889390390723e-18,0.183233816016827,0.0469057395349376,0,0,0,-0.116838841786392,0,0,0.138805479549479,0.21156885603834,0,0,0,0,0,0.660981149614237,0,0,0,-0.0952823605919437,0,0,0,0,-0.166662947520493,0,0,0,0,0,0,0,0.0278204589515881,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.177804137369278,0,0,0,0,0
X601988.CH.EQUITY,0.0426540817134404,1.35525271560688e-20,0.171383771534715,0.139967226367901,0,0,0,0,0.0947122351653066,0.153454484488986,0.0501729834093746,0,-0.305104234747494,0,0,0,0,0,-0.019246101330759,0,0.350539112536474,0,0,0,0,0,0.0866040404138177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020604442263785,0,0,0,0,0,0.040445680704461
X600036.CH.EQUITY,0,0.227667694453963,0,0,0,0,0,0,0,0,0,0.0827246835778668,0,0.191951413163489,0,0.116981044812014,0,0,0,0,0,0,0,0.137041983065043,0,0,0,0,0,0,0,0,0,0.179978573933461,0.0188713686278095,0,0,0,0,0.0488102261362557,5.2058933423037e-05,0,0,0,0,0,0.0556059502433302,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0614255771433672,0,0,0.0320435275099271,0,0,0,-0.00693788070251064,-1.73472347597681e-18,0,0.153952097364314,0.229487923920996,0,0,0,0,0.181397155168707,3.46944695195361e-18,0,0,0.182361931428612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167796094588878,0,0
X601628.CH.EQUITY,0.243744818380622,0.288882845722483,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.00630163212114748,0,0,0,0,0,0,0,0.0562041841898901,0,0,0,0,0,0.0880422273633334,0,0,0,0,0,0,0,0,0,0,0,0,0.0409158042268858,0,-0.17162771881399,0,0,0.203648889249153
X601166.CH.EQUITY,0.176910860964439,0,0,0,0,0.0759745008117265,0.284649900547676,0,0,0,0,0,0,0.0791065149835083,0,0.477862026784252,0,0,0,0,0,0,0,0,0.0781160958663163,0,0.045248334915131,0.0253512411172019,0,0,0,0,0.00133191256295614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.0601951543836568,0,0,0.129497641994304,0.0666449501656396,0,0,0,0,0,0.0846544420519666,0,0,0,0,0,0,0,0.194175626730455,0.240586770313281,0,-0.109936455698926,0,0.0427501146915788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18724089216824,0,0,0,0,0,0,-0.0494109282695976,0
