,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.364564321130692,0.0220544741925769,0.121351738632463,0,0,0,0,0,0,0.216722059172798,0,0.00466776029371886,0,0,0,0,0,0,0,0,0.0994941315604492,-0.0309977644127317,0.0440762232705642,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.0345987874775484,0,0,0,0,0.0185753014859722,0,0.0442163523546659,0,0,-0.175782748753493,0
X601939.CH.EQUITY,0.393432078497917,0,0,0.173585536452094,0,0,-0.00533180402841777,0,-0.036912651346307,0,0.154315952569794,0,0,0,-0.0755909875804978,0,0,0,0,0,0,0,0,0.178621139896685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0974154472547686,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.304738784913059,0.0831699950297301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18194567148926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760916599528725,0.10838344611901,0,0,0.0119512319558201,0.14347595220323,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.377073743503628,0,0,0,0.214165791557126,0,0,0,0,0,0,0,0,0.146983726809357,0,0,0,0,0,0.0914066141187826,0.0342763828126856,0,0,0,0,0,0,0,0,0,0,0,0.0843898222466203,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.478003322893965,0,0,0,0,0,0.185085753012339,0,0,0,0,0,0.0403947420760025,0.198986444023064,0,0,0,0,0,0,0,0,0,0.0119571265640915,0.0871703567494276,0,0,0,0,0,0,0,-0.579608038126228,0,0,0,0,0,0,0,0.176394920604296,0,0,0,0,0,0.0901672371763089,0,0.227075150307012
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.269858914145593,-0.0445993714523922,0,0,0,0.132914379171665,0,0,0,0,0.114449877151122,0.00684601258820632,0,0,0,0,0,0,0,0,0.231242563133395,0,0,0,0,0,0,0,0.123816645085764,0,0.125491811443961,0,0,0,0.106251758800486,0,6.93889390390723e-18,0,0,0.0230391039515454,0
X1299.HK.EQUITY,0,0,0,0,0.0353278088556805,0,0,0,0,0,0.0348056083264895,0,0,0.187237442981866,0,0,0.0341611745642302,0.502059399733483,0,0,0,0,0.115532147356398,0,0,0,0,0,0,0.0173688073504909,0,0,0,0,0,0,0,0,0,0.0849994083384701,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.00791775689371591,0,0,0,0,0,0,0,0,0,0,0,0,-0.153382166860608,0,-0.185038205803866,0,0,0,0,0,0.515424372910133,0,-0.259004410531759,0,0,0.760371465082246,0,0,0,0,0,0,0,0,0,0.399913758328149,0,6.93889390390723e-18,0,0,0,0,-0.263940869978742,0,0,0,0,0,-0.0155458088970745,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.173291727436665,0,0,0,0,0,0,0,0,0.270844158067942,0,0,0,0,0,0,0,0,0,0.0537370386299551,0,0,0.0785625346311055,0,0,0,0,0,0,0.272902146258118,0.0833745099864703,0,0,0,0,0.198721329880096,0,0,-0.0721218409791311,0
X601658.CH.Equity,0,0,0,0.135822734119237,0.154330101197834,0,0,0,0,0,0,0,0,0.125617916148338,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0.175541588249144,0,0,0,0,0,0,0,0,0.219610964106772,0,0,0,0,0,0,0,0,0,0,0.352424449308993,0,0.0285794925924537,0
X601328.CH.EQUITY,0.0646013004981944,0,0,0.577897613546395,0,0,0,0,0,-0.0225631551172814,0,0,0.0319403095692986,0,0.0258742752915444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420074075506407,0.123873507985361,0,0,0,0.0944874929858642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117702906750537,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.39566287978165,0,0,0,0,0.0500192152662108,0,0,0,0,0,0.0726733023687117,0,0,0.0191477468005396,0,0,0,0,0,0,0,0,0,0.00918849606367415,0.225043722231998,0,0,0,0,0,0,0,0,0,0.00537193310357273,0,0,0,0,0.0341128449640363,0,0.049050608667791,0.100324389231386,0,0,0
X388.HK.EQUITY,0,0,0.309599341812943,0,0,0,0,0,0,0,0,0.0319442498878895,0,0,0,0,0,0.0267995897242271,0,0,0,0,0,0,0.0407137364205298,0,0,0,0,0,0,0,0,0.126046031775897,0,0,0,0,0,0,0,0,0,0,0.0531921121025424,0,0,0.00801623875004384,0,0,0,0
X600000.CH.EQUITY,0.288619375168492,0.04701145934653,0,6.93889390390723e-18,0.124147772825315,0,0,0,0.104016472947916,0,0,0,0,0,0,0,0.0296235091729361,0,0,0.0483599280879977,0.0784945874568636,0,0,0,0,0,0,0,0.0244814131825287,0,0,0,0.0250544954610182,0,0,0,0,0,0,0,0.0530923342006465,0,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.0215599733153455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11400742824835,-3.46944695195361e-18,0,0.426859483802443,0,0.0773790740078768,0,0.11937524173967,0,0,0.223293716042832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
