,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X000776.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.479971345987161,0,0,0,0,0,0,-0.00518427418463994,0,0,0,0,0,0.013404577968938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0153173901142228,0,0,0,0,0,0.240468573377791,0,0,0,0,0,0,0,0,0,0,0.0147384858115107,0.231658814430659,0.0258858136543534,0
X601318.CH.EQUITY,0,0,0,0,0.0479074809053705,-1.73472347597681e-18,0,0.0144313708040432,0.139522585844239,0,0.0542103951231554,0,0,0.086666935094818,0,0,0,1.73472347597681e-18,0.209864601296156,0.203912203737233,0,0.0702607629637282,0,0,0,0,0.0984636152558178,0,0,0,0,0,0,0,0,0,0.0141239543736775,1.73472347597681e-18,0,0,0,0,0,0,0.0577532076464339,0,0,0,0,0,0,0.093189324234409
X601939.CH.EQUITY,0,0,0,0.288127748192742,-0.0781499797680272,0,0.0203759195200619,0,0,0,0,0,2.16840434497101e-19,0,0,0.0037837680501776,0,0,0,0,0,-0.250618821199646,0.738723315363471,0.0104997346163219,0,0,0.0229890821172496,0,-0.107832262231581,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.146247152272378,0,0,0,0,0,0,0,-0.128131259329944,-0.00382382494275886
X601288.CH.EQUITY,0.220703106804418,0,0.00794692089785175,0,0,6.93889390390723e-18,0.359893706977993,-0.12912610333619,0,0,0,0,0,0,0,0.0580389934376593,0,0.000993528924706442,0,0,0,0,0.0210561113204225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19588948823154,0,0,0,0,0,-0.140756096694445,0
X600036.CH.EQUITY,0,0.190603733697233,0,0,0,0.0717984471771293,0.0936798358850932,0,0,0,0,0,0,0.216091850923366,0,0,0,0,0,0,0,0,0,0,0.0303358941248253,0.336641486590541,0,0,0,0,0,0.0927885417535134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00190018571213616
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0250205894591932,0,0,0,0,0,0,0,0.139145034019275,0,0,0,0.067694708075488,0,0,0,-0.0650795183740066,0,0,0,0.0448747945320797,0,0,0.248935780775881,0,0.068147041094466,0,0,0.501800531386797,0,0,-0.0213701558082487,0,0.0612189170086688,0,0,0,0,0,0,0,0,0.109058543330295
X601988.CH.EQUITY,0.053607490106994,0,0.0323755209973697,0.178125478261199,0.362227329386491,0,0,0,0,0,0,0,0,0,0,0.177235632672628,0,0,1.38777878078145e-17,0,0,0,0,0,-0.0067020112396295,0,0.0749465359286277,0,-2.77555756156289e-17,0,0,0,-0.122037467309095,0,0,0,0.263266745722126,0,0,0,0,0,0,-0.0753352943399529,0,0,0,0,0,0,0.0244285285700842,0
X1299.HK.EQUITY,0,0,-0.0421212766339752,-0.0329559544526983,0,0,-0.000246401417475573,0,0,0.118888453299454,0,0,0,-0.168450081452922,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219797841943538,0.0306053302094762,0,0,0,0,0,0,0,0,0,0,0.142883571587609,0.145624207768383,0.031550244400845,0,0.0710906289463497,0.0607342822751602,0,0.180789973406261,0,0.132671968101477,0,0,0
X5.HK.EQUITY,0,0,0,0.0104724845389458,0,0,0.0156109704195834,0,0,0,0,0,0,0.0531257314569521,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146584175281559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272115865981823,0.4681874889543,0,0,0.170912031953327,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.149594631462667,0,0,0,0,0,0,0,0,0,0,0,0,-0.0284201857209383,0.492125926428464,0,0,0,0,0,0,0.155937240206125,0,0,0.124171048584666,0.176818651195986,0,0,0,0.0271274360040101,0,0,0,0,0.0781720402119202,0.0359706465823589,0,-0.0248355257926943,-0.173151181951529,0.0757264622546957,0,0,0,0,0
