,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.0357082107014074,0.446773326739727,0,0,0.00330631700092539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00590644128273307,0,0,0,0,0,0,0,0,0,0,0,0.245775603200326,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.166125600267876,0,0.0518309300425135,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.000501942146457945,0,0,0.148592883382226,0,0.0550369953959877,0,0,0.0789111825054609,0,0,0,0,0.231703431380815,0,0.189950928019393,0,0.0201850812778514,0,0,0,0,0.105860819434588,0,0,0,0,0,0,0,0,0.0233363998276366,0.0423547879129344,0,0,0,0,0,0.0222932463778499,0,0,0,0,0,0,0,0.0767521367578611
X601939.CH.EQUITY,0,0,0,0.2922022210901,0,0,0,0,0,0,0.0336637784491607,0,0,0,0,0,0,0,0,0.00506023972240018,0,0.707093633371599,-0.258269128391973,0.0519137026586408,0,0,0.00780919517818242,0.0622819875261022,-0.132389970999489,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,0,0,-0.143736611657757,0,-0.043533715822917,0,0,0,0,0,-0.0892867701394733,-0.00273791465113774
X601288.CH.EQUITY,0.199212601505506,0,0,0,0,0.0437681556883653,0.363341329974753,-0.0555929664098347,0,0,0,0,0,0,0,0.0739228498631901,0,0,0,0,0,0.0546007457046083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204460058663597,0,0,0,0,0,0,-0.0890051227109194,0
X600036.CH.EQUITY,0,0.182327951787251,0,0,0,0.0679773278739979,0.0914057771434775,0,0,0,0,0,0,0.207671651677803,-1.35525271560688e-20,0,0,0,0,0,0,0,0,0,0.0287951458580002,0.317011656387422,0,0,0,0,0,0.0863635682275008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00179509063764979
X601628.CH.EQUITY,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0386491460549867,0,0,0,0,0,0,0,0.161555954053619,0,0,0,0,0.122143998446672,0,0,-0.0614677244490294,0,0,0,0,0,0,0.187541820389169,0,0.0553098180865505,0,0.539884564231776,0,0,0,-0.048531055803173,0,0.105098032433807,0,0,0,0,0,0,0,0,0.0780859005718097
X601988.CH.EQUITY,0.200859124247383,0,0,0.0718403411979171,0.219545973721267,0,0,0,0,0,0,0,0,0.0333417510517546,0,0,0,0,0,0.00194878980779058,0,0,0,0,0,0,0,0.17111301369651,0.141665816598274,0,0,0.0762629059228754,6.93889390390723e-18,0,0,0,0,0.0626246239247272,0,0,0,-0.188205912667066,-0.0519950545340491,0,0,0,0,0,0,0.358621707938631,0.0261595571816897,0
X1299.HK.EQUITY,0,0,0,-0.0454757251131011,0,0,0,0,0,0.139930295526335,0,-0.00484753252163298,0,-0.168763090386426,0,0,0,0,0,0,0,0,0,0,0,0,0.233254802694402,0,0.0213849551018789,0,0,0,0,0,0,0,0,0,0,0.095986645480301,0.129318574882554,0.0588809980347137,0,0.0689791220430292,0,0.0322822822506704,0.174190913952049,0,0.140205103864999,0,0,0
X5.HK.EQUITY,0,0.0170518333332693,0,0,0,0,0,0,0,0,0,0,0,0,0.0967139285883332,0,0,0,0,0,0,0,0.0557089274298838,0,0,0,0.122714764411454,0,0.618145539193349,0,0.0336822754053015,0.135979379565408,0,0,0,0,0,0,0,0,-0.111757422979959,0.0919867535579746,0.189385656749669,0,0,0,0.106745041464344,0,0.182358602133841,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.0716216666037129,0,0,0,0,0,0.0117812235463978,0,0,-0.0412666587215818,0,0,-0.164009922865099,0,0,0.479440662275092,0,0.219974804967896,0,0,0,0.218604560092822,0,0,0.187121902402391,0.19569304685584,0,0,0,0,0.210274312442324,0,0,0,0,0.0534573061729889,0,-0.421082109329812,0,-1.38777878078145e-17,0,0,0,-0.0186985401951358,0
