,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,6.93889390390723e-18,0.126295019992106,0,0,0,0,0,-0.0744992210891035,0,0,0,0,0,0,0,0,0,0,-0.0590827419287533,0,0.00410389754652749,0.23357538700624,0.503705935664099,-0.110247037220841,0,0,0,0.205972607432577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0510901622360373
X601318.CH.EQUITY,0,0,0,0.00470266419637649,0,0,0,0,0,-0.0260640557376407,0,0,0.0271502875807491,0,0.0555482392654132,0,0.0160529333055313,0,0.498080314907203,0.0193270911039083,0,0,0,0,0,0,0,0,0.118181992972968,0,0,0,0,0,0,0.0652381735292902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0.107516163150571,0,0.755443845964306,0,0,0,0,0,0.0246965505141541,0.0874638619357225,0,0,0,0.0270292308444165,0,0.0181570547289205,0,0,0,0,0,0,0,0,0,0,0.0580018751792292,0,0.00743561991470352,0,0,0,0,0,0,0.0159188144148404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.908982848782025,0,0,0,0,0,0,0,0,0,0.00559996727917407,0,0,0,0,0,0,0.0173264424694474,0.0805739493289998,0,0,0,0,0,0,0,0,0.0355534328125005,0,0,0,0,0,0,0,0,0,0,-0.142496608303158,0,0,0,0,0.0485473458270927,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,-0.027559209746788,0.301708131479555,0,0.268563944959841,0,0,0,0,0,0,0.437181291532872,0,0,0,0,0,0,0,0,-0.0751052243301664,0,0,0,0,0,0,0,0,0.0358070540077014,0,0,0,0,0,0,0,0,0.129207109486633,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.333933809883509,0,0,0,0,0.0775057553631868,0,0,0,0,0,0.0209518389591173,0,0.0309647336049982,0.13808325466661,0,0,0,0,0,0,0,0,0,0,0.1167601122776,0.159357256764483,0.0399704806426824,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345814331546578,0,0,0.0551784862757992,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.00352985155537246,0.232276750589485,0,0,0,0,0,0.00224822731858154,0,0,0,0,0,0,0.305532293930417,0,0,0,0.078752568380769,0,0,0.0200584430363972,0,0,0,0.185386722062858,0,0,0,0,0.0214714683348297,0,0,0.0601900311459498,0,0,0,-0.0516693255603285,0,0,0,0.171798092383918,-0.0919694134806165,0
X601988.CH.EQUITY,0,0,0,0.0643839092858536,0,0.00945951718557088,0,0,-0.055321939556803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0728547484883659,0,0,0,0,0,0,-0.024131874754402,0,0,0,0,0,0,0,0,0,0,0.000214755642061316,-0.134332867100459,0,0.999509370282473,0,0,0.000790686609040085
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.148520841203002,0,0.0281848594630904,0,0,0,0.15602582844976,0,0.341690732427241,0,0,0,0,0,0,0,0,0,0,0,0.00416831622819918,-0.0276026101991549,0,0,0,0.212273612611223,0.112314957209937,0,0,0.0571973536744906,0,-0.327024407683749,0,0
X388.HK.EQUITY,0,0,0,0,0.222937212359369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127133603733427,0,0.25599315770286,0,0,0.115499292541828,-0.00879249187683582,0,0,0,0,0,0,0.111390767018571,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.177444183079588,0,0,0,0.281803520032753
