,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.114874496410084,0,0.40063067650689,0,0,0.0165607428867594,0,0.219332242588491,0.0119280385730508,0,0.14388176732006,0,0,0,0,0,0.0748071273007859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0640958505170965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.47619101005128,0,0,0,0.0664717269613445,0,0,-0.11618340639713,0,0.0431015401238444,0,0,0.392942826723217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0309205671550598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063721343585698,0,0
X601318.CH.EQUITY,0,0,0,0,0.0324388065721539,0,0,0,0,0,0,0.371883879549605,0,0,0,0,0,0,0,0,0,0.0384685223737831,0,0,0,0,0.000549811522243127,0,0,0,0,0,0,0,0.062347392314614,0,0,0,0.0538207930958597,0.153518852648204,0,0,0,0,0,0.128541084738964,0.0542187151152333,0,0,0,0,0
X601288.CH.EQUITY,0.412783260145118,0,0,0,0.399536057676619,0,0,0,0,0,0.0656933110364281,0,0,0,0,0.0690296932898982,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336929218473295,0,0,-0.0149614517442868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0158371682139551,0,0.356011387228499,0,0,0,0,0,0,0.2290413411894,0.09980025409023,0,0.0903350648199059,0,0,0,0.157467292448034,0,0,0,0,0,0,-0.0168642047015932,0,0,0.0470240742803412,0,0,0,0,0,0,-1.73472347597681e-18,-0.0166929519612576,0,0,0,0,0,0.0573778519949072,0,0,0,0,0,0,0,0,0,0.0113496077900984
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.101274650070379,0,0,0,0.0789259473159512,0,0.183239832398651,0,0,0,0,0.567703399598814,0,0,0,0,-0.362375926938209,0.373421092105525,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,-0.0941765004128992,0.150803938237613,0,0,0,0,0,0,0,0,0,-0.0973204201196325,-0.0430021698352169
X600036.CH.EQUITY,0,0,0.0314805245218757,0,0,-3.46944695195361e-18,0,0,0,0.010023135860849,0,0.466015644694068,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0465417648957897,0,0,0,0,0.146982302450199,0,0,0,0,0,0,0,0,0.0973450311431949,0,0,0,0,0.0407257423162804,0,0,0,0,0,0,0,0.225215389118241,0,0.0284855930836794
X1299.HK.EQUITY,0.0521997391190264,0,0,0,0,0,0.0563821699702685,0,0.0128477139151882,0,0,0,0,0,0.242269641590405,0.178700402344329,0,0,0,0,0.173621243218577,0,0.0759538577144487,0,0,0.127570531320353,0,0,0,0,0,0,0,0,0.0640314167021366,0,0,0,0,0,0.0429401002510048,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0461460706539023,0,0,0,0,0,0.172117345152682,0,0,0,0.190170352623558,0,0.308903595425883,0,0,0,0,0.0636292937473653,0,0,0,0,0,0,0.0411332875973266,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,-0.0380089305007249,0
X601658.CH.Equity,0,0,0,0.225830736197673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342466162650449,0.619598492902734,0,0,0,0,0,0,0,0,0,0,0,-0.0185286216337808,0,0,0,0,0,0.215811881538841,0,-0.56213652684684,0,0,0
X601328.CH.EQUITY,0,0,0,0.310438056286434,0,0,0,-0.00842045035966258,0,-0.0269953316897537,0,0,0.35437761754183,0.0410867665583318,0,0,0,0,0.16255467439287,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0551491518230969,0,0,0,0,0,0.0509473318312577,0,0.0583057585544165,0,0,0.0349250316172426,0,0,0,0,0,0,0,0,0,0.0102317202134554,0
X601166.CH.EQUITY,0,0.0916396019941187,0,0.0160881441690846,0,0,0.15927142462259,0,0,0,0,0,0.0370600297123418,0,0,0,0,0.0247505376350277,0,0,0,0,0,0,0,0,0,0,0,0.310588240605223,0,0,0,0,0,0,0,0,0.0706331373057168,0,0,0,0,0,0,0.228256150030036,0,0,0,0.0842438159148979,0,0
