,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X17.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.628602187098426,0,0.0282511312898029,0,0,0,0,0,0,0,0.0750914542090865,0,0,0,0,0,0.0835203975553987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083972791979749,0,0,0.034818839389322,0,0.00809676762091715,0,0,-0.0212712275238388,0.0253191314412709,0,0.0225553017362108
X601318.CH.EQUITY,0,0,0,0.186239291280183,0,0,0,0,0.0711918005259205,0,0,0,0,0,0,0,0,0,0.199072847209781,0,0,0,0,0,0,0.029419533948458,0,0,0.0967353074565527,0,0,0,0,0.058982550938111,0,0,0,0,0,0.180483937472769,0,3.46944695195361e-18,0,0,0.0224151367989503,0,0.0899223955360887,0,0,0,0
X601939.CH.EQUITY,0.0575264191847797,0,0,0.471035094929044,0,0.122626454518941,0,0,0,0,0.0496378804481583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00650300672555493,0,0,0.0514980859913327,0,0,0,0,0.129055130423442,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0199758829974542,0,0.0458631376484715
X601288.CH.EQUITY,0.257489251785132,0,0,0,-0.0240263202241872,0.0404019886291886,0,0,0,0.137996421330352,0,0,0,0,0,0,0,0,0.048960331707519,0,0,0,0,0,0.045157118775431,0.185130044999598,0,0,0,0.0796080192123286,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.14580840370206,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.224118542987885,0,0.243413606746507,0,0,0,0,0,0,0,0.21261528813565,0.270236926639337,0,-0.138355279130492,0,-0.0647746283586445,0,0,0,0.139800841759261,0,0,-6.93889390390723e-18,0,0.168061323797163,0,0,0,0,-0.00628868348469284,0,0,0,0,0,0,0.0792315380555675,0,-0.416157567415719,-0.0854949694935197,0,0,-0.112613998462859,0,-0.211321823376933,0
X601988.CH.EQUITY,0.0808539274439165,0,0.0370189962932581,0,0.0147538768005227,0,0,0,0,0,0,0,0.0517942926272678,0,0,0,0,0,0,0,0,0,0.623684359447676,0,0,0,0,0.00579150093041349,0,0.12186624074114,0,0,0,0,0,0,0,0,0,0.0730086681872288,0,0,0,0,0,0.0108732180305336,0,0,0,-0.0987172332525335,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0243256710161305,0,0,-0.02279391003281,0,0,0,0,0,0,0.0747282997968759,0,0,0,0,0,-0.00758481030669001,0.704097077323442,0,0,0.0280620723736542,0.0942716118396482,0,0,0,0,0,0,0,0,0,0,0,0,0.0661892099796239,0,0.0512698430610899,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.171219144581845,0,0,0,0,0,0,0,0,0,0,0.0594705605005707,0,0,0.034763630718439,0.198810266521792,0,0,0.0580709586123806,0,0,0,0,0,0,0.13584653448844,0,0,0,0.0864035538928664,0,0,0,0.084389579117908,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0237222263598897
X601628.CH.EQUITY,0,0.176587804298757,0,0,0.0117265032847614,0,0,0,0,0,0,0,0,0,0,0,0.022928576098326,-0.0488545896270468,0,0,0,0,0,0,0,0.114677806815859,0,0,0,0,0,0,0,0,0,0,0.380659211031003,0,0.234627198644645,0,0,0,0.0677170862105267,0,0.0105723451013681,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.144718464383314,0,0,0,0.126420422971557,0,0,0,0,0,0,0.24404843626748,0,0,0,0,0,0,0,0.229244434042344,0,0,0,0,0,0,0.0486603128415182,0,0,0,0,0,0,0,0.0085542841150839,0,0.0246218502582779,0.20222704277515,0,0,0,0,0,0,0,0,0.0143754905144131,0,0
