,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.238799667855789,0.271983223675581,0,0.150324651338619,0,-0.0949390033624201,0,0,0.0784356419517137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129747458870843,0,0,-0.0683265513982783,0,0.0103333818044356,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,-0.0216767259382175,0,-0.0727747861798721,0,0.037557817630611,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.203634949695051,0,0,0.27990006874305,-0.00209847173181348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0605669943170403,0,0,-0.00967293323620455,0,0,0,0,-0.263447849187536,0.275683191267303,0,0.203774678108658,0,0,0,0,0,0.0635277503242438,0,0,0
X601939.CH.EQUITY,0.42648910942009,0,0,0.0925876184536456,0.105799271359171,0,0,0,0,0,0,0,0.137177679709649,0,0,0,0,0,0,0.123973524363637,0.0237663758513445,-6.93889390390723e-18,0.0242326806568747,0,0,0,0,0,0,0,0,0,0,0.00838440294975267,0,0,0,0,0.316467405100381,0,0,0,0,0,0,-0.167301159516264,0,0,0,0,0
X601288.CH.EQUITY,0.385484059749099,0.0376467246528747,0.113569176231797,0,0.0427917334181153,0,0,0,0,0,0,0,0,0,0,0,0.0300437832649254,0,0,0.0158037470401546,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0953039595602877,0,-0.0531715436536444,0,0.113293217588985,0.0877645108976795,0,0,0.22899709180709,0,0,0,0,0,0,0.0653331178511544,0,-0.0361489231966006
X5.HK.EQUITY,0,-0.220395031354138,0,0,0,0,0,0,-0.381126427912991,0,0.202011516552174,0,0,0,0,0,0,0.0286950579683365,0,0,0.0229128568262675,0,0.650888155990387,0,0,0,-0.0164680313169142,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0505238662073493,0,0.0816317201156564,0,0,0,0,0,0,0,0,-0.352894705721326,0
X601988.CH.EQUITY,4.33680868994202e-19,0,0.160487481919366,0.281312405897418,0,0,0,0,0,0.195026618988007,0.223102517989831,0,0,0,0,-0.0847101390579193,0,0,0,0,0,0.101742068334758,0,0,0,-0.0611980169250928,0,0,0,0,0,0,-0.0077604925714674,0,0,0,0,0,0,0,0.103115032991169,0,0,0,0.0337359502006768,0,0.0267216720791718,0,0,0,0.18755185168807
X600036.CH.EQUITY,-0.0212947808429064,0.306167460813263,0,0,0,0,0,-0.015006552679198,0,0,0,0,0.12819491728594,0,-1.73472347597681e-18,0,0,0,0.0083494441361241,0.0166128171246788,0,0,0.267517935674184,0,0,0,0.0892677774141932,-0.0466642989401776,0,0,0.315209719916964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0607456454657688,1.73472347597681e-18,0,0,0
X601628.CH.EQUITY,0,0,0,0.367463179808927,0,0,0,0,-3.46944695195361e-18,-6.93889390390723e-18,0,0,0,0.286617381288471,0,0,0,0,0,0,0,0,0,0.0406485559832285,0,0,0,0.0952963460278188,0,0,0,0,0,0,0,0,0,0,0,0,0.132154759135982,0,0,0,0,0,0,0,0,0,0.0548889999438733
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0545425593039451,0,0,0,2.71050543121376e-20,0,0.205992866175155,0.130661430140501,-0.0204210130455479,0,0,0.200837762269181,0,0,0.00613426709660492,0.0126641441695729,0.368318870644588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0677650455698124,0,0,0,0,-0.000436940343462965
X601166.CH.EQUITY,0,0,0.0287738369750195,0,0,0.156057459522757,0.0486128234195373,0.0724850262050048,0,0,0,0,0,0,0.160549112379866,0,0,0,0,0,0,0,0,0,0,0,0,0.0328083007933655,0,0,0.406993721597631,0,0,0.185682079509218,0,0,0,0,0,0.0491473897797695,0,0,0,0,0,0,0,0,0,0,-0.119811235163059
