,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X300059.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X1997.HK.EQUITY,X001979.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.238409832228317,0,0,0,0.342686215889127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263294269025721,0,0,0.0170157269151584,0,0,0,0.0119297284600192,0.0790295791878777,0,0.0778376490267224,0,0,0,0,0,0,0,0,0,0,0,0,0.0107699111030875,-0.0922635016086027,0,0,0
X601318.CH.EQUITY,0,0,0,0.10085874605696,0,0,0,0,0.188838320641917,0,0.0165005421482837,0,0.221920224397653,0.000834947079991544,0,0,0,0,0.086959305052934,0.139423747442484,0,0.0704826060967168,0,0,0,0,0,0.167993106726341,-3.46944695195361e-18,0,0,0.0182664708394222,0,0,0,0,0,0,0,0,0,0,0,0.130646726666453,0,-0.0638633347389974,0.00896793263820116,0.0180986575963885,0,0,0,0
X600036.CH.EQUITY,-0.0209682867062352,0,0,0,0,0.211063253194992,0,0,0,-0.125330787718817,0,-0.0476978759199201,0.118719224064952,0,0,0,0.127349140159081,0,0.167593015588529,0,0,0,0,0,0,0.412854142436653,0,0,0.0592472609289949,0,0,0,0,0,0,0,0,0,-0.0680661474371451,0,0,0,0,0,0,0,0,0,0,0,0,0.00706784224675202
X601939.CH.EQUITY,0.525701700729807,0.109525350113807,0,0,0,0,0,0,0.129888335179079,0,0.199392351741615,0,0,0,0,0,0,0.14727983664191,0,0,0,0,0,0,0,0,0,0,0.161629694436214,0,0,0,0.0152849215075636,0,0,0,0.00285244715319481,0,0.0805448653877458,0,0,-0.109340176259941,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.0762147940183282,0,0.0748227960731043,0,0,0,0.511681973908855,0,-0.0324076664365388,0,0,0,0,0,0,0,0,0.062994054695646,0,0,0,0.0677443995713329,0,0.0302546079434897,0,0,0,0.0240575777080418,0,0,0,0.00856501866420442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0647482291723888,0.103065520995835,0,-0.0340457068437282
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.0717068046783323,0,0.124194391911188,0,-0.0813847951569863,-0.0657655488624509,0,0,0.109743652872611,0,0,0,0,0,0,0.14743808663339,0,0,0,0,-0.0249280908494878,0,0,0,0,0.0586604341447327,0,0,0,0,0.0110238616112305,0,0.174552424293857,0,0.149551007351756,0.129276749151912,0,0,0,0,0,0.259166180659618,0,0,0
X601628.CH.EQUITY,0,0,-0.0640474007367342,0,0,0,0,0,0,0.196346397638626,0,0,0,0,0.0123350405485511,0.0982371235376833,-0.0112951705698499,0,0,0,-0.0627786508793665,0,0.147908117436322,-0.0583568253926445,0,0,0,0,0,-0.0264350479815607,0,0,0,0,0,0,0,0.36964463933687,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,-0.0350131060742208,0
X601988.CH.EQUITY,0.10454496593681,0,0,0,0.410342362958061,0,0,0,0,0,0,0.0769533025471509,-0.0165890464783792,0,0,0,0,0.150790713905742,0,0,0,0,0,0,0.0386443229957387,0,0,0,0,0,0,0,-0.131026357254135,0,0,0,0,0,0,0,0,0.120241003845906,0,0.15159776042645,0,-0.0295213595817371,0,0,0,0,0,-0.0624904303131375
X5.HK.EQUITY,0,0.156535718324609,0,0.0416316462696331,0,0,0,0,0,-0.0949647480952967,0.0596980518914181,0.0691825443307094,0,0,0,0,0,0,0,0,0,0,0.108987742644301,0,0,0,0.17542879787522,0,0,0.0853333710197281,0,0,0.0209164622938702,0,0,0,0,0,0.301416561449558,0,0,0,0,0,0,0,0.0401794411390304,0,0,0,0,-0.120016380408724
X388.HK.EQUITY,0,0,-0.170482206204541,0,0.0474019703196705,0,-0.125432737829285,0,-0.156353860778302,0,0,0,0,0,0,0,0,0,0,0,0,0.0972252088884533,0,0,0,0,0,0,0,0,0,0,-0.238645236873902,0,0,0,0,0.213790369475179,0,0,0.197901077637879,0,0,0,0.24635544855854,0,0,0,0.204743673488517,0,0,0
