,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.374903652663494,0.0101727430918549,0.0297321817747761,0,0,0,0,0,0,0.218221665627074,0,0,0,0,0,0,0,0,0,0,0.111176422279481,0,0,0.0819617229644085,0,0,0,0,0.0197357530253892,0,0,0,0,0,0,0,0,0,0,0,0,-0.0259036556477598,0,0,0,0.00226123688432425,0,0,0.0434615884335795,-0.140038338995807,0
X601939.CH.EQUITY,0.462647769060534,0,0,0.112503455324388,0,0,0,0,-0.0166736056859079,0,0.157349656217856,0,0,0,-0.0640695927087444,0,0,0,0,0,0,0,0,0,0.174944484986332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073914123120106,0,0.0130457092707173,0.0178645213685654
X601318.CH.EQUITY,0,0,0,0,0.166802212760597,0,0,0,0,0,0,0.182171358857895,0,0,0.0183187129094365,0,0,0,0,0,0,0.0954827873487464,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0580491677357605,0,0,0,0,0.19703620807802,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.176598336506339,0,0,0,0.365818987972838,0,0,0,0,0,0.0401852890765859,0,0,0.0943435345807947,0,0,0,0,0,0.0652098806900854,0,0,0,0,0.0957916191385846,0,0,0,0,0,0,0,0,0,0.146845147257448,0,0,0,0,0,0,0,0.0114110853809627,0,0,0,0,0,3.46944695195361e-18,0,0,0
X601988.CH.EQUITY,0,0,0,0.380965194589224,0,0,0,0,0,0.228550435002703,0,0,0,0,0,0.0623988164704355,0.157937019389573,0,0,0,0.0191480575861825,0,0,0,0,0,0.100162740079306,0,0,0,0,0,0,0,0,0,-0.500069597375931,0,0,0,0,0,0,0.0835682640283279,6.93889390390723e-18,0,0,0,0,0,0,0.289829026263606
X600036.CH.EQUITY,0,0.0771779859625831,0,0,0,0,0,0,0.000914210378989508,0,0,0.19092925430825,0,0,0,0,0,0,0,0,0,0.273535608527103,0,0,0,0,0,0,0,0,0,0.282854459255913,0,0,0,0,0,0,0,0,0.064785870884736,0.0539442572665075,0,0,0,0,0.0244224585035319,0.0891043990379968,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23624129308088,0,0,0,0.47973181303681,0,0,0,0,0,-3.46944695195361e-18,0,0.107385191636437,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116677843313428,0,0,0,0,0.0458611139348823,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109232087621171,0,-0.299090608311516,0,0,0,0,0,0,-0.447390631118793,0.0741539523391159,0.746999753035136,-0.0100760012904662,0.649866858596369,0,0,0.0181630342191242,0,0,0,-0.151635304642102,0,0,0.37626664621752,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.174401486519129,0,0,0,0,0.116501529358812,0,0,0,0.307811860642246,0,0,0,0,0,0,0,0,2.20593313116713e-05,-6.93889390390723e-18,0,0,0.0516813204563013,0,0,0,0,0,0.254135390560769,0,0,0,0,0,0,0.128893453701575,0,0,-0.142688911071549,0.0355853227702238
X601658.CH.Equity,0,0,0,-6.93889390390723e-18,0.129339180008479,0,0,0,0,0,0,0,0,0.16180211816143,0,0,0,0,0,0,0,0,0,0,0,0,0.191722331661244,0,0.0909869068867521,0,0,0,0,0,0,0,0,0.160135581935733,0,0,0,0,0,0,0,0,0,0,0.415819668569731,0,0.0939762297591271,0
