,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.0210401330778565,0,0,0.178659683098757,0,0,0,0,0,0,0,0,-0.0106138740200562,0,0,0,0,3.46944695195361e-18,0,0,0.0418833568829651,0,0,0.113398239464058,0,0,0,0,0,0,0,-0.165165517254817,0,0.0639779995267243,0,0,0.224541708553217,0,0.0388983563443795,0,0,0.0877068767455825,0,-0.120833398163126,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.108190298946582,0,0.100629587532965,0,0,0.34320936002264,0,-0.032054588437709,0,0,0,0,0,0,0,0,0,0,0,-0.00352252998047635,0,0,0,0,0,0,0,-0.0694138704872481,0.334228291731683,0,0.164867881510202,0.00527317318114044,0,0,0,0,-0.0769847603390254,0,0,0
X601939.CH.EQUITY,0.241320390840979,0,0,0,0.0172185247690155,0,0,0,0,0,0,0,0,0.179862318019368,0,0,0,0,0,0.184837172061883,0.0698683501155726,0,0,0,0,0,0,0,0,0,0,0,0,0.0676686379857947,0,0,0,0,0.0645632530773601,0,0,0.124405265761103,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.350281947059124,0.00152002936973112,0.094700461321604,0,0,0,0,0,0.131139104716398,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.130060245638383,-0.0511426224557067,0,0,0,0.117169328268418,0,0,0.232237364937364,0,0,0,0,0,0.127837034943828,0,0,0
X5.HK.EQUITY,0,-0.200699224876077,0,0.412218615921022,0,0,0,-0.101870743921871,0,0,0,0,0,0,0,0.00556188502677401,0,0.0619187850645297,0,0.117403081241009,0,0.484546738658372,0,-0.236946784698047,0,0,0,0,0,0,0,0,0,0,-0.0330644478202139,0,0,0,0.0369603528487608,0,0,0,0.131723493882999,0,0,0,0,-0.221603920294679,0,-0.162960678642835,0
X601988.CH.EQUITY,0,0,0.0896712845104629,0.218918077785819,0,0,0,0,0.022821582641933,0.189201610800872,0.35893986807351,0,0,0,0,-0.0392155276653545,0,0,0,0,0,0,0.152479079338256,0,0,-0.0978378374729335,0.0286965123188875,0,0,0,0,-0.130621656775086,-0.0324310379976833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132558680779618,0,0.157926533614005
X600036.CH.EQUITY,-0.100094617197108,0.334873451210585,0,0,0,0,0,0,0,0,0,0,0,0.262275252380614,0,0,0,0,0.0762872653800671,0,0.0369294381441252,0.237917357604003,0,0,0,0,-0.0427012847922695,0,0,-0.00932851268230953,0,0,0.230543171619023,0,0,0,0.0253965289464008,0,0,0.0312208674372606,0.0631013886766003,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0996496677147196,0,0,0,0,0,0,0,0,0,0,0,-0.0140818362093003,0.0895234398592796,0,0,0.126033971504732,0.234366305549148,0,0.182657943512152,0.158508946411316,-0.0212203889612582,0.100136559617325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.240197465490302,0,0,0,0,0,0,0,0,0,0,0,-0.0544034598336767
X601628.CH.EQUITY,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.275678341974188,0,0,0,0,0.139095114916619,0,0,0,0,0,0,0,0,0,0,-0.0236330846200265,0.11914179318498,0,0,0,0,0,0.029629867929802,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0837402750354672,0,0,0.117899243766833,0,0,0,0,0,0,0,0,0,0,0.210024331034539,0,0,0,0,0,0,0,0,0,0.0735564602624968,0,0,0,0,0,0.382994351431246,0.212458901853176,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.0332492768182968,0,-0.10672814668294
