,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,2.77555756156289e-17,0,0,-0.138135398977321,0,0,0,0,0,0,0,0,0,0,-0.0961234442205865,0,0.431544745554777,0.689430906984044,-0.129201563501595,0,0.0392734130929102,0,0,0,-0.0831071772847609,0,0.107987031932048,0,0,0,0,0,0,-0.34190680836063,-0.133823905610172,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.189377896779383,0,0,-0.00741122306225324,0,0,0.0192541726885358,0,0,0,0,0,0.17004928607805,0,0,0,0,0,0,0,0,0,0,0.0535633547756495,0,0,0,0,0,0,0.378782041181492,0,0,0,0,0,0,0,0,0,0,0,0,0.253872375469108,0,0
X601939.CH.EQUITY,0,0,0,0.805701257870048,0.0269527080836417,0.00135890722646419,0.0571564715013984,0,0,0,0,0,0,0,0,0.0289376535242047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427244651813878,0,0,0,0.0437004925027438,0,0,0,0,0,0,0.0456800798928044,0,0,0,0,0.00142194204945288,0,0,0
X601288.CH.EQUITY,0,0,0.879737765542576,0,0.0565546217497839,-0.0905709379698802,0,0,0,0,0,0,0,0,0.0133984926572825,0,0.0494938512795329,0.124981465532159,0,0,0,0,0,0,0,0,-0.0886564527679278,0.0187070830623886,0,0,0.0137297159577741,0,0,0,0,0,0,0,0,0,-0.140746868741525,0,0,0,0,0,0,0,0,0,0.00252611979230437,0
X601988.CH.EQUITY,0,4.33680868994202e-19,0,0.0471776024497797,0,-0.0610641603309327,0,0,0,0,0,0,0,0.169378117205852,0,0,0,0,0,0,0,0,-0.00659845498112769,0,0,0,0,0,0,-0.0882795483986365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0752008545069301,0,0,0,-0.122970976823359,0.834749543722459,0,0.111198839679618
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0271894475629135,0,0,0.786278640969745,0.0343199481262202,0,0,-0.0173745144166131,0,0,0,0,0,0.140256660941227,0,0,0,0,0,0,0,0,-0.0736433950727516,0,0,0,0,0,0.0624761453880725,0,0,-0.0358457915902598,-0.0287633462767144,0,0,0.0908293872793308,0,0.0548322399063297,0,0,0.00978580076125183,0,0,0.132311462106184
X600036.CH.EQUITY,0,0,0.346420197743133,0,0,0,0,0,0.00287799323603565,0,0,0,0,0,-2.16840434497101e-19,0.161684961402447,0,0,0,0,0,0,0,0,0,0,0,0.149808791372373,0.00902107543627287,0,0,0,0.260388950786929,0,0,0,0,0,0,0,0,0,0,-0.00781863093413829,0.0704536728256354,0.028417330131137,0,0,0.0591414130010342,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234183390811974,0,0,-0.243909892432374,0,0,0.100277089986824,0.0358244586716498,0.147435433672361,0,0.325597667593009,0,0,0,0,0,0,0,0,0,0.00188002178181868,0.0185302816555539,0.0518354456255676,0,0,0.385271303085583,0,0,0,0,-0.124284521782006,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.120005258117193,0,0,0.213770236863078,0,0,-0.0779882536364791,0,0,0.166294212880781,0,0,0.339092536817686,0,0.133367779342636,0,0,0,0,0,0,0,0.133513874055198,0,0,0,0,0,0,0,-0.235685560593715,0.105124738159782,0,0,0,0,0,0,-0.145225458935949
X388.HK.EQUITY,0,0,0,0,0,0.293759160961505,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0919639804328092,0,0,0,0,0,0,0.152313223063903,0,0,0.187945268667643,0,0,0,0,0,0,0,0,0,0,0,0,-0.217586364420119,0,0,0.218883427533183,0,0,0,0,0,0.138059167319768
