,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.105622923003109,0.479481055701333,-1.38777878078145e-17,0,0,0,0,0,0,0.135520016174174,0,0.170743166148489,0,-0.0114576823699076,0,0.0658869963070512,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332215121343898,0,0,0,0,0,-0.0154369901942928,0,0.0350460691068964
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.074415540554349,0.257721103501685,0,0,0,0,0,0,0.0360219831644353,0.342690788350472,0,0.090030129452451,0.0765375551133696,0,0,0,0,0.0324910668417891,0.0253653637048189,0,0,0,-0.0290891237566285,0,0,0,0,0,0,0,0,0.0789725894042679,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0
X601939.CH.EQUITY,0.117242766475756,0,0,0.453931401525851,0,0.093970817456751,0,0,0,0.0136401784345536,0.0705769706879734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131621184298239,0,-0.007782488345464,0,0,0.0284928095039011,0,0,-5.55111512312578e-17,0,0,0,0,0,0,0,0,0,0,0.0406839107073821,0,0,0,0.0785427296606512
X601288.CH.EQUITY,0,0,0.178226280477627,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225876855022956,0,0,0.2349747432315,0,-0.00723749919163012,0,0,0,0,0,0,0,0,0,0,0,0,0.206886591338974,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.241034451176604,0,0.188166758193316,0,0,0,0.31562796744942,0,0,0,0,0,0,0.183920890226394,-0.192593160273511,0,0,0,0,0,0.0816961434585582,0,0,-0.0591403738797389,0,0,0,0,0.190483034283933,0,0,0,0,0,0,0,0,0,0,0,0,0.184055263306085,-0.0241466834019329,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.138529532739388,0,0,0.122285861446056,0.243859199441146,0.123195870817527,0,0,0,0.0408252451517671,0,0,0,0,0,0,0,0,0,0,0.0114168926765801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139347806510389,0,0,0.115888391717531,0,-0.0477718014508866,0,0,-0.0930604492270394,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0224678252162394,0,0,0,0,0.0373488725546522,-0.0283330359254907,0,0,0,0,0,0.789408134637027,0,0,0,0,0,0.154846826310102,0,0,0,0,0,0,0,0,0,0,0,0.0911074344901935,0.0855472765821953,-0.0732447221703685,0,0.0212510536822018,0,0,0,0.0460682301693322
X1299.HK.EQUITY,0,0,0,0,0.289204494997202,0,0,0,0,0,0,0,0.0406170042817493,0,0,0,0,0.0844655413884839,0,0,0,0,0,0,0,0,0.065057495240928,0,0.152042342028699,0,0.0106606704046039,0.270493124337249,0.0387367211143186,0.0764297273308946,0,0,0,0,0,0,0,0,-0.0936615613412277,-0.0755622058883381,0,0.0493368553817814,0,0,0,0,0
X601628.CH.EQUITY,0,0.132005871297065,0,0.0610437574303449,0,0,0,0,0,0,0,0,0,0,0,0,0.114798958490012,0,0,0,0,0,0,0,0.140403931436201,0,0,0,0,0,0,0,0,0,0,0,0.332008999052387,0.046523996556908,0,0,0.0884694027455358,0,0.0550123745498644,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.238776804842747,0,0.0622076775386089,0,0,0,0,0,0,0,0,0.353615223982259,0,-0.00898504237173508,0,0,0,0,0,0,0,0,0.357433550943242,0,0,0,0,0,0,0,0,0,0.0226355674821083,0,0,0,0,0,0,0,0,0,0.0410295176811916,0,0,-0.0102370851484612,0.107287555930643,0,0,-0.0544425526648602,0
X601166.CH.EQUITY,0.138734849149269,0,0.176707981678164,0,0,0,0.193530722760269,0,0,0,0,0.270263860163988,0,-0.00696017406979146,0,0.0469448505423184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0865140187333309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.075306040601411,0,0.0857321201861036,0,0,0,0.314420484582837,0,0.0379752272385651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360527274595856,0,0,0,0,0,0,0,0,0,0.159403864312091,0,0
X11.HK.EQUITY,0,0,0,0,0.155512095316892,0.125845558131527,0,-0.0787069785533191,0,0,0,0,0,0,0,0,0.263092169441659,0,0,0,0.109683065822841,0,0,0,0,0.231831149235376,0,-0.250411901407033,0,0.377665750330985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155156665350149,0.25436674248215,0.0530459773925545,0,2.16840434497101e-19,0.174794917576298,0
X601319.CH.EQUITY,0,0,0,0,0,0,0.0111069758731981,-0.49804844915834,0,0,0,0.266618478996021,0,0,0,0,0,0,0,0,0.111019592181242,0,0,0.188360268049079,0,0.053114833184633,0.30706937407093,0,0,0,0,0,0,0.0581811991730862,0.33704255198713,0,0,0.2506676600365,0,0,0,0,-0.292281235472867,0,0,0,0,0,0,0,0.218967794318752
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0829945178339705,0,0,-0.261239478702274,0,0,0,0,0,0,0,0,0,0.0250494677312734,0,0,0.333214491088174,0.284704432109371,0,0.177839753581975,0.328552060069446,0,0,0,0,0,0,0,0,0,0,0,0.381842256244765,-0.137092224294386,0,0,0,-0.0136544581277434
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909249176416093,0,0,0,0,0.134197767637389,0,0,0,0.598953104937517,0,0,0,0,0,0,0.039751717226659,0,0,0.0230234542729594,0,0,0,0,0,0,-0.0793145723972102,0
X601601.CH.EQUITY,0,0.0189295983487059,0,0,0,0,0.0378919379957014,0,0.251371422693541,0,0.126668633236665,0,0.0282014609451412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0804378329133563,0,0,0,0,0.129966832974003,0,0,0,0,0,0,0,0,0,0,0,0,-0.000132471504384416,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.354441291909151,0.25946378920596,0,0,0.288588779729968,0.0187088088200124,0,0,0,0,0,0.180424182458011,0,0,0,0,0,0,0,0.0608018575765562,0,0,0.081157112931791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158827111625809,0,0
X2388.HK.EQUITY,0,0,0,0,0,-0.454330391738728,0,0,0,0,0.00705636927453099,0,0,0,0,0,0,0.662891130079898,0,0,0.0171337868158779,0,0,0,0,0.441012808927179,0.0733718179752312,0,-0.0786993824254341,-0.313330927696249,0,0,0,0,0.04663941447522,0,0,0,0,0,0,0,0,-0.0155360451492938,0,0,0,0,0,0,0.0723216128631549
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.039080118167494,0,0,0,0,0,0,0,0.141020768863282,0,0,0,0,0,0.434870793296092,0,0,0,-0.122189663456156,0,0.0857079360762808,0,0,0,0,0,0,0,0,0.095431442030199,0,0,0,0,0,0,0,0,0.100507810193586
X267.HK.EQUITY,0,0,0,0.00539771096511161,0.155581945461544,0,0,-0.216006788581697,0,0,0,0,-0.092471732128202,0,0,0,-0.360375006513863,0,0,0,0,0,0,0,0,0,0,0,0,0.164613662767105,0,0.0832379673055283,0,0.169776704688327,0.215899144299605,0,0,0,0.279067813861271,0,0.134702920034599,0,0,-0.327562476115038,0,0.350104732634263,0,0,0.218697113541101,0,0
X600016.CH.EQUITY,0,0,-3.46944695195361e-18,0.0959827549365217,0,0,0,0,0,0.208048163954696,0,0.140215195491052,0,0,0,0,0.112647964819153,0,0,0,0,0,0,0,0.0872802789956108,0,0,0.060769476927134,0,0,0,0,0,0,0,0,0,0,0.201948898813807,0,0.0687054715931189,0.0200062000495989,0.0674495990424434,0,0,0,0,0,0,0.0272270816828802,0
X601998.CH.EQUITY,0.0435682990763458,0,0,0,0,0,0,0,0,0.540809646997207,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193687431448844,0,0,0,0,0,0.0115506149712116,0,0,0,0,0,0.0158590238505518,0,0,-1.73472347597681e-18,0,0,0,0.275204966696704,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0.0476942618098342,0,0,0,0,0,0,0,0,0,0,0,0.0424997432278522,0.0433367235317536,0,0.123740223458111,0,0,0,0,0.0476164526658263,0,0,0,0,0,0.00347295346970056,0,0,-1.35525271560688e-20,0,0,0,0.0421888606574822,0,0.578705376426096,0,0.0693290021570854,0,0.0372039184849403,0,-0.0791308514294882,0,0,0.114826449985519,0,0.017860484375537,0,0,-0.00436587135611862,0
X000001.CH.EQUITY,0,0.0230444255270659,0,0.0335799426953766,0,0.0665081650075039,0,0,0.139552845068482,0,0,0,0,0,0,0,0.0994215121732039,0,0,0,0,0.0113123163692868,0,0,0,0,0,0,0,0,0,0.15888820189103,0,0,0,0,0,0.0712350492645575,0,0,0,0.165409756220991,0.0371495306570995,0,0,0,0,0,0,0,0
X2007.HK.EQUITY,0,0.051654349785473,0,0,0.151662118293025,0,0,0.120028030585797,0,0,0,0,0.121884445641884,0,-0.22560665659924,0,0,0,0.0731588596646661,0.21031995783392,0,0,0,0,0,0,0.189981949699012,0,0.291068509773804,0,0,0,0,0,0,0.0332244614693163,0,0,0,0,0,0,0,-0.0125535460754119,0.133343653989505,0,0,-0.0812104539021053,0,0,0
X1109.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035660695191176,0,0,0.199450084101183,0.0167809787214265,0.226612170377603,0,0,0,0,0,0,0,0.277436422918454,0,0,-0.0201117440788116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0776622758079141,0,0,0,0,-0.283295356093097
X601818.CH.EQUITY,0,-0.0596366614011071,0,0,0,0,0.216690199153506,0,0,0.143003719915762,0,0,-0.0666983742245789,-0.0176207270853947,0,0.0657237001314588,0,0,0,0,0,0.49220950377462,0,0,0,0,0.193701433757753,0,0,0,0,0,0,0,-0.0254209884809017,0,0,0,0,0,0,0.0696108669185443,0,0,0,0,0,0,-3.46944695195361e-18,0,0
X1113.HK.EQUITY,-0.260108184278374,0,0,0,0,0,-0.0978129903278312,0.172848386283655,0,0,0,0,0,0,0,0.0233150502089901,0,0,0,0.0135524459445283,0,0,0,0,0,0.234649551815857,0,0,0,0,0,0.0011544033125157,0,0,0,0,0,0,0,0,0,0,0,-0.15579385577798,0.0401899518738943,0.443345958767716,0,0,0,0,0
X823.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0886912998833796,0.0136978353937545,0,0.168154172715249,-0.0999599566000533,0,0,0,0,0.0573955964336087,0,0,0,0,0,0.19025297712515,0,0.193308108380794,0,0.135869810032254,0,-0.143648227749875,0,0,0,0,0.0536527800686805,0,0,0,0,0.186758212121041,0,0,0,0.0651795366191195,0,0,0,-0.137804221070297
X12.HK.EQUITY,0,0,0,0,0,0,0,0.246994737645471,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,-0.172085446428334,0,-0.0765223564182479,0,0,0,0,0,0,0,0.394990911293423,0.301372105417891,0,0,0,0,0,0.0434080684887745,0.238871905813335,0,0,0,0,0,0,0,0,0,0,0,-0.353228991858105,0,0.262400565925052
X001979.CH.EQUITY,0,0,0.104466118272485,0,0,0,0,0,0.136335650002586,0,0,0,0,0,0,0.384127263633373,0,0,0,0,0,0,0,0.0254980197566914,0,0.053357082316834,0,0,0,0,0.0663907127153292,0,0,0,0,0,0,0.0262776242847714,0,0.122073997815221,0,0,0,0,0,0,0,0,-0.0689087187470205,0,0
X600048.CH.EQUITY,0,0.113371752136586,0.284315937905011,0,0,0,0,0,0,0,0.0277482281394027,0,0,0,0.0528993332986916,0.0698192693329975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453383379097008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.155060029445992,-0.0248528723743102
X1997.HK.EQUITY,0,0,0,0.219733871837505,0.0477966290563138,0,-0.0771189822731054,0,0,0,0,0,0,0,0.271460439207365,0,0,0,0,0,0,0,0,0,0,0,0.0582744947160052,0,0,0.256939893213731,0.142633387619483,0,0,0,0,0,0,0,0,0,0,0,0,-0.084382398150773,0,0,-0.12466948206055,0.058775922314708,0,0,0
