,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.267224436397581,0.132422175703085,0,0,0,0,0,0,0,0,0,0,0.183228319578343,0,0,0,0,0,0,0,0,0,-0.3110291575163,0,0,0.905507104826194,0,0,-0.186695445918681,0,0,0,0,0,0,0,0,0,0.0213378019373626,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.243202799733625,0,0,-8.67361737988404e-19,0,0,0,0.127126070629031,0.106864167881741,0,0,0,0,0.111292489989043,0,0,0.0402498321349736,0,0,0,0,0,0,0,0,0,0,0,0,0.116064803391967,0.0761011368955284,0,0.265916781117536,0,0,0,0,0,0,0,0,0,0,0,-0.111849164817791
X601939.CH.EQUITY,0.288841621691193,0,0,0,0.115369661802425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160312963904115,0,0,0,-0.124845964209175,0,0,0,0,0.468704204848055,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.554001662042608,0.216754053626469,0,0.422845007993741,0,0,0,0.433919226812398,-0.149353441649807,0.138340046401606,0,0,0,0,0,0,-0.228781702430712,0,0,0,0,0,0,0,-0.609298755579353,0,0,0,0,0,0,0,0,0,0,0,0,0.119647356793981,0,0.161435297016337,0,0,-0.110433258218489,0
X5.HK.EQUITY,-0.0289431828769794,-0.0713900007879851,0,0,0,0.0733620078646377,0,0.00718483068870905,0,0,0,0,0,0,0.0908752242242612,0.0582264089740538,0,0,0,0.844834046017412,0,0,0,-0.19068008708577,0,0,0.0692004313668623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137161672787347,0,0,0,0,0.112807882184508,0,0,0
X601988.CH.EQUITY,-0.293298915384424,0,0,0,0.416302144426724,0,0,0,0,0,0,0,0,0,0,0,0,0,0.649982111339531,0,0,0,-0.0990434414457754,-0.0461895313095193,0,0,0,0,0,-0.446049315892196,0,0,0,0,0,0,0,0,0,0.147206594733948,0,0,0,0,0,0.0978500356161337,0,0,0,0,0
X600036.CH.EQUITY,0,0.279831658811191,-0.0695705665609074,0,-0.0776869327831249,0,0,0,0,0.685917669767728,0,0,0,0,0,0.105810823566871,0,0,0,0,0,0,-0.0732682575003267,0.314159283618696,0,0.128097969272208,0,0,0,0,0,0,0,-0.246633336300083,0,0,0,0,0,0,0,0,0.0060720665233417,0,0,-0.0803316245768588,0,0,0,0,0.0391560072469818
X1299.HK.EQUITY,0,0,0,0,0.278314653329776,0,0,0,0,0,0,-0.0670405103276812,0,0,0,0,0.0211610537801955,0,0,0,0,0,0,0,0,0,0.169102282037161,0,0.101599854070042,0,0,0,0.117236183316115,0,0,0,-0.0139651243334882,0,0,0,0,0,-0.0987295307104267,0,0,0,0,0,0,0,-0.0161556299694718
X601628.CH.EQUITY,0,0.0579862731466454,0,0,0,0,0,0,0,0,0.158470991449842,0,0,0.385763266942613,0,0,0,-0.00786257555859081,0.000159942468286695,-0.0178288911316,0,0,0,0,0,0,0,0,0,0,-0.0662135821509572,0,0,0,0,0.109443443966127,0,0.135925786806528,0.065339307633707,0,0,0,0,0,0,0.0417305103788556,0,0,0,0,-0.10767100435713
X601328.CH.EQUITY,0,0,0.0225243014823649,0.0313440848938323,0,0,0.538331503720553,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144777980130674,0,0,0.249779217122466,0,0,0.226784853316362,0,0,0,0,0,0,0,-0.156526600559028,0,0,0,0,0,-0.0145972008714954,0.109762843382066,0,0,0,-0.144021987328178,0,0,0,-0.0420966399747236,-0.171839636427452
