,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.176370358488124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.080528983300007,0.0549930512948532,0,0.40310815681076,-0.236732663109459,0.233719963984802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590377382495875,-0.0459840963146556
X601318.CH.EQUITY,0,0,0,0,0,0.325918904290651,0,0,0,-0.0623034273342937,0,-1.38777878078145e-17,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0845269043789285,0.0965569990037346,0,0,0,0,0.221131723486317,0,0,0,0,0,0,0,0,0,0,0,0,0.056708036844546,0,0,0.0569379616973694
X601939.CH.EQUITY,0,0.0818957943787348,0,0.802213647459949,0,0,0.00154771463485057,0,0,0.0438369102095886,0,0,-0.0103319818792193,0.0144731905567669,0,0,0,0.0800880088434522,-1.73472347597681e-18,0,0,0,0,0,-1.73472347597681e-18,0,0.0256967011634454,0,0,0,0,0,0,0,0,0,0,0.0686852466081562,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.893099542508846,0,-0.0584569532727337,0,0,0,0,0,0,0,0,0,0,0.00575130124256727,0,0,0.167775708165989,0,0.00871977645966775,-0.0555630434580573,0,0,0,0,0.048849636392707,0,0,0,0,0,0,0,0,0,0,0,0,-0.0515192590098117,-0.112374580609404,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.287395868573947,0,0.132098526370661,0,0,0,0,0,0,0,0,0,0,0.00418959243780651,0,0,0,-0.0411134745592428,0,0,0,0,0,0.0381645726379971,0,0,0,0,0.537575376785203,0,0,0,0,0,0,0,0.0943883225521808,0,0.208323903352298,0,0,0.0475629351512134,0.106516043635471
X600036.CH.EQUITY,0,0,0,0.328859916754126,0,0,0.00603443957582312,0,0.0354580878620281,0,0,0,0,0,0,0,0.172008318115292,0.0120347437229992,0,0.0251103433319435,0,0,0,0,0,0,0.0349672973477582,0.170452763150123,0,0,0.113410841607609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405970533004662,0,0,0,0,0.0420902663331991,0,0
X601988.CH.EQUITY,0,0,0,0.0791678368692786,-0.0287065536597532,0,0,0,-0.0381944829478629,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.0462790780941739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00085019725404582,-0.12030316411951,0,0.991413314628259,0,0,0.0170419742206875
X1299.HK.EQUITY,0,0,0,0,0.0847463627178841,0.05809987314508,0,0,0,0.204123936034877,0,0,0,0,0,0.00404994651251358,0,0,0,0,0,0.31607643989762,0,-0.110432115225232,0,-0.0715014951008954,0,0.109297017511329,0.110048824353968,0,0,0,0,0.127273275022583,0,-1.38777878078145e-17,0.0360511021484056,0,0.104680993509856,0,0,0,0.11514946078925,0,0,-0.0181398566200398,0,0.150704930781825,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0183576615924147,-0.174365555278318,0,0,0,0,0,0,0,0.134916854915519,0,0.448483480915653,0,0,0,0,0,0,0,0,-0.157305008589194,0.111264259626168,-3.46944695195361e-18,-0.0778657544222984,0,0,0.0377528446201956,0.173607979683096,0,0,-0.176285936863474,0,0.0318542503403322,0.0229208186077804,0
X388.HK.EQUITY,0,0,0,0,0.224101684829005,0,0,0,0.0930404538300414,0,0,0,8.67361737988404e-19,0,0,0,0,-0.0788095499965872,0,0,0.059689965999607,0.263539210283686,0,0,0.156968422445982,0,-0.043356557715948,0,0,0,0,0,0,0.204469933282865,0,0,0,0,0,0,-0.000650096899979545,0,0,0,0,0,0,0,0,-0.204588070914826,-8.67361737988404e-19,0.253806589807679
