,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.166989970707784,0,0,0,0,0,-0.19222576688911,0,0,0,0,0,0,0,0,0,0,-0.0220953356312089,0,0,0.384566022987812,-0.0313551215592546,0,0,0,0.430697005375533,0,0,0,0,-0.0693927429334148,0,0,0,-0.0344521080457182,0,-8.67361737988404e-19,0,0,0,0.0233543487876318,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,1.0842021724855e-19,0,0,0,-0.0146774917792577,0,0,0,0,0,0.160958331604827,0,0,0,0.34811241603799,0,0,0,0,0,0,0.0217087560458633,0,0,0,0,0,0,0,0.206065209385994,0,0,0.0809749614686537,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161853656897787
X601939.CH.EQUITY,0,0,0,0.764708943202293,0,0,0,0,0,0,0.116850755295747,0,0,0,0,0.101694459979804,0,0,0,0,0,0.00592012121237841,0,0,0.0111584798452656,0,0,0.068167847782476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.946277078622767,0,-0.0368886895360746,0,0,-0.0324728271256203,0,0,0,0,0,0,0,0,0,0,0,0,0.0788989040381262,0,0,0,0,0.071783689949866,0,0,0,0,0,0.0496911358177334,0,0,0,0,0,0,-0.0587250356465714,-0.00319110640081481,0,-0.0872511257448023,0,0,0,0,0,0,0,0,0,-0.0472689782196671
X601628.CH.EQUITY,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.243171761110248,0,0,0,0,0,0,0,0,0.445580966454185,0,0,0,0,0,0,0,0,-0.0559497809479718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105129902058167,0,0.373783538572978,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.371042193085552,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157717813517616,0,0,0,0,0,0,0,0.160521446347305,0,0,0,0,0,0,0,0,0,0,0,0.0563121874528788,0,0,0,0,0,0,0.0493757719219875,0,0,0,0,0.0296413672203756,0,-0.0116928260132315
X601988.CH.EQUITY,0,0,0,0.0587877741995573,0,0.0230516286226933,0,0,-0.062453623190284,-0.00899907592101885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0706431824216672,0,0,0,0,0,-0.0272449790983239,0,0,0,0,0,0,0,0,0,0,0,0,-0.128473398332253,0,1.00102189255713,0,0,0
X1299.HK.EQUITY,0,0.0325730500918583,0,0,0,0,0,0,0,0.201618943725928,0,0,0,0.18296283067811,0,0,0,0,0,0,0,0,0.31337377373888,0,0,0,0,0,-0.0562913368290719,0,0.0459279200274369,0,0,0,0,0,0.0649385799280544,0.0717802332761265,0,0,0,0,0.163142163492314,6.93889390390723e-18,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0634451993537047,0,0,0,0,0,0,0,0,0.0311255114725487,0,0.531683639983861,-0.109443345664649,0,0,0,0,0,0,0.0556826708047571,0,0.137818259202763,0,0,0,0.185803336408607,0.201741274684213,0.284693667279423,0,0,0,0.33961972988389,0.082954896458801,-0.104006014771004
X388.HK.EQUITY,0,0.212771148777437,0,0,0.170891113240538,0,0,0.0421721540397793,-0.0550457719890937,0,0,0,0,0,0,0,0,-0.0727812645872313,0,0,0.0373169049955676,0,0.178669488517709,0,0.13586505742415,0,0,0,0,0,0,0,0,0,0,0,0,0.232629700037079,0,0,0,0,0,0,-0.145738062163297,0.0918439136450216,0,0,0,-0.0719132377708026,0,0.230236003878609
