,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,-2.77555756156289e-17,0,0.347798122160379,0.0821844322571026,0,0,0,0.128457657753577,0,0,0,0,0,0,0.26322817712842,0,0,0,-0.0310708315437636,0,0,0,0,0.0367099368134727,0,0,0,0.0763813257233155,0,0,0,0,0,0,0,0.0132200952333518,0,0,0,0,0,0,0,0,0,0,0.0199964590731289,0.0358320100105076,0,0,0
X601939.CH.EQUITY,0.0415069455598871,0,0,0.0546051578795465,0,0,0,0,0,0,0,0.0473889753736589,0,0.193013174694878,0,0.405973851988512,0,0,0,0,0,0,0,0,0,0,0,0,0.000817406766454414,0,0,0,0,0.106889006464402,0,0,0,0,0,0,0,0,0,0,0,0,0.136908489943311,0,0,0,0,0
X601318.CH.EQUITY,0.0177545263416957,0,0,0,0,0,0.187283139055509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108891609891059,0,0,0,0,0,0,0,0,0.153821510720285,0,0.104311727383616,0.0181798576683118,0,0,0,0,0.106221727744446,0,0.256308362711705,0,0.0266486857412509,0,0,0,0,0,0,0,0,-0.0351335584690572
X601288.CH.EQUITY,0.376383284429336,0,0,0,0.402375685094124,0,0,0,0,0,0.0636098268899555,0,0,0,0,0.00348013989643574,0.0712590233834638,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360032095586092,0,0,0,0,0,0,0,0,0,0,0,0.000167604270399671,0,0,0,0,0,0,0.0232649565842321,0,0
X601988.CH.EQUITY,0,0,0,0.226754503418167,0,0,0,0,0,0,0.0919389561994332,0,0,0.187698964395115,0,0,0,0,0,0,0.104226069080189,0,0,0,0,0.0232302178703745,0,0,0,0.0954596875640137,0,0,0,0,0.108278356170613,0,0,0.0936974645360047,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.243134099891175,0,0,0,0,0,0,0.275599882939986,0,0,0,0,0.1666482967512,0.721978427541422,-0.401169796743013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362353798634733,0,0,0,0,0,0,-0.143305754461894,-0.199322090993432,-0.00755002820733849
X600036.CH.EQUITY,0.133663682355313,0,0.0815823072193101,0,0,0,0,0.0289210684031454,0,0,0,0.0815634749375826,0,-1.38777878078145e-17,0,0.0724723454321033,0,0,0,0,0,0.18892251702439,0,0,0.0159428664848916,0,0,0,0,0,0.0612343599782343,0,0,0,0,0.170239568763099,0,0,0,0,0,0,0,0,0,0,0.00581178441039481,0,0,0.0214533672775042,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.145634354404896,0.174120068361183,0,0.00300197635958158,0,0,0,0,0,0,0,0.27950009705671,0,0,0.266612556185586,0,0,0.217161215904477,0,0,0,0,0,0,0.143529875852744,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0811135163652267,0,0,0,0,0,0,0.0187969989113246,0,0,0,0.260316029522922,0,0,0,0,0,0,0,0,0.24809211654812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520554082819873,0,0,0.0383836684600007,0,0,0.0940128589824149,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.118556498967333,0,0,0,0,0,0.112478029963063,0,0,0,-0.142168403603413,0,0,0,0,0,0,0,0,0,0,0,0.0825164037090098,0,0,0,0,0.103336453795421,0,-0.385118199429511,0,0,-0.107375919908617,0,0.305874709969384,-0.0776284677883847,-0.0785646112054439,0,0,0,1.23631881310082,0,0,0,0,-0.0555854213074778
