,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0.344019601113911,0,0,0,0,0,0,0,0,0,0.0344788988515968,0,0,0,0,0,0,0,0.0728501695351555,0.0880032567556149,0,0,0,0,0,0,0,0.0753808962425452,0,0,0,0,0,0.0984746782354676,0,0,0,0,-0.0060445797720842,0.0559098824896039,0,0.0382630948897557,0,0,0,0,4.33680868994202e-19,0
X601318.CH.EQUITY,0,0,0.0642271314866256,0,0,0,0,0,0.115816113799477,3.46944695195361e-18,0.0337620410592354,0,0.0547363062705766,0,0,0,0,0.0751922671213667,0,0.143149345679497,0,0.0655805179960447,0,0,0,0,0,0.0832598570434848,0,0,0.0522394956220384,0,0,0,0,0,0,0.145553011488262,0,0,0,0,0,0,0,0,0,0.062142379397105,0,0,0,0.0956840780083575
X601939.CH.EQUITY,0,0,0,0,0.0944291004114381,0,-0.030152601792076,0,0,0,0.0974162928264672,0,0,0,0,0,0,0,0,0,0.00806162780353359,0,0.619537926482638,0,0,0.151637622064759,0,0.0992741019733909,0.0183061459390672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0920535966619184,0,0,0,0,0.206923392781926,0.0983927115237617,0,0,0,0,0.158453770269985,0,0.04897031541787,0,0,0,0,0,0,0,0.259597562020093,0.217450092292824,0,0,0.0307281538428874,0,0,0.0455327036676313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.10081041917694,0,0,0.102406020708352,0,0.451164820314762,0,0,0,-8.67361737988404e-19,0,0,0,0.0271683884469838,0,0,0,0,0,0,0,0,0,0,0,0,0.142121362413423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000898477418839048,0,0,0,0.0351379413708717,0,0,-0.0601728760906075,-0.0534393975442724
X601628.CH.EQUITY,0,0,0,0,0.0953150232050662,0,0,0,0,0,0,0,0,0,-0.182294775363083,0,0,0,0.0152507407442326,0,0,0.0564152942069704,0,-0.0120690538734893,0,0,0,0,0,0,0,0,0,0.641366062421154,0.0360422049046952,0,0,0,0,0,0,0,0,0,0,0,0,0.0749994277755147,0,0,0,0.209740275197162
X1299.HK.EQUITY,0,0,-0.129868407586784,0,0,0,0,0,0,0,3.46944695195361e-18,0.127363115319817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0852164475332447,0,0,0,0.128434210398078,0,0.0392843972966073,0,0,0,0,0,0,0.168347979582371,0,0.0462443516468058,0.278500811406925,0.0912544363762409,0.157486872765546,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.231563458063683,0.711205744664749,0,0,0,0,0,0,0,0.00686727105402147,0,0,0,0.0445776950266995,0,0,0,0.0723739628989725,0,0,0.103663596056366,0,0,0,0,0,0,0.090401506973035,-0.119135120058746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344307907580808
X5.HK.EQUITY,0,0,0,0,0,0.00938999896544735,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131350093234382,0,0,0,0,0.0846641964463249,0,0.176226894472456,0.0153617294599855,0,0,0,0,0,0,0,0,0,0,0,0.337388360601792,0,0,0.162191557813759,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0283439143047523,0.0588444721411161,0,0,0,0,0,0,0.0638487351045826,0,0.151198322417148,0,0.112337319916358,0,0,0,0,0,0,0,0,0.177557131651803,0,0,0,-1.73472347597681e-18,0.38170315972373,0,0,0,0,0.0301667612380123,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.0101523080745352,0,0,0,0,0,-0.00629826749069743
