,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.147039229783801,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121948954459397,0.414564341058835,0.31858307284863,0,0.210998137449995,-0.228370700319773,0,-0.0532946927080675,0,0.00193260751977224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440517679117951,0
X601318.CH.EQUITY,0,0,0,0,0,0.218901535696039,0,0,0,-0.086875327488671,0,0,1.38777878078145e-17,0.000738285012812034,0,0,0,0.0530096641478449,0,0,0,0,0,0,0,0,0,0,0,0.0792018578695615,0.194605295087509,0.0355470526698299,0,0,0,0.225212219226999,0,0.11548357003363,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294907599559251
X601939.CH.EQUITY,0,0,0,0.802137281757425,0,0,0,0,0,0,0.00100357211769994,0,-0.0393902962078836,0,0,0.0418717417268884,0,0.118035976977735,0.0502756159734059,0,0,0,0,0,0,0.0363260192380834,0,0,0,0,0,0,0,0,0,0,0,0.0453301957087875,0,0,0,1.0842021724855e-19,0,0,0,0,0.00492508137171576,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.945278176440204,0,-0.1060839656291,0,0,0,0,0,0,0,0,0,0,0,0.0458629340544291,0,0.0184137301123374,0,0.0421077017452694,0,-0.0312071402356353,0,0,0.0530193974415829,0,0,0,0,0,0,0.0250124320405725,0,0,0.052682379622609,0,0,0,-0.0275100022728968,0,0,-0.0750909160582642,0,0,0,-1.0842021724855e-19,0,0,0,0,0
X601628.CH.EQUITY,0.00585253965141302,0,0,0,0,0,0,0,0,0.324259872657391,0,0.159354873645905,0,0,0,0,0,0,0,0.362705394127852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162611384654467,0,0,0,0,0,0,0,5.42101086242752e-20,0.220058430558232,0,0,0,0.0336313567977102,0.0751916581525927
X600036.CH.EQUITY,0,0,0.323486437282912,0.0828129963683449,0,0,0,0,0.0698248074738057,-0.0088277774419383,0,0,0,0,0,0.0866964016893443,0,0.103731622921945,0,1.73472347597681e-18,0,0,0,0,0,0.0432423815700547,0.0245991196082744,0,0,0,0.104251879055909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,3.46944695195361e-18,0.00988212066923314,-0.140733975780028,0.0589231295299962,0,0.0490851910848399,0,0,0,-0.00989259390257817,0,0.0171684691092525,0,0,0,0,0,0,-0.0332423350247846,0,-0.0133511346707751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105659271825801,0,0,0,0,0,0,1.04046335367267,0.0329065960037846,0
X1299.HK.EQUITY,0,0,0,0,0.0335939913862871,0,0,0,0,0.138457512891966,0,0,0.0830180723188435,0,0,0,0,0,0,0,0,0,0.188529575213791,0,-0.120315636700231,0,0,0,0.0216941648712224,0.256128384350829,0,0.226402325267057,0,0,0,0,0,0,0,0,0.144350345870506,0,0,0,-0.0445144865008572,0,0.143870717344261,0,0.0655075474214859,0,0,0.052541598690122
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141597825291964,0,-0.328771301598762,0,0,0,0,0,0,0.165519818130781,0,0,0.531663130843095,0,0,0,0,0,0,0,0,0,0.0653673564088242,0,0,0,-0.110623103592408,0.0337825592679699,0.134212224495424,0,-0.14217708308524,0,0.0606180182336133,0,0,0
X388.HK.EQUITY,0,0,0,0,0.148851558520912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32952001889544,0,0,0,0,0.202318798572247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154341283131137,0,0,-0.232397638032995,0,0,0.261390167649712
X601658.CH.Equity,0,0.0776287504492952,0.246944512477382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247896149169452,0,-0.132438020997747,0,-0.0797528712251869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0749117589182085,0,0.557206301895335,0,0,0,0,-0.0954020739872835,0,0,0,0,0,0
