,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.279071173722448,0.0524622229470613,0.0798725503124586,0,0,0,0,0,0,0,0,0,0,0.156888911643065,0,0,-0.115652630525594,0,-0.244416501380709,0,0,0,-0.336402019545426,0,0.117081315374852,0,0.774430517395454,-0.0005007648232776,0,-0.0805519613000666,0,0.197053169898871,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.230859048763341,0,0,0,0,0,0,0.157374102781185,0,0.138317734215321,0,0,0.0346088236358141,0,0,0.0267176896086701,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146955663173494,0,0.118425625608209,0,0.2041990545706,0,0,0,0,0,0,0,0,0,0,-0.108138562977464
X601939.CH.EQUITY,-6.93889390390723e-18,0,0,0,0,0,0,0.0290383836547047,0,0.362793577278221,0,0,0,0,0,0,0,0.0861637554673129,0,0,0,0,0,0,0,0,0,0,0,0.105490258024598,0,0,0,-0.322380774595265,-0.302699427384519,0,0,0.200512943409224,0.0631604889557907,0.528454573757419,0,0,0,0,0,0.224213917813634,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.51266025527955,0,0.0411078732047737,0.593211762176543,0,0,0,0.42081979570187,0,0,0,0,0,0,0,0,0,-0.449606714330423,0,0,0,0,0,0,0,-0.707464985375798,0,0,0,0,0,0,-0.0682385544493044,0,0.530149567189718,0,0,0,0,0.173827745527228,0,0,-0.239274606629466,0
X5.HK.EQUITY,-0.0807216954030185,-0.103495289979447,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600028673387497,0,0,0.423268096025275,0,-0.0359003039940726,0,0,0.147662638756671,2.16840434497101e-19,0,0,0,0,0,0,-0.043164445944571,0,-0.0163250498316124,0,0,0,0,-0.154384706882425,0,0,0,0.0736808960451154,0,0,0,0,-0.120318229258242,0,-0.00217113784069532,0
X601988.CH.EQUITY,-0.281484634500421,0,0,0,0.347910603090889,0,0,0,0,0,0,0,0,0,0,0,0,0.17920822247651,0,0,0.654187904870142,-0.0183772698040894,0,0,-0.0349670532600828,0,0,0,0,-0.4809851008726,0,0,0,0,0,0,0,0,0.0802822281413221,0,0,0,0,0,0,0.105086688157869,0,0,0,0,0
X600036.CH.EQUITY,0,0.367571650024207,-0.0817438613684333,0,0,0,0,0,0,0.616435761592558,0,0.0752632956055761,0,0,0,0,0.0145429560813356,0,0,0,0,-0.0844433549764933,0,0,0.24710866075682,0,0,0.104214276445901,0,0,0,0.0428776424157818,0,-0.3476289428466,0,0,0,0,0,0,0,0.112088387432469,0.119756814419568,0,-0.0441228057217137,0,0,0,0,0,0.0762764403997977
X1299.HK.EQUITY,0,0,0,0,0.168640557487362,0,0,0,0,0,0,-0.125801268336321,0,0,0.0508131854896381,0,0,0,0.0152863073289432,0,0,0.148550914222079,0,0,0,0.157599739489111,0,0,0.0575669558325798,0,0.212432348871383,0,0,0.00131565507816225,0,0,0,-0.0239846946302796,6.93889390390723e-18,0,0,0,-0.123827003338813,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0589848486688952,0.00482304097688547,0.0345416799899867,0,0,0,0,0,0,0.0694251162762686,0,0,0.357854519397423,0,0,0,0,0,0,0.0873121242673042,0,0,0,0,0,0,0,0,0,0,-0.0393663656095002,0,0,0,0.070850256837328,0.144747397421852,0,0,0,0,0,0,0,0,0.100501848564811,0,0,0,8.67361737988404e-19,-0.0791181822649262
X601328.CH.EQUITY,0,0,0,0.016541037680751,0,0,0.47881993609166,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0424132631118079,0,0.230562222369965,0.218084858223175,0,0.0777175953016833,0,0,0,0,0,0,-0.268240145599791,0,0,0,0,0,-0.0376210185763064,0,0,0.132078851294969,0,0,0,0,0,-0.0375142934604349,-0.240142744310088
