,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601066.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.0870237220792919,0,0,0.370286172336702,0,0,0,0,0,0.190586535251514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011886910381443,0,0,-0.154824129234248,0.0571827581375992,0,0,0,0,0.13780075212684,0,0.0532979864467229,0,0,0,0,-0.135889650425531,0,0,0,0.0270300645407692,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.129320817020535,0,0,0,0.0186073743593833,0,0,0.21685096638771,0.0154736852764335,0.0279827532173224,0,0,0,0,0,0,0,0.054548133898328,0,0,0,0,0.0443906727568889,0,0,0,0,0,0,0.00534242651825204,0,0,0,0.516256815470639,-0.0679511293773644,0,0,0,0,0.0864810430620096,0,0,0,0,0
X601939.CH.EQUITY,0.236196028288883,0,0,0,0,0,0,0,0.039943387936704,0.0200083165651898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386679307022297,0,0,0,0,0,0,0.0956284441888304,0,0.0134636631292067,-0.0491793267015174,0,0,0.0215198652503569,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.232837817619166,0,0,0,0,0.00875103448442042,0,0.0903056353928021,0,0,0,0,0,0,0,0.121753686621896,0,0,0,0,0.160671595132137,0,0,0,0,0,0,-0.0857664509610982,0,0,0.022506067868414,0,0.0429728606093206,0,0.214419862496635,0,0.118766012639739,0,0,0,0,0,0.0597028706353852,0,0,0
X5.HK.EQUITY,0,-0.243936793828293,0,0.0417973905563579,0,0,0,0.124543449844696,0,0.104430309879441,0,0,0,0,0,0.28540017481235,0,0.211596855470873,0,0.260975516676031,0,0,0,-0.246400651428567,0.380982206983651,0,-0.0186710924846842,0,-0.204685187996154,0,0,0,-0.0543484191743878,0,0,0,0,0,0,0,0,0,0.163592131602495,0.222737617178897,0,-0.024569515940864,0,-0.191000794568265,0,-0.0823328187906173,0
X601988.CH.EQUITY,0.190883106387226,0,0,0.409487202784717,0,0,0,0,0,0.108314819520152,0,0,0.148299829530062,0,0,0,0,0,0.0271020756086404,0,0,0,0,0,0,0,0,0.00884823331063403,0.0219154711756537,0,0,0,0,0,0,0.123914263322835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131438389981431
X600036.CH.EQUITY,0,0.729984626049255,0.0478014794025028,0,0,0,0,0,-0.21652078987334,0,0,0,-0.151663242212623,0,0,0,0,0,0.161708926271496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14281631211295,0,0,0,0.191488953322509,0,0,0.020043117005557,0,-0.0443456928800936,0,0.150840450978374
X1299.HK.EQUITY,0,0,0.00738717452182033,0,0,0,0,0,0,-0.0982989758936081,0,0,0,-0.130463494708299,0,0,0,0.243781079584884,0.0563098356844127,0,0.249858778547513,0,0,0.326546290020018,0,0,0.0850286821771342,0,0,0,0,0,0,0,0,0.0360998350715063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.157959678371216
X601628.CH.EQUITY,0,0.160773724979377,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0032992800837424,0,0.273234028936214,0,0,0,0,0,0.00731734182126226,0,0,0.163856377812441,0,0,0,0,-0.0515694938484337,0,0,0,0,0,0,0,0,0.14036004889448,0,0.0983222509717227,0,0,0,0,0,0,0,0,0.109693514415673,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.284136840146012,0.250747898566726,0,-6.93889390390723e-18,0,0,0,0,0,0.400890855576924,0,0,0,0,0,0,0,0,0,-0.0628310470060708,0,0,0.00705286706764253,0,0,0.377895407245652,0,-0.0737467279930546,0,0,0.325257180216253,0,0,0,0,0,0,-0.117964181582993,-0.192798878696986,0,0,0,-0.0352523551576968,0,0,0
