,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.182877327602429,0.239949570678096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0430038517171561,0,0.074094811802972,-0.416532745914604,0,0,0,0,0.685900428597012,0.133335852022096,0,-0.210520052631913,-0.0233439375025645,0,0.168811956452488,-0.035308476864251,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.140124130057525,0,0.00795771652784499,0.00448824751704071,0,0,0,0,0.0485961447977009,0,0,0.168088512737049,0,0,0,0,0.0581072691151573,0,0,0,0,0,0.0636227931601769,0,0,0,0,0,0,0,0,0,0,0.575912705555721,0.0365685819555238,-0.0759017875356732,0,0,0,0,0,0,-0.0308534937931486,0,-0.0398050652965045
X601939.CH.EQUITY,0.230522868857713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125041767095906,0,0,0,0,0,0,0,0,0.0470437615901004,0,0,-0.00548283100338215,0,0.374466987384548,0,0,0,0,-0.0182068074725539,0,0.0732298044763128,0,0,0,0,0.043837416689287,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.247207352233249,0,0,0.0265067600766503,-8.67361737988404e-19,0,0,0.0943815762094845,0,0,0,0,0,0,0.132480162251936,0,0,-0.0356157482782188,0,0,0,0,0.10791443066608,0,0,0,0,0,-0.076333075707076,0,0.0108645778861635,0,0,0,0.200477559120571,0,0,0,0.202229761673776,0,0,0,0,0.0924132107231094,0,-0.0333203860006179
X5.HK.EQUITY,-0.187029599690671,-0.0909502150417719,0,0.103499149376076,0,0,0,0,0,0,0,0,0,0,0.250328778317464,0,0.335247326992902,0,0,0,0,0.163458293387915,0,0,0.292713491038896,-0.0418513666340991,0,0,-0.184212707947516,0,0,0,0,-0.170344011998569,0,0,0,0,0,0,0.230812323921005,-0.181402496683635,0.0257451670750484,0,0,-0.00845316173040158,0,0,-0.117004533699645,-0.0359979642531714,0
X601988.CH.EQUITY,0.238720125402844,0,0,0.572962189290653,0,0,0,0,0,0,0.119121150519962,0,0.141780097560386,0,-0.0657397594063023,0,0.0832012881310614,0,0.00914607297136485,0,0.0177471578229142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0374312141363265
X600036.CH.EQUITY,0,0.719206239776384,0.04334793586082,0,0,0,0,0,-0.173277353369568,0,0,0,-0.0980166679937939,0,0,0,0,0,0.121908430579104,0,0,0,0,0,0,0.0194213368628821,0,0,0.0469823064247151,0,0.0888943198501945,0,0,0,0,0,0,0,0,0,0.251485886990984,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296663878735273,-0.0971938842486286,0.0243623345920719,0.145025855307787,0,0,0.141492564961607,0,-3.46944695195361e-18,0.235116652206149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0621337710048089
X601628.CH.EQUITY,0,0.104246466067269,0,0.121473188854708,1.73472347597681e-18,0,0,0,0,0,0,0,0.00389420647858914,0.240393848147434,0,0,0,0.0329554585655822,0,0,0,0,0.105336242164825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153910465894169,0,0.116547561225692,0,0,0,0,0,0,0,0,0,0,-0.0170934588015866
X601328.CH.EQUITY,0,0.085702330807959,0.0994326088311402,0.366857558907799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00886959614021665,0.0450302432494955,0,0,0.0858429444809987,0,0,0,0.134526765539184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234719957413825,0,0,0,0,0,0,-0.0230546765033385,-0.187625414974174
