,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601066.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X1997.HK.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600918.CH.Equity,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.195147568145231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00759683278646507,0,0.107348629104414,0,0,0,0.364182876341125,0,0,0,0,0,0,0,0,0,0,0,-0.118525530203128,0.144803359168395,0,0.0442676612252532,0,-0.0977076541279763,-0.121147581940866
X601939.CH.EQUITY,0.150073654406127,0,0,0.251222353679065,0,0,0,0,0,0,0,0,0,0.242531523709291,-0.0726817465210796,0,0,0,0,0,-0.0677692145156035,0.0316908575086497,0,0,0,0.343498650924589,0,0,0,0,-0.0846788585951032,0,0,0,0,0,0,0,-0.0479950675866212,0,0,0,-0.0549604723872638,0,0,0,0,0,0.153491822553623,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.277829168879827,0.100058708244313,0,0,0,0,0,0,0.0119922849410505,0,0,0,0,0,4.33680868994202e-19,0.0279936027865702,0,0,0,0,0.131345281676351,0,0,0,0,0,0,0,0,0,0,0.168482653854867,0,0,0,0.0867557945856989,0,0,0.0406623963542323,0,0,0,0,0,0,0,-0.0357322950553117,0
X601288.CH.EQUITY,0,0.244942056460014,0.0479775383863528,0,0.388666836438399,0,0,0,0,0,0.149372030942632,0,0.110969347985601,0,0,0,0.0751117521749622,0,0,0,0,0.0210201794177715,0,0,0,0,0,0,0,0.0333543019691259,0,0,-0.0533345814665821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0353431071461916,-0.0694136258318263,0,0
X601988.CH.EQUITY,0,0,0,0.380925532173361,0,0,0.0234242894544871,0,0,0.303478050669484,0,0,0,0,0,0.31171828885826,0,0,0.0279937428699018,0.0929499492439448,0,0.14063193354985,0,-0.0627915141601838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.466343603787779,0,0,0,0.0465620418241274,0,0,0,0,0,0,0,0,0.344372269842935
X600036.CH.EQUITY,0,0.157854697979479,0.0170430090177844,0,0,0,0,0.0278606832436332,0,0,0,0,0.0638647559585548,0,0,0,0,0,0.0990218979748762,0,0,0,0,0,0.235898047107625,0,0,0,0,0,0,0,0,0.377412164876665,0,0,0,0,0,0,0.0676618605075464,0,0,0,0,0,0,0.079294840455184,-4.33680868994202e-19,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0208198604985034,0,0.120935025192079,0,0,0.0765977513879229,0,6.93889390390723e-18,0.293967218406804,0,0,0,0,0,0,0.0257859478273496,0,0,0,0,0,0,0.0325718832675948,0,0,0,0,0,6.93889390390723e-18,0,0,0.340556457120709,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,-0.00300015891000602,0,0,0,0,0.208435899934785,0,0,0,0,0,-0.156232817159952,0,0,0,0,0.168384965331846,0,0,0,0,0,0.195398244004859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0646426996174655,0,-0.0215384611798808,0,0,0,0,0,0.253325182145733,0,-0.0767303336072486,0.0589376747935421
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.132833805445335,0,-0.135325213316055,0,-0.0101557159685864,0,0,0,-0.395458528134153,0.807364362198001,0,0,0.574298230576194,0,0,0.195024037713288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109315882056081,0,0,0,0,0,0
X601658.CH.Equity,0,0.0263312438508757,0,0.0388838928939983,0.0963605929785047,0,0,0,0,0,0,-0.0345862507835487,0,0.0548587135932003,0,0,0,0,0.140857107093182,0.233542708628577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333191735497171,0,0.134106566256136,-0.159237083871041,6.93889390390723e-18,0,-0.134201271518755,0,0,0,0,0,0,0,0,0
