,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601066.CH.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0332706944540509,0,0,0,0,0,0,0,0,0,0,0,0,0.510071515967402,0.763771383441151,0.0107391111630859,0,0,0,-0.110898608900792,0.217204444971322,-0.22826898847559,0,0,0,0,-0.322246729097621,0,0,0,-0.0454930254698859,0,-0.0608849273815798,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.185460161934695,0,0,0,0,0,0,0,0,0,0,0,0.053379691462909,0,0.0938835185406747,0,0,0,0,0,0,0,0.0199670843520717,0,0,0.00417799144790259,0.0692576259016527,0,0,0,0,0.233639629666095,0,0,0,0,0,0,0,0,0,0.0758261518541569,0,0,0.217270005576789,0,0.105584048938877
X601939.CH.EQUITY,0,0,0,0.825116430720177,0,0,0,0,0,0.0217413498460031,0,-0.0458016971683729,0,0,0,0,0.0737567317832973,0,0,0.0611287818588358,0,0.00894579923190373,0,0,0,0,0.0625617126834577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501451927568203,0.0301237890470625,0,0
X601288.CH.EQUITY,0,0,0.88579753389405,0,-0.100111937501442,0,0,0,0,0,0,0,0,0,0.0159695392485493,0,0,0,0,0.158835381043056,0,0,0,0,-0.038681965330402,0,0.0642990141189621,0,0,0,0,0,0,0,0,0,0,0,0.0171044782334003,-0.107220133907723,0,0,0,0,0,0,0,0,0,0,0.0243916195122754,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,-0.026963132720999,0.055557078483883,0,0,0.389819673445142,0,0,0,3.46944695195361e-18,0,0,0,0,0.123622461241995,-0.0369105834663414,0,0,-0.00754112911397806,0,0,0,0,0,0,0,0,0.469768423741135,-0.147171825234946,0,0,0,0,0,0,0,0,0.0585727778810674,0.114125890559899,0,0,0,0,0,0.0996110028841369
X600036.CH.EQUITY,0,0,0.408401353407487,0,0,0,0,0,0.0248237334938604,-0.00642764897880453,0,0,0,0,0,0,0.106566054244801,0,0.00488327421990674,0,0.0126828557303321,0,0,0,0,0,0.192378334468958,0,0,0.123021543815319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,-0.145293209645267,0.0820725612631113,0,0.0280381099108811,0,0,0,0,-0.000841176464206769,0.0384042353883561,0,0,0,0,0,0,-0.0746314390778227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10715133615831,0,0,0.0110066855954497,0,0,0,0,0,0,1.01553388175082,0.0368351923172629,0
X1299.HK.EQUITY,0,0,0,0,0.255747450439935,0,0,0,0,0.182278280458868,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.235158085134685,0.0746583503931044,0,0.39516735489054,0.187530751026446,0,0,0.182148013625941,0.11088055449589,0,0,0,0,0,0,0,0,0,0,0,-0.0965775202268888,0.105165833362554,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259943126431437,0,0,-0.198460063667413,0,0,0,0,0.0493580601172964,0,0,0.421146540056909,0.279315982998469,0,0,0,0,0,0,0,-0.175149334321857,0,0,0,0.10140629206902,0,0,0,0,0,0,-0.144749392336647,0,0,0,0,0,-0.0920155703774422
X388.HK.EQUITY,0,0,0,0,0.282965396710932,0,0,0,0,0,0,0,0,0,0,0,0,-0.191100601196158,0,0,0,0,0.151135475147114,0,0.202672051384153,0,0,-1.38777878078145e-17,0,0,0.122656560173433,0,0,0,0,0,0,0,0,0,0,0,-0.141121491592706,0,0.172388606486155,0.0478230108379975,0,0,0,0,0,0.163082720135358
