,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.420985211374896,0,0,0.366114649470205,0,0,0,0.220087855533721,0,0,0,0,-0.0605381821389974,0,-0.0784191659292404,0.0576019358998475,0,-0.00487536184187764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221160220487945,0,0,0,0,0,0,0,0,0,-0.0924662037285468,0,-0.024464490686582,-0.258874708252473,0,-0.041498077774033
X601318.CH.EQUITY,0,0,0,0,0,0,0.135464837153106,0.0870001564501401,0.068122187299834,0,0.0955231625400142,0,0,0.119709396596294,0,0,0.232189210052369,0,0,-0.202141133541442,0,0,0.0651108475907191,0,0,0,0,0,0,0,0,0,0,0.00618571880713898,0,2.16840434497101e-19,0,0,0,0.344809122124805,-0.0449130792346859,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.140084262907382,0,0,0,0,0,0,0,0,0.0767601791837279,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.132704777395336,0,0,0,0,0.417365473165265,0,0,0,0,0,0,0,0.0609208944630364,0.0873651540408939,0,0,0,0.01530620707554,0,0,0,0,0.00932000366511527,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0585755735062751,0.0453023289587004,0,0,0,0.0907951894172052,0,0,0,0.0961664118326926,0,0,0,0,0,0,0,0,0,0,0.0933435962749953,0,0,0,0,0.0615236623298576,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174519025768163,0,0,0,0.288465277928568,0,0,0,0.00796397517058829,0,0,0
X5.HK.EQUITY,0,-0.0947234243379854,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164698500241857,0,0.0257733278996527,0.161379790228118,0,0,0,0.586704436550962,0,0,0,0,-0.100522667083995,-0.190785059520622,0,0,0,-0.00514109587266129,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0526988126187686,0,0,0,0,0,-0.204274633162357,0,-0.141077674138197,0
X601988.CH.EQUITY,0.22334909479588,0,0,0.371552983922115,0,0,0,0,0,0.0834927800851711,0.138217865220138,-0.0495296966379395,0,0,0,0,-0.0263978439517913,0,0,0,0,0,0,0,0,0,0.165829197111753,0,0,0,0,-4.33680868994202e-19,0,0.0291114726669061,0,0,0,0.00725975391778987,0,0.048339689849349,0,0,0,0,0,0.019892842593681,0,0,0,-0.0593767836094869,0.115185527345408
X600036.CH.EQUITY,-0.00301972515122621,0.364201237313574,0,0,0,0,0,0,0,0,0,0.171882323085542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0844568090446852,0.080122614667489,0,0.0203055375023435,-0.13318044215253,0,0,0,0,0.209133072988132,0,0,0,0,0,0,0,0,0,-0.184241016556559,0
X1299.HK.EQUITY,0,0.0232683774234517,0,0,0,0,0,0,0,0,0,0,0,-0.0835463344676752,0,0,0,0.296925760141096,0,0.145246355547912,0.303001791802603,0,0,0.215693472033098,0,0,0,0.038771292620058,0,0,0,0,0,0,0,0,0,0,-0.126637929376227,0,0,0,0,0,0,0,0,0,0,0,-0.188125468273336
X601628.CH.EQUITY,0,0.19404044754429,0,0,0,0,0,0,0,0,0.0305650822654007,0,0,0,0,0,0.207021985893588,0,0,0,0.0449348549914854,0,0,0.141327577237761,0,0,0,0,-0.0356839631398376,0,0,0,0,0,0,0,0,0.165257640560858,0,0.145755951229412,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.041127088003285,0,0.0760705187206425,0.102473715755052,0,0.226461303939303,0,0,0,0,0,0,0,0,0,0,0,0,0.0758099981768291,0,0,0.190412513710182,0,0,0.0583926201304193,0,0,0.0245949804565223,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103225008442674,0,0.0225516452456767,0.0957661994584814,0,0.104666318584688,0,0,-0.0175738686054686,0
