,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.34318317524752,0,0.329094270790207,0,2.77555756156289e-17,0,0,0,0,0.0394698063357444,0,0,0,0,0,0,0,0,0,0,0.0190337224780652,0,-0.0557164430240161,0,0,0,0,0,0,0.0272748061436569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029052674591502,0,0.109362200145546,0,-0.126814663618421,0
X601939.CH.EQUITY,0.511162710062855,0,0,0.105241793647375,0,0,-0.113818282247856,0,0,0,0.018152011577549,0,0.375730363414773,0,-0.00998163399365509,0,0,0,0,0,0,-0.151192574241834,0,0,-0.000511402415780481,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101770367493202,0,0,0,0.00525042292069932
X601318.CH.EQUITY,0,0,0,0,0.22293029084622,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.047251481686904,0,0,0,0,0,0,0.196567441164418,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.239102325383929,0,0,0,0,0.212081920345115,0,0,0,0,0,0,0.0760830145673651,0,0
X601288.CH.EQUITY,0.500914979041759,0,0,0,0.198576488602653,0,0,0,0,0,0,0,0.0745796476975374,0,0,0,0,0,0,0.012779539079071,0.116977218626455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050220994949167,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.541967129514837,0,0,0,0,0,0.259380344171205,0,0,0,0,0,0.257878103395257,0,0.0171946879787187,0,0,0,0,0,0,0,0,0.0933505488385515,0,0,0,0,0,0,0,0,0,-0.379199046704069,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.202992737438026
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.300686705191929,0,0,0,0,0,0.0724604689350727,0,0,0,0,0,0.00853626591015676,0,0,0,0,0,0.0441994807917676,0.186446478193822,0,0.0788253616536151,0,0,0,0,0.00294248937629493,0,0,0,0.180418140618874,0,0,0,0,0.111096686992425,0,0.0165711700927363,0,0,0
X1299.HK.EQUITY,0.0764877791254699,0,0,0,0,0,0,0,0.135198688678715,0,0,0,0.101686688932483,0,0,0,0,0,0,0,0,0,0.0102396971040899,0,0,0,0,0.226861848858833,0,0,0,0,0,0,0,0.176028746842172,0,0,0,0,0,0,0.0714892562617151,0,0,0,0.107194495244567,0,0,0,0,0
X5.HK.EQUITY,0,-0.0543462293462013,0,-0.124687635369923,0,0,0,0,0,0,0,0,0,0,-0.00835969860195428,0,0,0,0,0,0,0,-0.593871248632855,1.03799788866954,0,0,0,0,0.491187613264282,0,0,0,0,0,0,0,0,0,0.421928016869037,0,0,0,0,-0.103966895240482,0,0,0,0,0,0,-0.0731185392303806,0
X601628.CH.EQUITY,0.0750459298238083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171673315773612,0,0,0,0.0369469475903442,0,0,0,0,0,0.181014180875359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169430094454701,0,0,0.0173311860803457,0,0.0869574958993981,0.0498652984203531,0,-0.0737306589773112,0.0146892451403043
X601658.CH.Equity,0,0,0,0.0690371194343312,0.0713130451811118,0,0,0,0,0,0,0,0.254137078598281,-0.039009324118267,0,0,0,0,0,0,0.0156594437217037,0,0,0,0,0,0.210734170352671,0.121742545118042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361966328064016,0,0,0,0
