,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.123502671065877,0.228360990031108,0,0.0518202401801441,0.0178765538631593,0,0,0,0,0,0,0,0,0,0,0,0.352851099555039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115276184070473,0,0.0564388204229051,0,-2.16840434497101e-19,0,0,0.115556393837582,0.0553678791831544,0,0
X601318.CH.EQUITY,0,0,0,0,0.0481373016162188,0,0,0,0.130480491934466,0,0.112413219262366,0,0,0.0966672240839735,0,0,0,0,0.0862197585270219,0,0.279517881697506,0,0,0,0,0,0,0.0802511355645663,0,0,0,0,0,0,0,0.0535905682765686,0,0,0,0,0,0,0,0,0,0.0385709318926128,0,0,0,0,0,0.0881292631534729
X601939.CH.EQUITY,0.0455621880693391,0,0,0.42086677714866,0,0,0,0.017020109745423,0,0,0.181257297307834,0,0,0,0.0344618347722484,0,0,0,0,0.0612406595365241,-0.0953866592379916,0,0,0.156161108129652,0.313608595853131,0,-0.0760079836096781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0903896223123451,0,0,0,0,0,0,0,0,0,0.0296984226471512
X601288.CH.EQUITY,0.180640360359441,0,0.0427026446127663,0,0,0.0900011597690175,-0.0679031048100748,0.308592672128968,0.0707335286370271,0,0,0,0,0,0,0.126163176405145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157287980818817,0,0,0,0,-0.115222979910562,0
X600036.CH.EQUITY,0,0.117037017101576,0,0,0,0.0802990723813648,0.0735876956693219,0.128335738671791,0,0,0,0,0,0.167029903078579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342879213568876,0.0754593444830002,0,0,0,0,0,0,0,0,0,0,0.126272370626569,0,0,0,0,0,0,0,0,0,0,0.0420532502504287
X601628.CH.EQUITY,0.0025397254924496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143184566446089,0,0,0,0.107564316239449,0,0,0,0,0,0,-0.0797970736067221,0.0287330305661226,0,0,0.212927370408665,0,0.0770297979305985,0,0.506142471078026,0,0,0,-0.0203925611539405,0.0721700921585283,0,0,0,0,0,0,0,0,0,0.0737816794445218
X1299.HK.EQUITY,0,0,-0.208273122349815,0,0,0,0,0,0,0.143703139775715,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.010555424611668,0.0504471978577022,0,0.0261852414049747,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.225365418028868,0.300327203087155,0.0407752777356347,0.170865130344848,0.129030656550131,0,0,0,0,0,0.0973432935756477,0
X601988.CH.EQUITY,0.165276076605059,0.11789373352445,0.0241636261818113,0.0688597725672633,0.336005100259163,0,0,0,0,0,0,0,0,0,0,0.160057770832558,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.078251945473294,0,0,0,0.0339206049561399,-0.131189293233495,0,0,0.179985393452555,0,0,-0.0501003370351821,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.00583133660377036,0,0,0,0,0,0,0,0,0,0,0,0.0928234142344876,0.0324877161388995,0,0,0,0,1.73472347597681e-18,0,0.00436317102688327,0.100045185119942,0,0,0,0.0204940506474502,0,0,0,0,0,0,0,0,0,0,0,0.454984963757012,0,0,0.231295349575335,0,0.160566924355584,0,0,0,0,0,0,0.00791847769787701,0
X388.HK.EQUITY,0,0,-0.217100199985648,0,0,0,0.190225982406517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391165127771704,0,0,0,0,0,0,0,0,0,0,0.0695783667756306,0,0,0,0,0,0,0.170545317464646,0,0.0760312787772469,0,0,0.131298457098513,0,0,0,0,0,-0.0553677638534704,0
X601658.CH.Equity,0.188506255390207,0,0,0,0.192975217914343,0,0,0,0,-0.0478135380832679,0,0.336356501847756,0,0,0,0,-0.0169707176424813,0,0,0,0,0,0,0,0,0,0,0,0,0.149032930214952,0.109787948408499,0,0,0,0,0,0,0,-0.0972897421342581,0,0,0,0,0,0,-0.0627999250694323,0,0.0784457596109582,0,0,0,0
X601166.CH.EQUITY,0,0,0.0653634203725767,0,0.0434646804445154,0,0,0,0,0,0.0271167385533352,0,0,0.168740316045318,0.095109587812784,0,0,0.0606454096719405,0,0,0,0,0,0,0,0,0,0,0.20556333358606,0,0.430008371083018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0296628813010232,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0787528067286995,0,0,0,0,-0.011630891218676,0,0.458788289383707,0,0,0,0.217812196978885,0.0149738504793008,0,0,0,0,0,0,0,0,0,0,0.0795511285025143,0,0.013167459741155,0,0,0.153498062323549,0,0,0,0,0.145742437487168,0,0,0,0,0,0,0,0,-0.136145346371651
X000001.CH.EQUITY,0,0,0,0,0.638955626431845,0.0539076901046979,0,0.0730929049963182,0,0.0996857942259238,0,0,0.0442396966490946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24271522926746,0.12763645069242,0,0,-0.141064212981366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324510774458537,0,0,0
X000002.CH.EQUITY,0,0,0.165468190743256,0.00771982631999683,0,-0.425282295295837,-0.106736252201037,0,0.206262460646829,0.0615952254675599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134096435161445,0,0,0.0551025013881649,0,0,0,0.187786786353477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.0422123645573761,0,0,0.153036904989073,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0030886673748503,0.530796675671662,0,0,0,0,0,0.0140908386448632,0,0,0,0,0,0,0,0,0,0,0,0,0.16918734119295,0,0,0,0,0,0,0,0.0841239216356617,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0.0112603695224294,0,0,0,0.0422509823001275,0,0,0,0,0,0.75668374794395,0,0.116461638342426,-0.0484920188176269,0,0,0,0,-0.124389103034482,0,0,0,0,0.0771612842485571,0,0,0,0,0,0,0.000785262024235973,0,0,0,0,-0.00264703558900425,0,0.151891470646641,0,0,0,0,0,0,0.00208020046697065,-0.0334366588173202,0,0,0,0
X601601.CH.EQUITY,0,0.28458430441199,0,0.151453390366279,0,0.18580945556527,0,0,0,-0.113007620567689,0,0.132847874885683,0,0.0940762265921405,0.014797306874575,0,0,0,0,0,0.248365054198363,0,0,0,0,0,0,-0.103685796993585,0.0214414973072632,0.0197934807164927,0,0,0,0,0,0,0.0380986707048661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0847505813188417
X600000.CH.EQUITY,0,0.220643086624503,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395670053512964,0,0,0,0,0,0,0.0461492937863103,0.0133065952208152,0,0,0,0,0,0.00919469787055197,0.0211266274707373,0,0,0,0,0,0,0,0,0,0.0558806558458612,0,0,0,0.0600510316577664,0,0.0262460081467969,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0.108135648297302,-0.00435297134460421,0,0,0.0206574723690073,0,0,0,0,-0.0831353366549833,0.129228378341936,0,0,0,0,0,0,0,0,0.00914245444270455,0.133920018914583,0,0,0,-0.0924123881743416,0,0.106816437874836,0,0,0,0,0,0,0,0,0.339665715149922,0,0,0.270661333447148,-0.633953120583806,0,0,-0.0658806170714248,0,0,-3.3881317890172e-21,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0120028978704056,0.314830714399959,0,0.0295243059464603,0,0.0345587736850229,0,0,0,0,0,0,0,-0.0193585638997983,0,0,0,0.22608820815462,0.134644170396654,0,0,0,0,0,0.19187258925623,0,0,0,-0.0617574186863134,0,0,0,0,0,0,-0.0641152454564842,0,0,0,-0.0581873011505447
X300059.CH.EQUITY,0,0.00422881370953583,0,0,0,0.082601110168107,0,0,0,0.0692986636004205,0,0,0.0476492299915335,0,0,-0.0588074647326312,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128256920405252,0,0,0,0,0,0,-0.0862959058939987,0.0895658026129803,0,0.209135357870889,0,0,0,0,0.382100970030478,0,0
X2388.HK.EQUITY,0.066205657569755,0,0,0,-0.0733868204562462,0,0,0,0.0977979174999485,0,0,0.0132013020362206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0838927695779254,0,0,0,0.403680667608362,0.073108299278544,0,0,0,0.0884938093274201,-0.221755463045755,0,0,0,0.0482312854215663,0.19687657326645,0,0,0,0.101294981283479,0,0,0,0,0,-0.0527543165154059
X601998.CH.EQUITY,8.67361737988404e-19,0,0,0.2601984815902,0,0,0,0,0,0,0,0,0,0,0,0,0.211448797563344,0,0.127889194524139,0,0,0,0,0,0.0628762946957921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0998699780224212,0,0,0,0.209927568128335,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.149511482233228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153106459031677,0,0,0,0,0,0,0,0,0.0706024866639572,0.173302078902924,0,0,0,0.727027890034275,0,0,0,0,0,0,0,0,-0.362847877432129,0,0,0.265845425196749,0,0,0,0,-0.119448914931955,0
X1109.HK.EQUITY,0,0,0,0,0,0,0,0.0462024207631157,0,0,0,0,0,0,-0.0945021815743735,0,0,0.0827111117252059,0,0.130757429311652,0,0,0,0,0,0,0,0,0.043747768673464,0,0,0.32229968270533,0,0,0,0,0,0,0,0,0,0,0,0.123799382437188,0,0,0,0,0,0,-0.0763805734360299,0
X11.HK.EQUITY,0,0,0,0.0669275850961885,0,0,0.048340591537858,0.0243752598868932,0.25572629697571,0.0267479476281574,-0.154780435971257,0,0,0,0,0,0,0,0,0,0,0,0.415481267143173,0,0,0.0322416862827998,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.245208840442015,0,0,0,0,0,0.0265071409250212,0,0,0,0,0,0,0,-0.0925071740475422,0.0404493953661532,0
X2007.HK.EQUITY,0,0,0,0,0,0,0,0.084332385130142,0.0204522604269737,0,0,0,0,0,0,-0.524986011025834,0,0,0,0,0,0,0.0675724095482872,0,0,0,0,0,0,0.0796811252241574,0,0.250276219123936,0,0,0,0.379338386320602,0,0,0,0,0,0,0,-0.0819249886172679,0,0.293196547516575,0,0,0,-0.0314176043066783,0,0.112253790837276
X002142.CH.EQUITY,0,0,0,-0.0860671167484886,0.411342315544798,0,-0.25250739867116,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.00756249059127527,0.0702612025200048,0,0,0.0459226654574776,0,0,0,0,0,0,0,0,0.0550362229137996,0,0,0,0,0,0.248476663550359,0,0,0.143128992281535,0,0,0,0,0,0.0379380846395071,0,0,0,0,0.076326664919327,0
X600048.CH.EQUITY,0,0,0,0,0,0,0,0.223067810851884,0,0.177109046002441,0,0,0,0,0.389718820368802,0,-0.166662868072344,0,0,0,0,0,0,0,0,0,0,0.107679519563665,0.185988457148618,0,0,0,0,-0.00267255745827357,0,0.23330994316156,0,0,0,0,0,0.0159934177918569,0,0.0879787327656933,0,0.04442559962392,0,0,0,0,0,-0.182638657086602
X601818.CH.EQUITY,-3.46944695195361e-18,0.0961690768726453,0,0,0,0,0,0,0,0.019198434494617,0.229778628584261,0.266296851750099,0,0,0,0,0,0,0,0,0,0,0.00795106225300323,0,0.136168908388952,0,0,0,0,0,0,0,0,0.0545110060994791,0,0,0,0,0,0.0911486511945516,0,0,0,-0.0360114357516651,0,0.0447194882643005,0.114938675709673,0,0.0614757424497906,0,-0.0306193538296325,0
X688.HK.EQUITY,0,-0.292922685550037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3460505040187,0,0,0,0,-0.172229634458489,0.494964017242481,0,0.273800143114485,0.115584641767712,0,0,0,0,0,0.203270430066388,0,0,0,0,0,0,0,-0.150782310192376,-0.0989403443178635,0,0,0,0.166155665500711,0,0,3.46944695195361e-18,-0.03318364673391
X600999.CH.EQUITY,0,0,0,0,0,0.19543890006276,0,0,0,0.137787892360092,0,0,0.325122297454433,0,0,0,0.0334811847108329,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060171042923385,0,0,0,0,0.0427300440014222,0,0.0431765588431074,-0.100802156009717,0,0.255608870401356,0,0
X601688.CH.EQUITY,0,0,0,0,-0.0852986135953886,0,0,0,0,0,0,0,0.212803911414849,0,0,0,0.0436744410594166,0,0,0,0,0,0,0,0.321932697943772,0,0,0,0,0,0,0,0,0,0,0,0.117665776676398,0.349511455984755,0,0,0,0,0,0,0,0,0,-0.0278789009401016,0,0,0,0
X600837.CH.EQUITY,0,0.0648962498883987,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176574580299751,0,0.0122233573385174,0,0,0,0.161793987112436,0,0,0,-0.0295979210325586,0,0,0,0,0,0,0.159045342686917,0.163851182612145,0,0,0.0975510051224315,0,0,0,0,0,0.041519428534693,0,0,0,0.0136660462203574,0,0,0,0,3.46944695195361e-18
