,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0142396715344826,0.26762244282507,0,0,0,0,0,0,0.343003586212656,-0.312899500315939,0,0,0,0,0,0,-0.25793856752667,0,-0.00543181585731556,0,0,0,0,0,0,0,0.859544888937352,0,0,0,0,-0.0179333752904327,0,0,0,0,0,-0.0165730161158172,0.0297458704626218,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.127040899735038,0,0,0,0,0,0,0.0795832611350307,0.0840185547103503,0,0,0,0.0777442976836236,0,0,0.00689280668954512,0,0,0,0,0,0,0,0,0,0.0375570687401076,0,0,0.406112737432036,0,0,0.209849406296034,0,0,0,0,0.000764100013749259,0,0.0027575736880683,0,0,0,0,0,-0.0995895670165344
X601939.CH.EQUITY,0.158751148297029,0,0,0,0,0,0,0,0,0.24188718269469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12778575354386,0,0,0.00490207427179545,0,0,0,-0.143046405107098,-0.249049247502008,0,0,0,0.114274984021575,0.0514013622821781,0.534026191357406,0,0,0,0,-0.0294736327648707,0.200842303648159,0,0,0,0,0.074985496721195
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.0340373918194838,0,0.0586097749210104,0.462097612132781,0,0,0,0,0.0462988759711513,-0.32186547286102,0,0,-0.240169203051609,0,0,0,0,0,0,-0.0512972289974691,0,0,0,0,0,-0.251228276682293,0,0,0,0,0,0.11886480303844,0,0,0,0,0,0,0,0.402835781034835,0,0,-0.094386506745188,0
X5.HK.EQUITY,0,0,0,0,0,0.126817998797207,0,0.132971505503031,0,0,0.0501998337171948,0.0305008446768398,0,0,0.25316692810962,0,0,0.151903843578094,0,0,0.036622286280516,0,0,0,0,0,0,0,-0.0490300167799168,0,0,0,0,0,0,0,0,0.0341460210122593,0.0233306312909773,0,0,0,0,0,0,0,0,0,0.172153505453142,0,0
X601988.CH.EQUITY,-0.102654290517939,0,0,-0.048938595379994,0.457121622994088,0,0,0,0,0,0,0,0,0,0,0.00936628184591062,0,0,0,-0.192316009393467,0,0,0,0,0.37246518883045,0,0,0,0,-0.333761976100631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023253950644487,0.177781365611592,0,0,0,-0.0332002329246067,0.056898604044472
X600036.CH.EQUITY,0,0.0304288321319593,0,0,0,0,0,0,0,0.661065643836869,0,0,0,0,0,0,0,0,0,0.201701692535995,0,0,0,0,0,0,0,0.0604435664750654,-0.0311873698621607,0,0,0,0,-0.181197347843846,0,0,0,0,-0.000269744323330576,0,0,0,0,0,0,0,0,0,0,0,0.0761304712184706
X1299.HK.EQUITY,0,0,0,0,0.157125787505666,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149297809801918,0,0,0,0,0,0,0.252130902720676,6.93889390390723e-18,0,0,0,0.1307421470714,0,0,0.0431657918623746,0,0,0,0,0,0,0,0,-0.0308683610994168,0,-0.102246412695154,0,0,0,0,0,-0.0418327115847549
X601628.CH.EQUITY,0,0.0556343989346792,0.0219014064651639,0.0802514768694638,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.163613308787946,0,0,-0.00749355077540119,0,0,0,0,0,0,0,0.142164175894585,0,0,0,0,0,0,-0.0646123783923443,0,0,0.146618037165946,0.224978377208005,0,0,0,0,0,0.260377091636742,0,0,0.136174389347891,0,0,0,0,0,-0.00277364350097243
X601328.CH.EQUITY,0,0,0.0726084373602654,0.0113990829956721,0,0,0.550230823404493,0,0,0,0,0,0,0,0,0,0,0,0,0.230676641506449,0,0,0,0,0,0.196415340518435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19873580946108,0,-0.0348228849651715,-0.429805507133356,0,0,0,0,-0.197312841343874
