,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X600606.CH.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.134731508769074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0841839187931264,0,0.440028613212372,0.365083023914211,0.0131120802781934,0,0,-0.071810566807071,0,0,0.197419781080382,0,0,0,0,-0.297478531562446,0,0,0,0,0,0,0,0.0594055673974756,0,0,0,-0.344137120028859,0,0,0.0788747700953802,0
X601318.CH.EQUITY,0,0,0,0,0,0.184942485490213,0,0,0,0,0,0,0,0,0,0,0,0.0939653272611719,0.0530884520126823,0,0,0,0,0,0,0,0,0,0.00417442034655281,0.0197945321673408,0,0.0682042153581229,0,0,-3.46944695195361e-18,0,0.237071383132421,0,0,0,0,0.0755053042433773,0,0,0,0,0,0,0,0.216615535490024,0,0.104867423863234
X601939.CH.EQUITY,0,0.0676776731021449,0,0.806940931752826,0,0,0,0,0,0.00207167827544892,0,0,0,0,0,0,0.0829645141312976,0.0179264727354641,0.0571257009695558,0,0,0.0032483892115321,0,0,0,0,0.010576228618534,0,0,0,0.0100204463396657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.919213609010466,0,-0.0620243477235429,0,0,0,0,0,0,0,0,0,0,0,0,0.14748913956854,0,0,0,0,0,0,-0.0986847900933473,0,0,0,0.0233012313622026,0,0,0,0,0,0,0,0,0,0.0178963565474597,-0.0822661851588377,0,0,0,0,0,0,0,-0.0484908062539838,0,0,0,0
X601628.CH.EQUITY,-0.0101699094056251,0,0,0,0,0,0,0,0,0.0381967549140576,0,0.393569359117668,0,0,0,0,-0.0287537298434544,0,0,0,0,0.120959928388025,0,0,0,0,0,0,0,0,0,0,0,0,0.467551899384169,-0.12252621826248,0,0,0,0,0,0,0,0,0,0.00994530024801089,0.08404508978789,0,0,0,0,0.0869372982142912
X600036.CH.EQUITY,0,0,0.381993087543159,0,0,0,0,0,0.0199637522631083,0,0,0,0,0,0,0,0.125575930546504,0,0,0.00150399145147807,0.00716183059361498,0,0,0,0,0,0.191282518918149,0,0,0,0.178540609078233,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196149056862299,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,3.46944695195361e-18,-0.0706899672678058,0.128922857565254,0,0,0,0,-0.0388680862362031,-0.0668675035030924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.110494133443615,0,0,0,0,0,0,0,-0.0362835619291377,0,1.06252631453439,0.0224249962957342,0
X1299.HK.EQUITY,0,0,0,0,0.261926782182031,0,0,0,0,0.189859956349596,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24302849323402,0.0790816350876983,0,0.401384566643622,0,0.185988473697762,0.168462199369997,0,0.11306853676754,0,0,0,0,0.0117616694135812,0,1.38777878078145e-17,0,0,0,0,0,-0.0923554274427084,0.106921340630243,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12566215678883,0,0,-0.0415935419558397,0,0,0,0.0353067998590273,0,0,0.326429491761696,0.274640598926569,0,0,0,0,0,0,0,-0.281477553207822,0,0,0,0,0,0,0,0,0.0246444875437136,-8.67361737988404e-19,0,0,0.281091134221344,0,0,0,-0.0278104019544586
X388.HK.EQUITY,0,0,0,0,0.299948688835233,0,0,0,0.105665650966809,0,0,0,0,0,0,0.0847844159362987,0,0,-0.391746721488885,0,0,0,0.279829625653951,0,0.202537341816364,0,0,0,0.0108232624318252,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.168293631036526,0,1.38777878078145e-17,0.21392881939585,0,0,0,0,0.072304728809858
