,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.235769816871528,3.46944695195361e-18,0,0.0873011592931381,0,0.24126707285987,0,0,0,0,0,0.128013803267255,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0383258895057458,0,0,0,0,0.0942212327479137,0,0,0,0,0,0.022627976398125,0,0,0,0,0,0,0.107203856643189,0,0,0,0,0,0
X601318.CH.EQUITY,0.143101584604425,0,0,0,0,0,0,0,0.176315010203305,0,0,0,0,0,0,0,0.347440720587851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124943349553711,0,0,0,0.0338356137680797,-8.67361737988404e-19,0,0,0,0,0,0.107726882193636,0,0,0,0,0,0.0698498658123623,0,0,0
X601939.CH.EQUITY,0.0607730564535609,0,0,0.268662938080413,0,0.0503305656721854,0,0,0,0,0,0,0,0.422955651872793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437587474799592,0,0.0660282093408977,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.299789435751513,0,0.102310825713328,0,0,0.352296797433476,0,0,0,0,0,0,0,0,0.0250545058685648,0,0,0,0,0,0,0.00568973773719854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462083786256224,0,0,0,0.0596978197426116,0,0,0,0.106426125381412,0.00772129108031978,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.0453296279232469,0,0,0,0,0,0,0,0,0,0.0775724558116774,0.0443586601063411,0,0,0.686286899715817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.223794880486208,0,0.0103139107098161,0,0,0,0,0,0,0,0,0.195688484874965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168224490588115,0,0,0,0,0,0.0548671679233483,0,0,0,0,0,0,0,0,0.286678316081541,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.409744093959335,0,0,0,0,0.195852022605912,0,0,0,0,0,0,0,0,0,0,0,0.00232238899481285,0.0153258113010975,0,0.106723170762226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113980253401182,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378705149237245,0,0,0.170817071310209,0.0133261633251971,0.0714926877301436,0,-2.77555756156289e-17,0,0,0,0,0,0,0.272655970704714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0624074554711118,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.0260098364694651,0,0,0,0.133755362692448,0,0,0,0,0.22964246922419,0.0886051403245477,0,0,0,0,0,0,0,0.112432857092074,0,0,0,0,0,0,0,0,0,0,0.17868611072162,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.640182183951845,0,0,0,0,0,0.215131147014708,0,0,-0.596482928284827,0,0,0,0,0,0,0,0.471891045852539,0,0,0,-0.00235374269416374,0,0,0.224482942629544,6.93889390390723e-18,0,0,0,0.0391949895586867,0,0,0,0,0.423725675544285,-0.294638130841559,0,0,0,0.750206779253063,0,0,0,-0.0513859050530225,0,0
