,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.403643089980196,0,0.131456787385987,0.0476962463835361,0,0,-0.0356416688965433,0,0,0,0,0,0,0,0.0766323902444792,0,0,-0.024208956719114,0,-0.00688112258411291,0,0,0.0376494559809368,0.000868392737470192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221334533705402,0.229190617364136,-0.00487514256483024,0,0,0,0,0.048229941875931,-0.0601132328614611
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0144765532237291,0,0,0,0,0,0.160917184953082,0,0,0,0.347250063900352,0,0,0,0,0,0,0,0.0219331414746861,0,0,0,0,0,0,0,0.206043709295666,0,0.0816847819579702,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160471497086664
X601939.CH.EQUITY,0,0.0756132556580809,0,0.781948771909309,0,0,0,0,0,0.0384821452535384,0.0585350120127996,0,-0.0433236066559283,0.00710658419586014,0,0.0733602960707311,0,0,0,0,0,0.0027980108016074,0,0,0,0,0.042705530343896,0,0,0,0,0,0,0,0,0.0770744058906054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.90520761465573,0,0,0,0,-0.00784163428744642,0,0,0,0,0,0,0,0,0,0,0,0,0.0944055351305544,0,0,0,0,0,0,0,0,0,0,0,0.0629522121365889,0,0,0,0,0,0,0,0,0,-0.138445760171818,0,0,0.0227500357124675,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,3.46944695195361e-18,0,0,0,0,-0.0307009441465876,0.257064664776304,0,2.77555756156289e-17,0,0,0,0,0,0,0.401758162167164,0,0,0,0,0,0,0,-0.0437128976416609,0,0,0,0,0,0,0,0.156845134837828,0,0,0,0,0,0,0,0,0,0,0.103306489998003,0,0.224457376349176,0,0,0,0
X600036.CH.EQUITY,0.176575903050778,0,-6.93889390390723e-18,0.305081122009959,0,0,0,0,0,-0.0321876509574292,0,0,0,0,0,0.128915629828137,0,0.0812188428307605,0.0141315959050809,0,0,0,0,0,0,0.125722567577618,0,0,0,0,0,0,0,0,0,0,0,0.0622732115740678,0,0,0,0,0,0,0.0308683057483516,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0409649998704723,0,0,0,0,0,-0.083064768308002,0,0,0,0,0,0,0,0,0,0,0.0149021868625791,0,0,0,0,0,0,0,0,0,0,0,0,-0.00338348412895616,0,0,0,0,0,0,0,0,-0.0303852810341456,0,0,0,-0.0254363242114798,0,1.0070341516953,0,0,0
X1299.HK.EQUITY,0,0.0283475420156825,0,0,0,0,0,0,0,0.191298112242414,0,0,0.178104025145314,0,0,0,0,0,0,0,0,0,0.316539876086856,0,0,0,0,0,0,-0.0553576637098201,0.0478766732008274,0,0,0,0,0,0.0729034829161738,0.0718407092625413,0,0,0,0.163825176090919,0,6.93889390390723e-18,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124718636961919,0,0,0,0,-0.191392308746711,0,0,0,0,0,0,0,0.0743249493329301,0,0.360625124362058,0.0907777760617334,0,0,0,0,-0.0727668935593189,0,0,0.207591572015628,0,0,0.0623625722635573,0,0,0.162341659899333,0.214779630298913,0.117405506037797,0,0,0,0.412597169583912,0,0
X388.HK.EQUITY,0,0.24442577969314,0,0,0.198915714099432,0,0,0,-0.062196730441559,0,0,0,0,0,0,0,0,-0.0277850729697364,0,0,0.0435948141256782,0,0.114032212362055,0,0.100320721427823,0,0,0,0,0,0,0,0,0,0,0,0,0.241513878960348,0,0,0,0,-0.0409869382613581,0,-0.151031658014845,0.162691469629391,0,0,0,-0.0785886869508205,0,0.222251037231271
