,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600048.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.024233282852839,0.431638042842753,0.103105595373604,0.081415744118714,0,0.0309144931719546,0,0,6.93889390390723e-18,0,0,0.0480948362211934,-0.00582778506908369,0,0,0,0.0565085694020328,0.0382445936676488,0,0,0,0,0,0.106527974589281,0,0,0,0,0,0.0133481294053103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0172281952962032,0
X601318.CH.EQUITY,6.93889390390723e-18,0,0,0,0,0,0.0748891713067325,0,0,0.0753369252866003,0,0,0,0,0,0,0,0.223892479327141,0.0423336020443275,0,0,0,0,0,0,0,0.106211601277325,0,0,0,0,0,0,0.0761005157173541,0,0,0,0,0,0.29916051206726,0,0,0,0.0412113934576219,0,0.0257667631067778,0,0,0,0,0
X601939.CH.EQUITY,0.468660586172963,0,0,0.180573767343496,0,0.111484527337256,0,0,0,0.0166152695415472,0.136118116099299,0,0,0,0,0,0,0,0,0,0,0.00111972477515292,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.00507458422235335,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.445707896830697,0,0,0,0,0,0,0,0,0.21447296686417,0,0,0,0,0,0,0,0.0893715326251288,0,0,0,0,0,0,0.0800930401582557,0.0313887800367513,0,0.0324262133756521,0,0.0824008704932853,0,0,0,0,0,0,0,0,-0.0307353271940555,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.464179146539147,0,0,0,0,0,0,0,0,0,0,0.146068278591229,-0.373562570912793,0,0,0,0,0,0,0,0,0,0,0,0.121445193488255,0,0,0,0.438530446364349,0.03019421297712,0,-0.601403501812103,0,0,0,0,0,0,0,0,-0.282973778692315,0,0,0,-0.315689043568669,0
X601988.CH.EQUITY,0,0,0.325768718346134,0,0,0,0,0,0.0191979527935187,0,0,0,0.107567784607759,0,0,0,0,0.0409852289575863,0,0,0,0,0.574195753920833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300326938474714,0,-0.0398243805022532,0
X600036.CH.EQUITY,0,0.0144868479365364,0,0,0,0,0,0,0.0437636512121344,0,0,0,0,-0.00693761575184085,0,0,0,0.024878633301708,0,0,0,0,0,0,0.693326527713274,0,0,0,0,0.116694428468216,0,0.000590897398028443,0,0,2.16840434497101e-19,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328767682669561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0957902775559189,0,0,0,0,0,0,0.135138956306021,0,0,0.11965098726697
X601628.CH.EQUITY,0,0,0,0,0.0185616508055941,0,0,0,0,0,0.131937432909463,0,0,0,0,0.0210923244099162,0.00725509518591435,0,0,0,0,0,0,0,0,0,0.0704723894943394,0,0,0,0,0,0,0,0.281669561344399,0,0,0,0,0,0.0879376551773288,0.197886592020659,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.155351188938967,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.105849611374474,0,0,0,0,0,0,0,0.022531670595958,0.0914320805968628,0,0,0,0,0,0.11229929531454,0,0,0,0.0607303757374156,0,0,0.0571008468747451,0,-0.024452557600838,0,0,0,0.168354296099579,0.244333466216061,0,0,0,0,0,0,0,0.0196702710906687,0,0
