,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.186837579067879,0,0,0.255174237875755,0,0,-0.0681317169339123,0,0.257122222230441,0,0,0,0,-0.0653179848381652,0,0,-0.035304896763929,0,0,0,0,0,0,0,0,0.0787728217351383,-0.0885641518948243,0,0,0,0,0,0,0,0,0,0.0464871675175304,0,0,0,0,0,0,-0.0615512887873289,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.140544598076165,0,0.0628554471624649,0,0.279134368954473,0,0,-0.0295668935350814,0,0,0,0,0,0,0,0,0,0,0,0,0.0855518940746956,0,0,0,0,0,0,-0.253707435343269,0.359515125792622,0,0,0.182572645306793,0,0,0,-0.0163670659161204,0,-0.0458764562561904,-0.0392832307049869,0
X601939.CH.EQUITY,0.154957668059084,0,0,0,0,0,0,0,0,0,0,0,0,0.0295783023868182,0,0,0,0,0,0.320359043245112,0.138161000561409,0,0,0,0,0,0,0.103561767555343,0,0,0,0,0,0,0,0,0,0,0.17499828123897,0,0,0,0,0.043461063764702,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.337402434560289,0.0388883487111615,0.00440234691732334,0,0.0728163290907783,0,0,0,0.113283441839878,0,0,0,0,0,0,0,0,0,0,0,0.0666921964452088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0751899128904891,0,0,0.174839611956514,0.068723802940135,0,0,0.168438093071818,0,0,0,2.16840434497101e-19,0.147160489284539,0,0,0
X5.HK.EQUITY,0,-0.183984723596793,0,0.29849356446385,0,0,0,-0.283451672127184,0,0,0.0666967037219339,0,0,0,0,0,0,0.00432219973803805,0,0.109761361456226,0,0,0.529757810873188,0,0,-0.0712522645076088,-8.67361737988404e-19,0,0,0,0,-0.0789877650252798,0,0,0,-0.0474665234652398,0,0,0,0,0,0.170764515611741,0,0,0,0,0,-0.0886566502621007,0,-0.177044988458377,0
X601988.CH.EQUITY,6.93889390390723e-18,0,0.0465125422591504,0.261895666048822,0,0,0,0,0.0474460523433724,0.138169015577979,0.377467211415745,0,0,0,0,0,0,0,0,0,0,0,0,0.0539709241197786,0,0,0.0566712482654378,-0.0876724699465023,0,0,0,0,-0.127573444343353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0160417570554242,0.175257684827635
X600036.CH.EQUITY,0,0.346052062113035,0,0,0,0,0,0,-0.0409767804981745,0,0,0.000212714261539846,0,0.150007907832456,0,0,0,0,0.16128447795063,0,0,0,0.125461618303736,0,0,0,-0.0152107478129173,0,0,-0.0155332499859444,0,0.249902957522947,0,0,0,0,0.0551109199653369,0,0,-6.93889390390723e-18,0.137152216957545,0.135268054579469,0,0,0,0,0.00248632504251611,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0696648948935013,0,0,0,0,0,0,-0.0826146376531059,0,0,0,-3.46944695195361e-18,0.154831165495127,0,0.123152975041847,0.108386354980941,0.124097783346493,0,0,0,0,0,0.230946091815079,0,0,0,0.0666454591071475,0,0,0,0,0,0,0,0,0,0,0,0,0.0908425762142084,0,0,0,0,0
X601628.CH.EQUITY,0,0.0832037695945358,0,0.502628132078198,0,0,0,0,0,0,0,0,0.0208026362465495,0,0,0,0,0,0,0,0,0.0538029571935465,0,0,0,0,0,0,0,0,0,-0.0380972813256931,0,0,0.144702484815813,0,0,0,0,0,0,0.0220350786443881,0,0,0,0,0,0,0,0,0.0836060834646227
X601166.CH.EQUITY,0,0,0,0,0,0.211754344963801,0.0457696380703871,0,0,0,0,0,0,0,0,0.25452305360101,0,0,0,0,0,0,0,0,0,0,0.187959111418565,0,0,0,0,0.387361848636014,0,0,0.107986616676947,-0.0290069340782734,0,0,0,0,0,0,-0.0882977529834709,0,0,0,0,0,0,0,-0.1667104549042
X601328.CH.EQUITY,0,0,0.0221053017632842,0,0.0531729688534827,0.295915457777224,0,0,0,0,0,0.167124761633926,0,0,0,0,0,0,0.0247388250920989,0.167664822370622,0,0,0,0.167239548060796,0.120270080314464,0.0259215022078941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0893469199734853,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.0228037628260903,0,0,0,0.0649832098369611,0.266758622957916,0,0,0,0.195110943257936,0,0,0.2430982209604,0,0,0,0,-0.0827259188586543,0,0,0,0,0.107595984748083,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137562622097685,0,0,0.0868875971177149,0,0,0,0,0.083213345157274
X601319.CH.EQUITY,0,0,0,0,0,0,0,0.0894553513003907,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0.137833105632469,0,0.0414335446273224,0,0,0,0,0.0397161401440283,0,0,0.0312804274875336,0,0.197354464701175,0,0.102451019977034,-0.0292841348340572,0,0,0,0,0,0.0280075678622462,0,0,0.234578660751584,0,-0.0212751850457363,0
X000001.CH.EQUITY,-0.0797747873063801,0,0,0,0,0,0,0,0,0,0,0,0.130398905296786,0,0,0,0,0,0,0,0.010728382733806,0,0,0,0,-6.93889390390723e-18,-0.14294325758614,0,0,-0.0303168312144657,0,0.214539582730112,0,0,0,0.23630238041268,0,0,0.284268037087756,0,0,0,0,0,0,0,0,0,0,0,-0.173359185356255
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0121204492517104,0,0,0,0,0,0,0,0,0.136875594574587,0,0,0.0834616533210682,0.0391855040258272,0,0.382350710216725,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.103750597219495,0,0.277735525469407,0.0010132282366421,0,0,0,0,0,0,0,0.197409024871628,0.0678059013878405
X601601.CH.EQUITY,0,0.300071030747738,0.293706528252617,0,0,0,0.0312556824907513,0,0.0341720405321955,0.0206910784011594,0,0,0,0.142770382830223,0,0,0,0,0,0,0,0,0,0,0,0,-0.0451463335678704,0,0,0.163360931903814,0,0,0,0,0,0,0,0,0.0434143361044378,0,0,0,0,0,0,-0.233579331360811,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0.0221868067209278,0,0,0,0.110180425309882,0.067103863239824,0,0,0,0.0203560388482354,0,0,0,0,0,0.260266548218676,0,0,0,0,0,0,0,0,0,0.637766679260488,0,0,0,0,0.164336825616089,0,0,0,0,0.0246668585354737,0,0.108020609734169,0,0.114113613531096,0,0,-0.452287937346451,0,0,-0.0384783099884195,0
