,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.209233489957268,0,0.01434865021033,0,0,0.38564564959251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266377221316857,0,0,0,0.027354899746168,0,0,0,0.0882073352040627,0,0.0589833098455677,0,0,0,0,0,0,0,-0.00716644097013772,0,0.00736513476772585,0,0,0,-0.0948851349941512,0,0,0
X601318.CH.EQUITY,0,0,0.0953097756853068,0,0,0,0,0,0.23503452580542,0,0,0,0.0468358664540015,0,0.295705768205793,0,0.00796532028455647,0,0,0,0,0,0,0,0,0,0,0.219353858654139,0.173540927687897,0.0753738852534903,0,0,0,0,0,0,0,0,0.0379925671779096,0,0,0,0,0,0,-0.120437661771466,0.0272272445382951,0.0611613376486009,0,0,-0.0288493757024385,0.00484963240021193
X601939.CH.EQUITY,0.536863495478346,0.0734774507754377,0,0,0,0,0,0,0.156565375777123,0,0.0584236740718955,0,0,0,0,0.000784596516855117,0,0.0827083158691492,0.0992681669978888,0,0,0,0,0,0,0,0,0.296123861378073,0,0,0,0,0.12051009474225,0,0,0,0,0,0,0,-0.140739148008686,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.21473871465266,0,0,0,-0.125728903037243,0,0,0.0519403065362949,0,0,0.101299495540314,0,0,0.0705731597580734,0,0,0,0,0,0,0.455641412402228,0,0.0726883070940899,0,0,0,0,0,0,0,0,0,0,-0.0587854470000427,0,0,0,0,0,0,0,0,0,0,0,0,0.0184573246001659
X601288.CH.EQUITY,0,0,0.0439928936833545,0,0,0,0,0.54497082722005,0,-0.0519762186024228,0,0,0,0,0,0,0,0,0.0750449026454528,0,0,0,0,0.0900869848236314,0.0961892853579673,0,0,0.107998263957498,0,0,0,0,0.0315298538830929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285078682582518,0.0200146898298883,0.0527288712060547,0,0
X1299.HK.EQUITY,0,0,-6.93889390390723e-18,0,-0.0905177007446201,0,0,0,0,0.269878250594012,0,-0.0935793432962577,-0.00788085659534638,0,0,-0.0379439076814778,0,0,0,0,0,0,0,0.192765939188456,0,0,0,0,0,0,0.0952583778344262,0,0.15141743795174,0,0.00451686481002132,0,0,0,0,0,0.232834917177177,0,0.183835733623663,0,0,0,0,0,0.181080875003943,0,0,0
X601628.CH.EQUITY,0,0,0,-0.0297558780139335,0,0.0272407695420764,0,0,0,0,0,0,0,0,0,-0.0229804759673901,0.127151095396295,0,0,0,0,0,-0.129634412440506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.450638568934435,0,0,0,0,0,0.00413026944540408,0,0,0,0,0,0,-0.0414147616845314,0
X601988.CH.EQUITY,0.203947066615474,0,0,0,0.350226018844452,0,0.0606700961237314,0,0,0,0,0.0610756675576809,0,0,0,0,0,0.0981207087801226,0,0,0,0,0,0,0.0861271541957871,0,0,0,0,0,0,0,-0.190118000827595,0,0,0,0,0,0,0,0.065577934065379,0,0,0.092432446535659,0,0,0,0,0,0,0,-0.0493367800233357
X5.HK.EQUITY,0,0.150791999836364,0.0680696462255936,0,0,0,0,0,0,-0.0983926447980659,0.0697591400695503,0.04288105099283,0,0,0,0,0,0,0,0,0,0,0,0.129932164997824,0,0,0.179047339625969,0,0,0,0.0698875630793497,0,0,0,0,0,0,0,0.295514064811134,0,0,0,0,0,0,0,0,0.0627056144020655,0,0,0,-0.116773424423817
X388.HK.EQUITY,0,0,0,-0.0428082832739651,0.0651984262153085,0,-0.0698336748200678,0,-0.211322715068965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.209931292260873,0,0,0,0,0.213833136105544,0,0,0,0,0,0,0.368963295635562,0,0,0,0.0909827845608857,0,0,0
