,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.308346841304771,0,0,0,0,0.36820693524209,0,0,0,0,0,0,0,0.0349622880541488,0,0,0,0,0,0,0,0.131254944137063,0,0,0.0292588540053445,0,0,0,0,0,0,0,0,0,0,0.105985288310866,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.225195701045664,0,0,0,0,0,0.223264926366097,0,0,0,0,0,0.144418791615172,0,4.33680868994202e-19,0.0602889450631202,0,0,0.0556389227412445,0,0,0,0,0,0,0,0,0,0.0720726140945285,0,0.00307199171667613,0,0,0.121854946166484,0,0.0493517955674414,0,0,0,0,0,0,0.0162947418777868,0,0,0,0,0,-0.0379331237446528,0
X601939.CH.EQUITY,0.470286438118523,0.0814146845505914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0919148504754858,0,0,0,0,-0.134885877782369,0,0.0797109035624193,0,0,0,-0.0650685916634275,0,0,0.210357367812785,0,0.245204945412818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147577799834748,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.54868727266501,0,-0.0822481088579079,0,0.0570924513831507,0,0,0,0,0,0,0,0,0,0.0411175972042592,0.0766888077658164,0.11658606985029,0,0,0,0,0,0,0.118236528268599,0,0.0442378631565976,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0524323178850484,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.186487757931849,0,0.172193032376146,0,0,0,-0.0546570266521029,0.129454273792076,0,0,0,0,0,0,0,0,0,0.0265277517573356,0.0790349310639253,0,0,0,0,0,0,0.133856592816827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363852554728062,0,0.0199648218170891
X1299.HK.EQUITY,0,0,-0.271345818641529,0,0,0,0,0,0,0.173210055631549,0,0,0,0,0.104771431910086,0,0,0,0,0,0,0,0.0710670059878881,0.0128071987161289,0,0,0,0,0,0,0,0,0.228612342967385,0,0,0,0,0,0.188260006850138,0,0.0347183604298372,0.0931659857198887,0.308338540984683,0,0,0,0,0.218355187901321,0,0,0,0
X601628.CH.EQUITY,0.182401533187586,0,0,0,-0.0154636287665967,0,0,0,0,0,0,0,-0.0316394374063149,0,0,-0.223329247372219,0,0,0,0,0,0.0880925156967293,0,0,0,0,-0.0671039377315483,0,0,0,0,0,0,0.121730022265761,0.563771139442363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0180695032926284,0.153681620906046
X601988.CH.EQUITY,0.109489198693902,0,0.0955848063411186,0.31987458552848,0,0,0,0,0,0,0,0,0.27453316116738,0,0,0,0.0804783429377775,0,0,0,0,0,0.0253898708740442,0.0256236588806137,0,0,-8.67361737988404e-19,0,0,0.170244314709391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.392981124173292,0,0,0,0,0,0,0,0,-0.0451434302890484,0,0,-0.279086924153298,-0.11477900311218,0,0,0,0,0,0,0,0.209736646186413,0,0,0.164310596294586,0,0,0,0,0,0,0.0170843459677699,0,0,0,0,0,0,0,0.308108876429093,0,0.0726738446313711,0,0,0,0.0658259056033767,0,0,-0.00988373999621282,0,-0.0759054815353711
X388.HK.EQUITY,0,0,0,0,-0.282814919943917,0.200032350252658,-0.0481020182941202,0,0,0,0,0,0.054961728249417,0,0,0,0,0,0,-0.0499526452919333,0,0.495697437838932,0,0,0,0,0,0,0.0526685507597859,0,0,0,-0.123829436211111,0,0,0,0,0,0.119214000577172,0.137127739681351,0,0,0,0,0,-0.157534514157261,0,0.0865290548713688,0,0,0,0
