,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X1997.HK.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.106367989896846,0,0.373962696713065,0,0,0.0147985779563905,0,0.154617741808191,0,0,0,0,0,0,0,0,0.152405752175477,0,0,-0.0572094236168347,0,0,0,0,0,0.00490327747078693,0,0,0,0,0,0,0,0,0,0,0.100713412736673,0,0,0,0,0,0,0,0,0,0,0.107292031289424,0,0,0
X601939.CH.EQUITY,0.362405662769006,0,0,0,0,0,0,0,0,0,0,0.0383599873144096,0,0.496989348876973,0,0,0,0,0,0,0,-0.0338593477453386,0,0,0,0,-0.0344202724383403,0,0,0,0,0,0,0,0.0631630328953452,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0235020326772341,0,0
X601318.CH.EQUITY,0.134113193974372,0,0,0,0,0,0.175535312405014,0,0,0,0,0.0501660569317954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131186127619454,0,0,0.0345904871721077,0,0,0,0.347865612272808,0,0.0662605570327013,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.374000854445258,0,0,0,0.418085786976113,0,0,0,0,0,0.0424527079647386,0,0,0,0,0,0.0869760030624961,0,0,0,0,0,0,0,0,0,0,0,0,0.0418392317048972,0,0,0,0,0,0,0,0,0,0,0,0,0.00287811854452584,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0373305526294203,0,0.270259977257163,0,0,0,0,0,0,0,0,0,0.0216177977435958,0,0,0,0.109895704996047,0,0.273423378835535,0,0,0,0,0,0,0,0,0,0,0.0540212104129125,0,0,0.0960209501191315,0,0,0,0,0,0,0,0,0,0.00876143219936986,0,0.0853994066880315,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.164595838548552,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,0,0,0.432141852429858,0,0.121000142866311,0,0,0,0,0,0,0,0.0889239635564267,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467095854405464,-0.0277504719245807,0
X600036.CH.EQUITY,0,0,0.164654521051429,0,0,0.154238181342776,0,0.0704094274056058,0,0,0,0.368941273375272,0,0,0,0,0,0.0192687499514702,0,0,0,0,0,0,0,0,0.108438069008166,0,0.00863880614025226,0,0,0,0,0,0,0,0,0,0,0,0.0167055009994735,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.00101546173497821,0.168157170292854,0,0,0,0,0,0,0,0,0,0.212004979909724,0,0,0,0.271435456080758,0.0761345580171817,0,0,0,0,0,0.0802649029639745,0,0,0,0,0.297500473265634,0,0,0,-3.46944695195361e-18,0,0,0,0.0201504715737291,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.097826459389377,0.0257078581741321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427647809594515,0.02816915083421,0,0,0,0,0,0,0.14695191526568,0,0,0,0,0,0,0,0,0,0,0,0,0.0649990579761456,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.0524574576767119,0,0,0,-0.0306779074781625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.036138085662564,-0.538077792021221,0,0,0.358630245150305,0,0,-0.0246686924470884,1.13911003417983,0,0,0,0,0,0,0,-0.031409671376163
