,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.365080988054958,0.0278126511228703,0.0483300401504815,0,0,0,0,0,0,0.20709320711253,0,0,0,0,0,0,0,0,0,0,0.0903622791253886,0.0453133727889791,0,0,0,0,0,0,0.0586623216730294,0.0100625987037278,0,0,0,0,0,0,0,-0.026188018413051,0,0,0,0,0,0,0,0,0.016698768702945,1.73472347597681e-18,0.0215716243081157,-0.141086786128186,0
X601939.CH.EQUITY,0.396707634776637,0,0,0.1606108167509,0,0,0,0,-0.0306953861333787,0,0.140560559700869,0,0,0.019341300669377,-0.0801505274502953,0,0,0,0,0,0,0,0.19319123246854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00960679826248934,0,0,0.103494878583364,0,0.00891159881098303,0
X601318.CH.EQUITY,0,0,0,0,0.252355845920673,0,0,0,0,0,0,0.115781984042893,0,0,0,0,0,0,0,0,0,0.160068961956668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519153850815075,0,0,0,0.0608567480018397,0,0,0.181117288937941,0,0,0,0,0,0
X601288.CH.EQUITY,0.40423680806325,-1.38777878078145e-17,0,0,0.257170136711909,0,0,0,0,0,0,0,0,0.0655965423915926,0,0,0,0.0775324659305821,0.0627260404531907,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220469078699396,0,0.0614367907259189,0,0,0,0.0291132914316387,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.372765330828179,0,0,0,0,0,0.249548509291305,0,0,0,0,-3.46944695195361e-18,0.118060466089335,0.127653171099589,0,0.0477160192254896,0,0,0,0,0,0,0,0.092518901639877,0,0,0,0,0,0,0,0,-0.514171408757899,0,0,0,0,0,0,0,0,0,0,0.0628980888954366,0,0,0,0,0.291885050960055
X600036.CH.EQUITY,0,0.0187792194819735,0.0340527876774082,0,0,0,0,0,0,0,0,0.0986848525992447,0,0,0,0,0.00893829323170315,0.0577233213794139,0,0,0,0.270296080497742,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.230528417355203,0,0,0,0,0,0,0,0,0.14724846167219,0,0,0,0.0787795504108713,0,0,0.103937810238418,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0382648918168564,0,0,0.232395216360548,0,0,0,0,0,0,0.457957942494807,0,0,0,0,0.11233724494811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.109655851936372,0,0,0.0428096999977603,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,-0.0815714858107077,0,-0.30733755862431,0,0,0,0,0,0.132938113995166,0,-0.387330485135591,0.657312738817967,-0.140855174302478,0.755059121076265,0,0,3.46944695195361e-18,0,0,0,-0.107869883579752,0,0.235613034703127,0,-0.072082603864278,0,0,0,0,0,0,-0.00116651945301584,0,0.160917793312386,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.164057240106622,0,0,0,0,0,0,0,0,0.325235958686272,0.0641152158640743,0,0,0,0,0,0,0,0,0.0253147462899416,0,0,0,0,0,0,0,0,0.322376942028345,0,0,0,0,0,0,0.123286901032116,0,0,-0.0950538196230328,0
X601658.CH.Equity,0,0,0,0,0.128079904912612,0,0,0,0,0,0,0,0,0.160378225511522,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.187324040136478,0,0.0894717420694172,0,0,0,0,0,0,0,0.157980077944536,0,0,0,0,0,0,0,0,0,0,0,0.410698175077563,0,0.0920488769456613,0
