,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.28589941324165,0.137632051746079,0,0.309257245720082,0,-0.138895589837222,0,0,0,0,0,0,0,0,0,0.0246682172301138,0,0,0,0,0,0,0,0,0,0.144389672797834,-0.113070256596985,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,-0.0603177476348221,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.149355063184584,0,0,0.277571087730124,0,0,0,0,0,0.0364686709985319,0,0,0,0,0,0,0,0,0,0,0.084570996120861,0,0,0,0,0,0,-0.158778116666851,0.321621837545361,0,0,0.11626328058442,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.476959011744275,0,0,0,0.104191844917289,0.037608497546786,0,0.0742991145974088,0,0,0,0,0,0.168405793748574,0,0,0,0,0,0.0149318159008628,0.131564822212645,0.02094677219669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316363945280152,0,0,0,0,0,0,-0.163226865914992,0,4.33680868994202e-19,-0.0266158185147313,0,0
X601288.CH.EQUITY,0.371556901725123,0,0.125622090148861,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00500240112666121,0,0,0,0,0,0,0,0,0,0,0,0,0.0185010410733966,0,-0.0537445784315811,0,0.056537079256878,0.0473669944148014,0.0553804034835423,0,0,0.309347788467744,0,0,0,0,0,0.165774418326711,0,-0.0442870753973758
X5.HK.EQUITY,0,-0.223299005367793,0,0,0,0,0,0,-0.375669327636346,0,0.207593452055454,0,0,0,0,0,0,0.026125687230292,0,0.0237849929207605,0,0.658785713151977,0,0,0,0,-0.0178364924150055,0,0,0,0,0,0,0,0,0,0,0,0.0508169149995205,0,0.0804204772192398,0,0,0,0,0,0,0,0,-0.359116818836626,0
X601988.CH.EQUITY,0,0,0.1275900545108,0.254247178970933,0,0,0,0,0,0.179998271097088,0.284838883182798,0,0,0,0,-0.125374333142524,0,0,0,0,0,0,0.248786382864761,0,0,0.0267847182588619,0,-0.185117647933261,0,0,0,0,-0.00814482881012655,0,0,0,0,0,0,0,0,0,0,0,0.00609101581084246,0,0,0.00330688025226802,0,0,0.150472407461168
X600036.CH.EQUITY,-0.109468142526516,0.273796886201922,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.200477502150106,0.0175182626873411,0,0,0,0.0941488468036242,0,0,0.190311339230191,0,0,0,-0.0401007940149269,0,0,0,-0.0661454672119063,0,0.349331298645331,0,0,0,0,0,0,0,0.042607189009432,0.00827760711053139,0,0,0,0,0,0.0988225147812557,0.0599839555505598,0,0,0
X601628.CH.EQUITY,0,0.0653153280348633,0,0.589457468638797,0,0,0,0,0,0,0,0,0.0816630630768587,0,0,0,0,-0.037062207158602,0,0,0,0,0,0.0405980412413369,0,0.0477409328863793,0,0,0,0,0,-0.0744720789901447,0,0.146763636818596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0839201826136883
X1299.HK.EQUITY,0,0,0,0,0,0,0.039161005949704,0,0,0,0,0,0,-0.0557956449934694,0,0,0,0.0446999089193853,0.169713057946504,0,0.058030747845264,0,0,0.238018133994502,0,0,0,0,0.358287697517428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0534278037348434,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.214573244750635,0.0523029180660257,0,0,0,0,0,0,0,0.266621008587476,0,0,0,0,0,0,0,0,0,0,0.185302558251845,0,0,0,0,0,0.379460527523151,0,0.119685826335848,0,0,0,0,0,0,0,0,-0.0916102952958176,0,0,0,0,-0.0455455467583396,-0.00500896375720143,0,-0.158580904755315
