,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X300059.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X000776.CH.EQUITY,X1997.HK.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.113831012103664,0,0.0858257500102957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412290236577388,0,0.499638416036926,0,0,0.151188932402455,0,0,0,0,-0.148870098784582,0,0,0,0,-0.16667448018359,0,0,0,0,-0.808350521988435,0,0,0,0,0,0,0.0905729227421331,0,0,0
X601939.CH.EQUITY,0,0,0,0.3071932906733,0,0,0,-0.0144710183938161,0.0845148483549316,0,0,0,0,0.294845497328015,-0.0471687501708797,0,0,0,0,0,-0.0200602948297559,0,0,0,0,0,-0.0478045054123121,0,-0.126846575760175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0479337896187786,0.385381664579879,0,0,0,0.0422038425501024,0.0872468120468076,0.153541933774036
X601318.CH.EQUITY,0,0,0,1.73472347597681e-18,0.0666042971926443,0.295227985586818,0,0,0,0,0,0,0,0,0,0,0,0,0.0494320888387505,0,0.129325706754132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328769269963805,0,0,0,0.026416964607932,0,-8.67361737988404e-19,0.0745015036197217,0,0,0,0
X601288.CH.EQUITY,0,0.675247309497321,0,0,0,0,0,0,0,0,0,0.0346808481202592,0.151151305298889,0,0,0,0,0,0,0,0,0,0.109723674608332,0,0,0,0,0,0,0,0,0,0,-0.0407151829503858,0,0.00644365302255076,0,0,0,0,0,0,0,-0.0596181367393735,0,0,0,0,0,-0.0510642589638815,0,-0.037569527964871
X601988.CH.EQUITY,0,0.265225859323246,-6.93889390390723e-18,0.192104081138681,0,0,0,0,0,0,0.0740183405026342,0,-1.38777878078145e-17,0,0,0.054902026017674,0.120182487936871,0,0,0.0957367080639189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.541742938312239,0,0,0,0,0,0.163851272082194,0,0,0,0,0,0,0,0.3029696460016
X600036.CH.EQUITY,0,0.123296201897979,0.00873913181451503,0,0,0,0,0.121266776821195,0,0,0,0,0.0787712364088559,0,0,0,0,0,0.0359003467176122,0.0418697858046002,0.0842193199139904,0,0,0,0,0,0,0,0,0,0,0,0,0.361215689988611,0.103610303213503,0,0,0,0,0,0,0,0,-0.0613938833378231,0.0450745300998205,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.00987708807395351,0,0,0,0.0330360284201881,0,0,0,0,0,0.193564155739023,0,0,0.0834464505763194,0,0,0,0.273599615691822,0,0,0,0,-0.122993311883462,0,0.0149615752179342,0,0,0.122705040153672,0.0598074608752604,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.343519140054421,0.0279119135119817,0,0,0,0.0105286797073915,0,0.115904247138073
X601628.CH.EQUITY,0,0,0,0,0,0.346410021920422,0,0,0,-0.160983712469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322787044317348,0,0,0,0,0,0,0,0,0.0613423621208991,0.152117442512858,0,0.102142552674116,0,0.14339744851482,0.060789438288968,0,0,0,0.141673345512468,0,0,0,-0.0588191978237518,0,0,0.00633099540253817
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457120298211817,0,0,0,0,0,0,0.0419293462696838,0.536722369961579,-0.338880763789841,0,0.593091319230612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469935336620364,0,0.213739770730698,0,0
X388.HK.EQUITY,0,0,0.273875733975344,0.0279733332178861,0,6.93889390390723e-18,0,0,-0.0291756352970732,0,0,0.0103675756277133,0,0,0,0,0,0,0,0,0,0.196075050576656,0,0,0,0,0,0,0,0,0,0,0,0,0.142220024218467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
