,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.132365014194473,0,0.0890128202969824,0,0.0552462789587944,0,-0.0523387586511634,0,0,0,0.34630480411183,0,0,0,-0.109529233317836,0,0,0,0,0,0,0.0175997576543312,0,0,0,0,0,0.219312092482787,0,0,0,0,0,-0.0280273530085424,0,0,0,0.225909957789199,0,-2.16840434497101e-19,0,0,0.0448496231953637,0,0,0.0673726223563392,0,0,0,0.0587187529813935,0.107285696902738
X601318.CH.EQUITY,0,0,0,-0.0557838319545886,0,0,0,0,0.127449984370228,0,0.219039128080271,0,0.0385326566875126,-0.0903582919428672,0.0867080451890203,0,0,0,0,0,0,-0.0879102047336352,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190719320262728,0,0,0,-0.222356640807157,0.394174772522579,0,0.156874904089142,0.154521904309608,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.187554387715182,-0.00739956978988958,0,0.315000364187582,0,0.0778629558820272,0,-0.0727570109785997,0,0,0,0,0,0,0.106983585373561,0,0,-0.023471660543483,0,0,0,0.0680061345241036,0,0,0,-0.0682336129382955,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46865782727981,0,0,0.0163941433092852,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.43881426352781,0,0.144130701148602,0,0,0.147733621690037,0,0,0.028865247491975,-0.00451113236499959,0,0,0,0,-0.00472240286742936,-0.118418992331289,0.0490289943461137,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389518257648911,0,0,0,0,0,0,0,0,0.178492847206942,0,0,0,0,0,0,0,0,0.188864782152073,0,0,0
X5.HK.EQUITY,0,-0.119857035497706,0.0376061717496629,0.280296686666491,0,0,0,-0.233608551412951,0,0,0,0,0.152755574474883,0,0,0,0,0,0,0,0.545919688121149,0,0,0,0,0.278049936273431,0,-0.0225864399334957,0,0,0,0,0,0.0227213667816713,0,0,0,0,0,0,0,0,0,0,0,0,0.195886391125383,0,-0.0730256742422726,0,0,0
X601988.CH.EQUITY,0.207267741763707,-4.33680868994202e-19,0.236154879040791,0.0301903969274033,0,0,0,0,0.0775640993098621,0,0.0776391791477291,0,0,-0.275079094882026,0,0,0,0,0,0,0,0,0.0544586674313302,0,0.211780443093817,0,0,0.142918284811141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132096388644705,0,0,0,0,0,0,0,0,0.0751456701567017
X600036.CH.EQUITY,0,0.149416835975985,0,0,0,0,0,0.0873058885933707,0,0,0.138807902270133,0,0.00280267185287866,0,0.318177919030927,0,0,0,0.0142613809532216,0,0.115799843510062,0,0,0,0,0,0,0,0,0,0,0.0674986652199764,0,0,0,0,0.0597779263391367,0,0,0,0,0,0,0,0,0,0,0.109943161968525,0,0,0,-0.0977740350911894
X1299.HK.EQUITY,0,0,0,0,0,-0.0539470784345926,0.110532268450371,0,0,0,0.118699845472317,0,0,0,-0.14145198509407,6.93889390390723e-18,0,0,0.335452752103498,0,0.259697646565207,0,0.0852611529295051,0,0,0,0,0.102459370938054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0163291886114975,0,0
X601628.CH.EQUITY,0.0247171487165135,0.315593552635138,0,0,0,0,0,0,0,0.0120362279240894,1.38777878078145e-17,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.149181293076095,0.0664241248880724,0,0.0255350220954489,0,0,0,0,0,0,0,-0.339699815922723,0,0,0.0993053276510503,0,0.212102779629924,-0.00776498507437025,0,0.172157015839151,0,0,0,0,0.0793009136954494
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0455011625773256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.00694673645938013,0,0.0327111864650051,0,0,0,0.470177733073012,0,0,0,0,0,0,0,0,0.216005643321332,0,0.015492521663013,0,0,0,0,0,0,0,0,0,0,0.0469397961307253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184177510914354,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0.0564459714855814,0,0,0,0,0,0,0.313211191696592,0,0,0,0,0,0,0,0,0.211799966125033,-0.110266224527894,0,0.0917875683746855,0.147674215304695,0,0,0,0,0,0,0.00224468000975393,0,0,0,0,0,0,0,0.0457442105231518,0,0.150344448829118,0,0.0244518653698584,0,0,0,0,0,-0.0390744715782792,0
X600000.CH.EQUITY,0,0,0,-4.33680868994202e-19,0,0,0.322770177201963,-0.0704124993937198,0,0,0,0.126261059984348,0,0,0.211394496365438,0,0,0,0,0,0,0,0,0,0.0706628918125179,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.214403756590315,0,0,0.0726121796574473,0,0,0,0,0,0.103882399650935
