,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0.255623521078218,0,0,0,0,0.181048677586466,0,0,0,-0.0735119215249953,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0359437782394424,0,0,0,0.0791847180138252,0,0,0,0,0.0520298460520233,0,-0.0504543562826909,0,0,-0.081510542089933,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.153063466818797,0,0.0782897285812519,0,0.28238256535503,0,0,-0.0296239378872363,0,0,0,0,0,0,0,0,0,0,0,0,0.0818023791282591,0,0,0,0,0,0,-0.260102343505211,0.323216486616627,0,0,0.184428377867135,0,0,0,0,0,-0.0395717545127714,-0.0240657420925322,0
X601939.CH.EQUITY,0.249704609735454,0,0,0,0.102773760471146,0,0,0,0,0,0,0,0,0.137254741939972,0,0,0,0,0,0.0169067257052988,0.140606631859892,0,0,0,0,0,0.128239692905966,0,0,0,0,0,0,0,0,0,0,0,0.167647180927302,0,0,0,0,0.117499340037021,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.306076226309277,0.0294972162495591,0.0546333979549159,0,0.0539599967738265,0,0,0,0.0630143871113389,0,0,0,0,0,0,0,0,0,0,0,0.0618067479263602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0937856419546567,0,0,0.171035220783461,0.131406970965907,0,0,0.163592986091963,0,0,0,0,0.162812392166266,0,0,0
X5.HK.EQUITY,0,-0.189867186805698,0,0.403978152822253,0,0,0,-0.18100297001879,0,0,0,0,0,0,0,0,0,0,0,0.118032658656347,0,-0.121699096729493,0.518341674289768,0,0,0,0,-0.0689434417106065,0,0,0,0,0,0,0,-0.0519245264665504,0,0,0,0,0,0.145871445397254,0,0,0,0,0,-0.157357376714542,0,-0.123719620624757,0
X601988.CH.EQUITY,0,0,0.0268566664492009,0.27024071849333,0,0,0,0,0.0545055741333849,0.121398890684138,0.420398312634191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293268402307237,-0.0391845421214002,0,0,0,0,0,-0.145517337614674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283007855768747,0,0.188375006995441
X600036.CH.EQUITY,-0.126959763681784,0.233570713062517,0,0,0,0,0,0,0,0,0,0.110502196454541,0,0.200032717494408,0,0,0,0,0.131002563073457,0,0,0,0.105393383619783,0,0,-0.0302217348522751,0,0,0,-0.0872591328588702,0,0.331828636317915,0,-0.0700479715256675,0,0,0.105343540556909,0,0,0.0825023295616052,0.0399886047818128,0,0,0,0,0,0.0908489317934659,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0641968120199335,0,0,0,0,0,0,-0.0643667228725419,0,0,0,0.0737606808360611,0.144084297737329,0,0.156785329082449,0.114111254585267,0.0785591220893716,0,0,0,0,0,0.180786242896264,0,0,0,0.0358758696175436,0,0,0,0,0,0,0,0,0,0,0,0,0.0772290244168126,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.00926627531058562,0,0.0496861071284622,0,0,0,0,0.0891589913974871,0,0,0,0,0,0.146557501122575,0,0,0,0,0,0,0.0649344309378142,0,0,0,0,0.013014613067447,0,0,0.00107024467706974,-0.153162716139323,0,0.0286752885720925,0,0,0,0,0,0.356915258135818,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0214922524131737,0.102805608400761,0,0.151485552622829,0,0,0.0164405090763467,0,0,0,0,0,0,0.196155780830994,0,0,0,0,0,0,0,0,0,0.105259397449792,0,0,0,0,0,0.333447577414746,0,0.13234531740972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.169335112957067
X601328.CH.EQUITY,0,0,0.0165299766484344,0,0.0566379341741677,0.2941400503321,0,0,0,0,0,0.167507579385693,-1.73472347597681e-18,0,0,0.0101475227963163,0,0,0.0212624277724825,0.176267461263012,0,0,0,0.162839028340528,0.119764443872218,0,0,0.0268786342318091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08853354348648,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.172145489782926,0,0,0,0.0243396054535169,0.248377477192311,0,-0.0429081923355441,0,0.213786740986522,0,0,0.0351148833945086,0,0,-0.0187652242745275,0,-0.0235700156558542,0,0,0,0,0.188387562431202,0,0,0,0,0,0,0,0.0548239591869883,0,0,0,0.126947880688157,0,0,0,0,0,0,0.00761111629048876,0,0,0,0,-0.110631881747127,0,0,0.0595208545593848
X601319.CH.EQUITY,0,0,0,0,0,0,0,0.0768159482555791,0.0741053152938315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165100228027486,0.00452693651920667,0,0,0.00892583813173475,0,0,0.0350000847408779,0,0,0,0,0.230206763155595,0,0.0812481708284609,0,0,0,0,0,0,0.0430357826229668,0,0,0.169985806490212,0,0,0
