,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0145777723775908,-0.00657069976559298,0.239028549059429,0,0,0,0,0,0,0,0,0,0,-0.132028847625754,0,0,0,-0.199294599160028,0,0,0,0,0,-0.33428317165286,0,0,0,0.0744857733198354,0,0.758697251727419,-0.188064239037236,0.188606319118627,0,0,0,0,0,0,-0.0246463918949218,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.055316842016165,0,0.030282425422901,0,0,0,0,0.0850714916968643,0,0,0,0,0,0,0,0,0,0,0.207773028470637,0,0,0,0,0,0,0.0261369949551593,0,0,0,0,0,0.348416338295539,0,0,0,0,0.208202965044602,0,0,0,-0.00950818731893225,0,0,0.0284463091591179,-0.0479182416963957
X601939.CH.EQUITY,0.273331488854582,0,0,0,0,0.039396203796155,0,0,0,0.0217545521306774,0,0,0,0,0,0,0,0.0839884583798198,0,0,0.0297030913825182,0,0,0.0234082516947333,0,0,0,0,0.143446048376756,0.107223604238878,0,3.46944695195361e-18,0,-0.114577826211123,0,0,0,0,0.415762234193711,0,0,0,0,0,0,0,0,0,0,0,0.106459101024873
X601288.CH.EQUITY,0,0,0,0,0,-8.67361737988404e-19,-0.0118141196448466,-0.237935779994069,0.196220221328721,0,0.392106045406452,0,0,0,0.208539884436352,0.0169305688775404,0,0,0,0,0,-0.0440352912008084,0,0,0,0,0,0,0,0,0,0,-0.535576628938943,0,0,0,0,0,0,0,0,0.271864291327818,0,0,0.0259338438216141,0,0.088498264685804,0,0,-0.100084404541183,0
X5.HK.EQUITY,-0.140573012629097,-0.0464605183947501,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394389634366932,0,0,0.227773913253805,0,0,0.208533984562372,0,0.269665194999081,0,0,0,0,0,0,0,-0.0989655192994849,0,-0.0313659267542989,0,0,0,0,0,0,-0.145183742986653,0,0.160104486560724,0,0,0,-0.0286902416462368,0,0,0,0
X601988.CH.EQUITY,0,0,0.0186167686443477,0.0761836915301515,0.0926861457586748,0,0,0,0,0,0.25572841772345,0,0,0,0,0,0.0636364957968016,0.0893351595121659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0782237111417611,0,0.156942427447368,0,0,0,0,0.257804826459676,0.19398884629696,0,0,0,0,-0.00732419116396035,0.0190029545717229
X600036.CH.EQUITY,0,0.105104247878433,-0.0929230251623332,0,0,0,0,0,-0.056253818602004,0.235178349744145,0,0.389812210976185,0,0,0,0,0,0,0,0,-0.0612235178634215,0.250023158239322,0,0,0,0,0,0.0698915586090736,0,0,0,0.450026426870298,0,-0.260369374488711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208591325555062,0,0
X1299.HK.EQUITY,0,0.0873973947247921,-2.16840434497101e-19,0,0.0717891265404144,0,0,0,0.0751689162991092,0,0,0,0,0.0257538651470728,0.178997468736083,0,0,0,0,0,0,0,0,0,0,0.11104748682022,0,0,0,0.0264167066055141,0.249356699278938,0,0,0,0,0,0,0,0,-0.0468592271024482,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0495288307553089,0.0377933187463702,0.0582324390635315,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.337193927780991,0,0,0,0,0,0,0.062295524183346,0,0,0,0,0,0,0,0,0,0,-0.0620227196942977,0,0,0,0.073067110602802,0,0.2215651994296,0.100299823266592,-0.0635313694258613,0,0,0,0,0,0,0,0,0,0,-0.104172712562642
X601328.CH.EQUITY,0,0,0,0,0,0,0.314743504122349,0,0,0,0,0.178145246017109,0,0,0,0,0,0,0,0,0.0456905377977602,0.260791515631224,0,0,0,0.0994404532066536,0,0,0,0,0,0,0,0,0,0,-0.168333940191081,0,0,0,0,0,0,0.0880435538893752,0,0,0,0,0,0,-0.217889671618148
