,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.531995154455305,0.0542550392232657,0.0478784326408202,0.0366434689842804,0.0781995781676719,0,0,0,0,0,0,0.0372172369668656,0,0,0,0.000971746027653608,0.071922738468754,0,0,0,0,0,0.0649215661257524,0,0,0,0,0,0,0,0,0,0,0,0,0.00168424283618185,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0,0.0836612871915759,0,0,0.0600035450242928,0,0,0,0,0,0,0,0.229952850821648,0,0,0,0,0,0,0.0930813286257414,0,0.030632861821287,0,0,0,0,0,0,0,0,0,0.156517322861871,0,0,0.281909577842062,0,0,0,0.0125716770105174,0,0.0149652630242335,0,0,0,0,0
X601939.CH.EQUITY,0.467796938577101,0,0,0.183803372884218,0,0.110188873133071,0,0,0,0.0170163116888118,0.133470684146948,0,0,0,0,0,0,0,0,0,0,0,0.000810189138677639,0,0,0,0.00119530755788019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00440990201782627,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.430418866453145,0,0.077421427380263,0,0,0.0132998294963467,0,-0.0209836671535057,0,0.0778928252644943,0,0,0,0,0,0,0,0.201496194173441,0,0,0.151292529855744,0,0,0,0,0.0324072534313898,0,0,0.0896294186976481,0.0678311366766742,0,0,0,0,0,0,0,0,-0.0876718169848182,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.256571791965196,0,0,0,0,0,0,0,0,0,0,0.538849811871157,-0.11445491435853,0,0,0,0,0.205017784976132,-0.124037962751061,0,0.324420787696098,0,0,0,0.0533123529703236,0,0,0,0,0,0,0.0239735041270158,0,0,0,0,0,0,0,0,-0.61591645954601,0,-0.0130123521517988,0,-0.184675594706548,0
X601988.CH.EQUITY,0.0428945767351812,0,0.233858771239901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0917761750373075,0,0,0,0.255192971764863,0,0.000918403717905303,0,0,0,0,0,0,0,0.0863981217186706,0,0,0,0,0,0,0,0,0,0.219308671458871,0,0,0,0,0,0.0711142724792084,0,-0.0393395317045668,0
X600036.CH.EQUITY,0.0288115713072523,0.118132670471373,0,0,0,0,0,0,0.0518508498059535,0,0.117076291728956,0,0.213216398027175,0,0,0,-0.0516916433295886,0,0.0683592290870333,0,0,0,0,0,0.334207566168366,0,0,0,0,0.114881433072187,0,0,0,0,-0.0459920456479238,0,0,0,0,0,0,0,0,0.0133015082103815,0,0,0,0,-0.0439004122430591,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0354011644573823,0,0,-0.0547478448758249,0,0,0,0.129126800126811,0,0,0,0,-0.03229211622428,0,0,0,0.256355315262989,0,0,0.0851040514838261,0,0,0,0,0,-6.93889390390723e-18,0.0092317614249213,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.0298423866113963,0,0,0,0.284413690955889,0,0,0.126896161555601
X601628.CH.EQUITY,0,0.030727840538219,0,0,0,0,0,0,0,0,0.0545829393836739,0,0.0874715396419575,0,0,0.0115646495401751,0,0,0,0,0,0,0,0,0.0454248800099188,0,0.106851423435065,0,0,0,0,0.237630533506746,0,0,0,0,0,0,0,0,0.0801874511784143,0.195092048735015,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.0679082013358171,0,0,0,0,0.0898784328779613,0.0089252734091707,0,0,0,0,0.0928747590164815,0,0,0.0124079514166827,0,0,0,0,0.16711321767542,0.0251951430351428,0,0,0,0,0,0,0,0,0.0688538691357252,0,0,0,0,0,0.000472749146028285,0,0,0.190281298437894,0.238185276831716,0,0,0,0,0,0,0,0,0,0
