,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X17.HK.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.2584752901535,0,0,0,0,0,0,0.145324657330358,0.0404620685794185,0,0,0,-0.198327226236439,0,0,0,0,0.352508854489328,0,0,0,0,0,1.38777878078145e-17,0.205767962765297,0,0.0554898408321625,0,0.0989912873934615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0760235636326959,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0260389500244494,0,0,0.243247806580376,0,0,0.267185939394797,0,0,0,0.0985849112379385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108924424442622,0,0,0,0,0,0,-0.254695234573115,0.0954705859212846,0,0,0.177915998496524,0,0,0,0,0.101708075312161,0,0,0
X601939.CH.EQUITY,0.439496993069847,0,0,0,0,0.190464238446184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056954598886224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360539720108193,0,-0.153163593741951,0,0.0862872510839899,0,0,-0.0110088883231107,0,0,0,0,0
X601288.CH.EQUITY,0.56568024506818,0.0318340357493607,0.106086299444118,0,0.0656061463443314,0.0109561142882885,0,0,0.0483392932467208,0,0,0,0,0,0,-0.0354089641757104,0,0,0,0,0,0,0,0,0,0,0.0813112274123365,0,0,0,0,0,0,0.0507239778784517,0,0,0,0.158000561578662,0.179549870873295,0,0,0,0,0,0,0.0435095383543618,0,0,0,0,-0.0593847681536262
X5.HK.EQUITY,0,-0.116164903904183,0.188302181050355,0.139963150147418,0,0,0,-0.155931639271756,0,0,0,0.229109940318522,0,0,0,0,0,0.590353564145139,0,0,-0.0643212850440404,0,0,0.141049284861336,0,0,-0.166683526768973,0,0,0,0,0,0,0,0,0.0231273044207381,0,0,0,0,0,0,0,0,0,0.145599884327882,0,0,0.118107273762412,0,0
X601988.CH.EQUITY,0.111142813421321,-8.67361737988404e-19,0.205399353364818,0.110914066713616,0,0,0,-0.00420339288267412,0.118891489280435,0.0783981372263475,0.241324683441063,0,-0.412103614689363,0,0,0,0,0,0,0,0,0,0.00540465382833566,0,0,0,0.144896463373619,0,0,0,0,0.0213923305728952,0,0,0.0518958023065085,0,0,0,0,0,0,0,0,0,0.101831249073691,0,0,0,0,0,0.071809454437071
X600036.CH.EQUITY,0,0.372163143076225,0,0,0,0,0,0.034327207044983,-0.0112398910361305,0,0,0,0,0.288333718068793,0,-3.46944695195361e-18,0.0201779869655023,0,0,0,0,0,0,0.176251079845671,0,0,0,0,0,0,0,0.0927032601787338,0,-0.0399122573211997,0.000544414852262531,0,0,0,0,0,0.164788337113914,0,0,0,0,0,0.0163948660749154,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.161055078585834,0,0,-1.73472347597681e-18,0,-0.0488592026381781,0,-0.049444202803747,1.73472347597681e-18,0,0.274052647724183,0.273015153858432,0,0,0.143442438723038,0,0,0,0,0,0.0955163425172886,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710588293675308,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0703676979604605,0.387960615447938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122705268397655,0,0,0,0,0,-0.22029343163628,0.142266721258833,0,0,0,0,0,0,0,0,0,0,-0.0213296428740551,0.293139819080623,0,-0.0530515609720659,0.0829681015537125,0,0.154595083195161
X601166.CH.EQUITY,0.117395278010886,0,0,0,0,0.0437511592269946,0.499670100186778,0,0,0,0,0,0,0.0393398528429537,0,0.246709701499509,0,0,0,0,0,0,0,0,0,0,0,0.0835485788362528,0,0,0,0.0441059538412919,0,0.109042358942171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.0703795846506559,0,0,0.126837806989257,0,0,0,0,0.01889335782727,0,0.0821921525864233,0,0,0,0,0,0,0,0,-0.130274699260844,0.252229765576686,0.224955215501266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297369038739273,0,0,0.203339228831872,0,0.0313999636102824,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.241442640600382,0,0,0,0.400636930226195,0,0,0.0792840046442786,-0.0308722634453865,-0.0844251836616711,-0.0733909339696414,0,0,0,0,0,0,0,0,0,0,0.165667660280947,0,0,0,0.036474640428692,0,0,0,0,0,0,0,0,0,0,0.0744191944012479,0,0,0,0.0474221068101293,0.155408177141209,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134171193036644,0,0.00624979391912915,0,0,0.130585527480791,0,0,0,0.0192799891011231,0.044091221014199,0,0,0.340311826279406,0,0,0,0.349439550912385,0,0,0,-0.0349839275034344,0,0,0,-1.73472347597681e-18,0,0,0.0400079549488502,0,0,0.121352664451925,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0.000527773178945885,0.103238673670666,0,0.104434672433067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291576320415736,0,0,0,0,0,0.217219033319118,-0.214342679736025,0,0.126715263722744,-0.1693750577505,0,0,0.160941054987822,0,0,0,0,0,0,0,0.256920687708011,0.264028056089837,0,0,0
X16.HK.EQUITY,0,0,0,0.165894699601876,0,0,0,0.0890967724366276,0,0,0,0,0,0,0,0,0.0187161859999003,0,0,0.0288678775630155,0,0,0,0.333590016263679,0,0,0.0871124569848677,0,0.0612433914498035,0.0459219261047161,0.087264720304357,-0.0602340075796827,0,0,0,0,0,0,0,0,0,0.123579954224863,0,0,0,0,0,0,0.234520188431288,0,0
X601601.CH.EQUITY,0,0,0,0,0,-0.166730756900041,0.0263121345427949,0,0.163347241309716,0.195353896138032,0,0,0,0.0810771268207263,0,0,0.292846656650742,0,0,0,0.151020358605388,0,0.0857420609800715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206988097045699,0,0,0,0,0,0,0,0,0,0.0368887357202393,0.0494151614882146,0
X388.HK.EQUITY,0,-0.0358052260524167,0,0,0,0,0,0.27338419921451,0,0,0,0,0,0,0,0,0,0,-0.0800301130607638,0,0,0,0,0,0,0,0,0,0,0,0.0655904698496435,0,0,-0.121859384328206,0,0,0,-0.225284601835427,0,0,0,0.448905709605747,0.0980199730160204,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0.180914240722403,0,0,0,0.195201388687076,0,0,0.265592452115139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375319867795371,0,0,0,-0.0828356683922779,0,-8.67361737988404e-19,0,0,0.133684857108902,0,0,0,0,0,-0.118814479082147,0,-0.047725313029596,0,0,0,0,-0.058838514617725,0,0,-0.195639537809257,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387692753210662,0,0,0,0,0.104442900514785,0,0,0,0.15514481569389,0,0,0,0,0,0,0.114229025688027
