,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601066.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.245136773324915,0,0.253458331575569,0,0,0,0,0,0,0,0.046751197033184,0.247384809532426,0,0,0,0,0.0614437456396335,0,0,-0.139738269622226,0,0,0,0,0,-0.0994010311098635,0,0,0,0,0,0,0,0.0180061136950272,0,0,0,0,0.0596372894020957,0,0,0,0,0,0,0,0.0885494273130277,0,0,0,0
X601318.CH.EQUITY,0,0,-0.0572614186420843,0,0,0.0645134046231656,0,0,0.220664382609205,0,0,0,0.132814800645743,0,0,0,0.215607029503597,0,0,0,0,0,-0.0158839849743072,0,0,0,-0.11548348665408,0,0,0,-0.148491693361093,0,0,0,0,0.222511978797307,0,0,0,0.13630878163253,0.288422631683739,0,-0.245142459636447,0.250081373926999,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.611468615644523,0,0,0,0.0243901189938654,0,0,0,0,0,0.136963641965127,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350199921211906,0.00594528881347953,0,0,0,0,0.0435067150272442,0,0,0.258561463185118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.346412089363514,0,6.93889390390723e-18,0,0,0.386995651475216,0,0,0,0,0.0306597129648046,0,0,0,0,0,0.0499417519294705,0.12202736652404,0.00639538854592393,0,0,-0.0686902121748423,0,0,0,0,-0.0151792234101289,0,0,0,0,0,0,0,0,-0.0661894498489832,0,0,0,0,0,0,0.166020238032325,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.191629002695245,0.0529325980510202,0.167096219367046,0,0.0860087795855742,0,-0.0542132758321366,0,0,0,0,0.17692277443117,0,0,0,0,0,0.480725903535987,0,0,0,0,0,0,0,0,0,0,0,0.337449908454015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197330355719848,-0.0143403170033132,0,-0.100592327442572,0
X601988.CH.EQUITY,0.105858990919121,0.147292025077891,0.299441599789544,0,0,0,0,0,0.10396555614166,0,0,0,0,-0.0549507226498017,0,0,0,0,0.120489332947059,0,-0.0416486529249695,0,0,0,0,0,0,0,0,0,0,0,0,0.164854989046065,0.118129478863948,0,0,0,0,0,0,0,0,0.0354627308162567,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.1597832235308,0,0,0.0290421741315076,0,0.135598397673854,0,0.356033478844901,0,0.0420155068270859,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0737079023515565,0,0,0.11388891289979,0,0,-0.0205514841836203,0.0741290458894098,0,0.0271292360156665,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,4.33680868994202e-19,0,0,0,0.094090870174166,0,0.179385137603259,0,0.0331159049483641,0,0,0,0,0.0581912815896444,0,0.369729098276406,0.0252186998821309,0,0.0575235938776753,0,0,0.0168048272910957,0,0.162630341524119,0,0.0645692829633372,0,0,0,0.00363171836347265,0,0,0,0.0211141839938698,0,0,0,0,0.00486071832651522,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.255248242491496,0.148985638072077,0,0,0,0,0,0.134715479526451,0,0,0,0,0,0,0,0,0,0,-0.24766294485186,0,0.0479902525093465,0,0,0.0537028371985221,0,0.0102649368143227,0,0.0350141661576176,0,0,0,0.154759238810782,0.104736820969319,0,-0.0747654995297103,0,0,0,0,0,0,0,0,0,0,0,0.0947803633056432,0,0,0,0,0.128848660677311
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.116735280010358,-0.520341549589506,0,0,0,0,0,-0.0497035282260609,0,0,0,0,0,0.795554610837765,0,0,0,0.0183703234225161,0,0,0,0,0,0,0,0,0,0,0,-0.568381945639662,0,0,0.189178035370073,0,0,0.0890962916811975,0.256373678094063,-0.119225707010186,0,-0.0168729212346521,0,0.0151968642942314
