,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.129860587580695,0,0.0559322001688673,0,0,0,0,0,0,0,0.364276377603217,0,0,0,-0.0343289568496502,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465645567293726,0,0,0,0,0,0,0.24965520734681,0,0,0,0,0,0.0726023248048075,0,0,0,0.0128384863595534,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.112384657048505,0,0,0,0.00140128761979491,-0.176399245516877,0,0.0931261730853916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230403605174746,0,0,0,0,0,0,-0.254203247682005,0,0.448081286209129,0.0493989003328802,0.130399206241509,0,0,0,0,0.187094491479391,0,0,0
X601939.CH.EQUITY,0.2211420878035,0,0,0.255965175941126,0,0.148201774127793,0,-0.0489848063115,-0.028958974770236,0,0,0,0,0,0.0320318037039445,0,0,0,0,0,-0.00975789046617596,0.0635208917369711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487388948699321,-0.0956225633736845,0,0,0.0178330667586609,0,-0.0385445890219689,0,0,0.0344976567477252,0,0,0
X601288.CH.EQUITY,0.413287865810963,0,0.19480062470485,0,0,0.154078305727955,0,0,0.0263544460099291,0,0,0,0,0.041363426132271,0,-0.118204732164757,0.0482621794132552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0202893074062317,0,0,0.0386528981848521,0,0,0,0.156314226193288,0,0,0,0,0,0,0,0,0,0.178661402265276,0,0
X5.HK.EQUITY,0,-0.0538768994026979,0,0.222469492971152,0,0.0452585313073272,0,-0.214151950182161,0,0,0,0.0675985238588163,0.0412857890185617,0,0,0,0,0,0,0.679306424962021,0,0,0,0,0.169350582008287,0,0,-0.0604273062768682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217538174130096,0,0,-0.0832764005158113,0,0
X601988.CH.EQUITY,0.140607374905552,0,0.125688303000512,0.149438855069612,0,0,0,0,0.100395198164537,0,0.102032947680788,0,0,-0.241931371594335,0,0,0,0,0,0,0,0,0.0697229853343697,0.250627140989997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113201662600941,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0248002534072049,0,0,0.00734114580937955,0,0,0.107201499657245,0,0,0,0,0.0504318928645361,0,0.296962857493417,0.232142297817318,0,0,0,0.110644383702871,0,0,0,0,0,0,0,0,0,0,0.0586401013166368,0,0,0,0,0,0,0,0,0,0,0,0.0406551888311766,0,0,0,0,0.0859248525710645,0,0,0,-0.0446908765456223
X1299.HK.EQUITY,0,0,0,0,0,-0.00308343463410133,0.0103261237947878,0,0,0,0.20982899735132,0,0,0,-0.141524283628883,0,0,0,0.335585519100326,0.23900959990386,0,0,0.0201920150757741,0,0,0,0,0.153078170575672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0607815011870222,0,0.121174347851409,0,0,0,0,0
X601628.CH.EQUITY,0.285258695925449,0.281034973566411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00823424350373413,0,0,0,0,0,0,0,0,0,0.0477032966930778,3.73072197921483e-05,0,0,0,0,0,0,0.0999975785694635,-0.0408080523755885,0,0,0,0,0,0,0,0,0,0.0514771094531481,0,-0.187626249057278,0,0,0.222198226269687
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
