,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X300059.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.00415616752783427,0,0.207187905568827,0,0,0,0.394598187160745,0,0,0,0.0437502819359763,0,0,0,0,0,0,0,0,0,0,0,0,0.228631794118856,0,0,0.00700472725530647,0,0,0,-8.67361737988404e-19,0.104959931047597,0,0.0746656117417124,0,0,0,0,0,0,0,0.0530861013359686,0,0,0,0,0,-0.107063568576716,0,0,0
X601318.CH.EQUITY,0,0,0,0.135624812327872,0,0,0,0,0.161351692896785,0,0,0,0.206881772881373,0,0.0809942973949749,0.0143672999182038,0,0,0.0678533783605853,2.77555756156289e-17,0,0.035671624806539,0,0,0,0,0,0.178075560121473,0.00682576750031613,0,0,0.0272045596949434,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15328979383581,0.170036238036141,0,0,0,0,0
X600036.CH.EQUITY,-0.0132567530472601,0,0,0,0,0.196347040435675,0,0,0,-0.0961897482248365,0,-0.0486367960766083,0.104210346634274,0,0,0,0.114490018925834,0,0.146174341744594,0,0,0,0,0,0,0.420067812482839,0,0,0.0649697950438738,0,0,0,0,0,0,0,0,0,-0.0787869538067016,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.516513230801993,0.100228253143911,0,0,0,0,0,0,0.135527059738665,0,0.17002438829062,0,0,0,0,0,0.010140286855657,0.11983113554588,0.0608799160513119,0,0,0,0,0,0,0,0,0,0.188818761341685,0,0,0,0.0477554217737854,0,0,0,0,0,0.0650394751868709,0,0,-0.0925125071816238,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0.0827354991700415,0,0,0,0.503759665572356,0,-0.047827484062566,0,0,0,0,0.107741653343577,0,0,0,0.117439979729407,0,0,0,0.0719628556208133,0,0.072669112186544,0,0,0,0.002634449965679,0,0,0,0.048917665089332,0,0,-0.0343736665221427,0,0,0,0,0,0,0,0,0,0,0,0.0142432813753463,0.0262739450654381,0,0,-0.0505726241551254
X1299.HK.EQUITY,0,0,0,0,-0.0556518532621818,0,0,0,0,0.127655547536811,0,-0.0778664168564109,-0.0689428899372725,0,0.0710141613635789,0,0,0,0,0,0,0,0.125120521027818,0,0,0,0,0,-0.00598793193375348,0,0,0,0.0537488016521566,0,0,0,0,0.0233443613242603,0,0.13117474851672,0,0.222207655524574,0,0.149715253493759,0,0,0,0,0.274981721265177,0,0,0
X601628.CH.EQUITY,0,0,-0.0528175433870279,0,0,0,0,0,0,0.149121647824116,0,0,0,0,0.116511940378675,0,0,0,0,0,-0.0547484082129895,0,0.151795260239974,-0.066490917578405,0,0,0,0,0,0,-0.0022553291822038,0,0,0,0,-1.38777878078145e-17,0,0.375062284484365,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0483901674220039,0,0,0,0.46175850338592,0,0,0,0,0,0,0.0514096284869322,-0.0402130703702234,0,0,0,0,0.209733403618495,0,0,0,0,0,0,0.017541686128001,0,0,0,0,0,0,0,-0.111749976866578,0,0,0,0,0,0,0,0,0.116675762236179,0,0,0.146270524043023,-0.04008743327185,0,0,0,0,0,-0.0672440505423201
X5.HK.EQUITY,0,0.146333507339356,0,0,0,0,0,0,0,-0.13284493998081,0.0708881754116976,0.0975943510462499,0,0,0,0,0,0,0,0,0,0,0.199517752343585,0,0,0,0.163011031530768,0,0,0.0480655127006215,0,0,0.112708388461705,0,0,0,0,0,0.253523994268979,0,0,0,0,0.147815635196883,0,0,0,0.0561978676606252,0,0,0,-0.0670432287792393
X388.HK.EQUITY,0,0,-0.170543758030431,0,0.0473256714054306,0,-0.124030477744583,0,-0.154713796798311,0,0,0,0,0,0,0,0,0,0,0,0,0.0979712151822022,0,0,0,0,0,0,0,0,0,0,-0.237998271713542,0,0,0,0,0.214317304272818,0,0,0.200127530273354,0,0.245812722677717,0,0,0,0,0,0.20395272931166,0,0,0
