,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X300059.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.246303601596227,0,0.0184137903107991,0,0,0,0,0,0,0.269955137267601,0,0,0,0,0,0,0,0,0,0,0,0,0.136465448838788,0,0.0263075794839361,0,0.0962231933512104,0,0.189533864710155,0,0,0,0,0,0,0,0,0,0,-0.0684165590220219,0.0267921819819849,0,0,0,0,0,0,0,-0.105774371262003,-0.232422447211122,0.00376149603061164
X601939.CH.EQUITY,0.143392761392377,0,0,0.297090659423616,0,0,0,0,0,0,0,0,0,0.324410500313605,-0.0857855699850845,0,0,0,0,0,0,0,0,0,-0.0429335963300855,0.222867766544193,0,0,0,0,-0.0402393703285112,0,0,0,0,0,-0.0447305782052834,0,0,0,-0.0240495007787873,0,0,0,-0.07802329466317,0,0,0,0.130430977001326,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0937479241439913,0,0,0,0,0,0,0.0897709171609193,0,0,0,0,0.0624435777577071,0.171418838466083,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0360801555918003,0,0.00701027896606203,0,0,0,0,0,0.023740187800215,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.311933987673606,0,0,0.224327652711239,0,0,0,0,0,0,0,0.192373388633352,0,0,0,0,0,0,0.174974269391712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198378710622123,0,0,0,-0.0252639947351742,0,-0.0451714943512188,0,0,0,0,0.00522903712962593,0,-0.0265929199010255,0,0,0.0226306581328295,0
X601988.CH.EQUITY,0,0,0,0.339001620096586,0,0,0,0,0,0.355636800604925,0,0,0,0,0.04630004481395,0.146659947150746,0,0.0928750302557596,0.072844421060513,0,0,0,0,0,0,0,0.0645263440748385,0,0,0,0,0,0,0,0,0,-0.480561380167421,0,0,0,0.0343095815440109,0,0,0,0,0,0,0,0,0,0,0.3379849516454
X600036.CH.EQUITY,0,0.179039689145139,0.0164052980435763,0,0,0,0,0,0.0987819638030561,0,0,-0.029557157333019,0.124236405766845,0,0,0,0,0.169885150036296,0,0,-0.021744443013302,0,0,0.131441964635702,0.029615805266177,0,0,0,0,0,0,0,0.367942623329018,0,0,0,0,0,0,0,0,0,0.0310384947053193,0,0,0,0.0615626230804742,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0861041356785226,0,0,0.17546927511311,0,0,0.288849020533544,-6.93889390390723e-18,0,0,0,0.136687936317464,0,0,0,0,0,0,0.0900519931044683,0,0,0,0,0,0,0,0,0,0,0.150651824450928,0,0.0357588749431161,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0436568235154326,0,0,-0.0376182563735745,0,0,0,-0.381251570994846,0.61046600717537,0,0,0.0433560676658578,0,0.690244920457752,0,0.0174761920481758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.148249777579552,0,0,0.28614409343333,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.117543768836476,0,0,0,0,0,-0.105500070318583,0,0,0,0,0.078761548763625,0,0,0,0,0.346691235646796,0,0.119982153689663,0,0,0,0,0,0,0,0,0.0126382717152825,0,0,0,0,0,0,0,0,0.0603588916130416,0,0,0,0,0,0.27383004309036,0,0,-0.0253880278981407,0.0134523098277732
X601658.CH.Equity,0,0,0,0,0.118490992320118,0,0,0,0,0,0,-0.106916787234549,0,0.114733099035552,0,0,0,0.0967955158555517,0.227109189766997,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0.15717555856508,0.32385786767534,0,-0.147226794339554,-0.135906250656301,0,0,0,0,0.104316675230768,0,0,0,0,0,0
