,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.189022601426065,0,0,0,0,0,0,0,0,0.187363137993887,0,-1.73472347597681e-18,0,0,0.35382255491913,0,-0.00399237969449846,0,0,0,0,0,0,0,0,0,-0.086908260039949,0,0,0.445359472938306,0,0,0,0,0,-0.0118042078410432,0,0,0,-0.0567721155183166,0.0564327829734255
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.037348523777062,0,0,0,0,0,0,0,0.0554720366901264,0.324326774787204,0.0853009251840128,0,0,0,0,0,0,0.102932122510339,0,0,0,0,-0.0156212768549748,0,0,0,0,0.1691210895219,0,0,0,0.105544194054879,0.117761089443613,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.475244781206268,0,0,0,0,0,0,0,0,0.0238142939143256,0,0,0,0,0,0,0,-0.292299446037087,0,0,0.138095065201555,0,0.133351350773808,0,0,0,-0.376981803486965,0.0359191697436309,0,0,0,0,0,0,-0.294660845794718,0,0,0,0,0.0492980105913996,0,0.599322347543855,0.161303838995972,-0.0290369097668592,0,0,0.159974180725209,0,0,0,0.0824186797840454
X601288.CH.EQUITY,0,0,0,0,-0.057492727697914,0,-0.0553413050654185,0,0.118423535398441,0,0.323314671688379,0,0,0,-0.0169104414731722,0.332798593141453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0730194728626309,0,0,0,0.149767778746119,0.339635598086006,0,0,0,0.0291864570046505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17753504695916,0,0,0,0,0,0,0,0,0,0.129373044180379,0,0.284233181073172,0,0,0,0,0,0,-0.0939664598789608,0,0.0595289126877409,0,0
X601988.CH.EQUITY,0,0,0,0,0.359367060790947,0,0,0,0.0425838908278068,0,0.125139048653718,0,0,0,0,0.104312901157991,0,0,0,-0.0698908069919012,-0.0723364531968894,0,0,0,0.210138058677012,0,0,0,0,0,-0.237702933336731,0,0.0329847659876882,0,0,0,0,0,0,0,0,0.0423591196398858,0,0,0,0,0,0,0,-0.078629707116077,0
X1299.HK.EQUITY,0,0,0,0,0.180262889796412,0,0,0,0,0,0,0,0,0,0,0,0.171920106875517,0,0,0,0,0,0,0,0,0.0459567379741874,0,0,0,0.114184593952311,0.0353786224659996,0,0.0249142098830415,0,0,0,0,0.543364809952193,0,0,0,0,-0.0576793979871813,0,0,-1.73472347597681e-18,0,0,0,0,-0.0163614598569129
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.538323583379227,0,0.251871565708903,0.0436046112985334,0,0.0615101985195671,0,0,0.0311149760908323,0,0,0,0,0,0,0,0,0,0,0.0410644192133724,0.0130989882466968,0,0,0,0,0,0,0,0,0,0,-0.116659536814219,0.209009243345505,0.336942050216339,0,0,0,0,0,0,0,-0.111448439025958
X601628.CH.EQUITY,0,0,0,0.0215020392546423,0,0.0122893884448127,0,0,0,0,0,0,0,0,-0.0464707752413792,-0.00880747788051852,0,0.158060228526299,0,0,-0.0104270459926072,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0775807079036467,0.430950557183019,0,0,0,0,0.242240705346228,0,0.136557476739328,0.0611054328697719,0,0,0,0,0,0,-0.0809980287835195
X601328.CH.EQUITY,0,0,0,0,0,0,0,0.679205380025683,0,0,0,0,0,0,0,0.0113191966956984,0,0,0,0.175786912846308,0,0,0,0,0,0,0.0833123052952313,0,0,0,0,0,0,0,0,0,-0.00606646357764507,0,0,0,0,0,0,0,0,0,-0.184719971053086,0,0,-0.0713977248686061,0
