,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.141561752783855,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,-0.139430348063417,0,0.0177613169757548,0.417771600800783,0,0.454658076450301,-0.22035865171736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0603851433852813
X601318.CH.EQUITY,0,0,0,0.0160237261461781,0,0,0,0,0,-0.0184478643750136,0,0,0.0184391689748458,0,0.0289785259380249,0,0,0,0.520695026005113,0,0,0,0,0,0,0,0,0,0.125892978672027,0,0,0,0,0,0,0.0689854670231589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0.0629894594145656,0,0.787627083728604,0,0,0,0.00773054709750302,0,0.0471055218500339,0.0514271037050696,0,-0.0553881375009624,0.0122322998387329,0,0,0.0772924947366497,0,0,0,0,0.00092849286529622,0,0,0.0343955254509701,0,0,0,0,0,0,0,0,0,0,0,0,0.0831013275680492,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00545960480399772
X601288.CH.EQUITY,0,0,0.895956917895523,0,-0.025985068723706,0,0,-0.0856587490559045,0,0.0139270280810033,0,0,0,0,0,0.0144827180030597,0,0,0,0,0,0,0,0.123635681430747,0.0988686454047832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0185216175444456,-0.133765283009016,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,3.46944695195361e-18,0,0,0,0,-0.0212594177820043,0.321908485951671,0,0.249425981745085,0,0,0,0,0,0,0.459563761991592,0,0,-1.73472347597681e-18,0,0,-0.0513329987092364,0,-5.55111512312578e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119958123727562,0,0,0,0,0,0.0154825399721318
X600036.CH.EQUITY,0,0,0,0.3307032121847,0,0,0,0,0.0476154599149596,0,0,0,0,0,0,0,0.0680484347476945,0.110228661491869,0,0,0,0,0,0,0.0737393349781527,0,0,0,0.144489056899373,0.120393255629863,0,0,0.0161562355769112,0,0,0,0,0,0,0,0,0,0,0,0.0512037780638954,0,0,0.0356097466847274,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.068308331361795,0,0,0,0,-0.0528612289889194,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0710719164287799,0,0,0,0,0.00186599282928246,0,0,0,0,-0.0220200964574108,0,0,0,0,0,0,0,0,0,0,0,-0.133620656550034,0,0.99880424747004,0,0,0.000568125598461071
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.1931480418241,0,0,0,0,0,0.0170528636054445,0,0,0,0,0,0,0.321278084754196,0,0,0,0,0.074682164024845,0,0,0,0,0.137427334024951,0,0,0,0.0306828476536435,0,0,0,0,0.0938028717163852,0,0.0451938756552945,0,-0.0302065150449596,0,0,0,0.206335868929299,-0.0359356699195579,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.151518986572824,0,0,0,0,0,0,0.171014016150504,0,0.35228166524727,0,0,0,0,0,0,0,0,0,0,0.00606852312034887,-0.0296653766751548,0,0,0,0.288524106563303,0.127569339924736,0,0,0,0,-0.31660306292,0.00551476131071509,0
X388.HK.EQUITY,0,0,0,0,0.220889968880956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126825228420094,0,0.25482463308611,0,0,0,0.114425537464712,-0.00872969149749023,0,0,0,0,0.129564559422048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1813774463408,0,0,0,0.283918827908335
