,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.00492262820630932,0.0784827153773616,0.335359784176061,0,0.0609923813539023,0,0,0,0,0,0,0,0,0,0,0,0.156623005948729,0,0,0,0,-0.0989609182688949,0,0,0,0.003831084925426,0,0.0980980525801059,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.158938982678556,0,0,0.03147367648683,0,0.0233003572128812,0,0.0740733968234883,0.211201389980271,0.0518357610950316,0
X601318.CH.EQUITY,0,0,0,0.0649710638535578,0,0,0,0.00438863174622475,0.128718876185468,0,0,0.0797505602615276,0.109981010040849,0,0,0,6.93889390390723e-18,0,0.118536398104056,0,0.215836478258121,0.0651689692313292,0,0,0,0,0,0,0,0.0478792268481593,0.101173200892261,0,0,0,0,0,0.015700232617468,0,0,0,0,0,0,0,0,0.0850409874678577,0,0,0,0,0,0.112292438506254
X601939.CH.EQUITY,1.73472347597681e-18,0,0,0,0.354332825235296,0,0,0,0,0,0,0.225173918674314,0,0,0.0109176607393605,0,0,0.142070814754105,0,0.068917957877006,0,-0.107010630717152,0,0,0.250953677916909,0.233501070393234,-0.0613435291068377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00840739593402251,0,0,0,-2.16840434497101e-19,0.0382620811272612
X600036.CH.EQUITY,0,0.115150861103735,0,0,0,0.0114166169254685,0,0.166723973437198,0,0,0,0,0.149540040642306,0,0,0,0,0,0,0,0,0,0.25001030894075,0.00783563646869775,0,0,0,0.0111048333820078,0,0.0554820528958892,0,0,0,0,0,0,0.00822153947767755,0,0,0,0.0850904574929063,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0751260323335644,0,0.079177676665345,0,0,0.0903378508264791,0,0.392579759959928,0,0,0,0,0,0,-0.0339823898422048,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171788792538797,0,0,0,0,0,0,0,0,0,0,0,0,0.0780461307715074,0,0,0,0.124911787942466,0,0,0,0,-0.0610854409987885,-0.0650160219044046
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0959381609522739,0.074140858746778,0,0,0,0,0,0.169198487665153,0,0,0,0,0.139195779574038,-0.136326618267697,0,0,0,0,0,0,0.00510304409464424,-0.0235730237529369,0.202621339515511,0,0,0,0.569194327883183,0,0,0,0,-0.0301557527235438,0.153375404167704,0,0,0,0,0,0,0,0,0,0.122169533689634
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.136052112613845,0,0,0,0,0,0,0,0,0.0307636384778013,0,0,0,0,0,0,0.106955859067556,0,-0.239128263315724,0,0,0,0,0,0,0,0.00929192595651103,0,0.0889138019552073,0,0.261786032658421,0.13795581347443,0.0666335415329359,0.0524537478798703,0.0822342401396735,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.0928177639966539,0.106137688740431,0.166160347835952,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230514214110776,0,0,0,0.211005822964963,0,0.0440609338163487,0,0.331391744351817,-0.0298482950232865,0,0,0.142524046600994,-0.07431574352671,0,0,0,0,0,0,0,0.0902250857520039,0,0,0,0,1.73472347597681e-18,0.0287104356154524,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0826073421316522,0,0,0,0,0,0.241490438934644,0,-0.0787793570528344,0.064211119954694,0,0,0,0,0,0,0,0,0,0.107643834745401,0,0,0.142368015063928,0,0,0.216624254938012,0,0,0.0608555296056131,0,0,0,0,0,0,0,0,0.234936266639789,-0.101570713907082,0,0.107796863220617,0,0,0.0606707543045697,0,0,0.108558394097531,0,0,0.0433270562985176,0
X601166.CH.EQUITY,0,0,0.0336033951573379,0.10119879055856,0,0,0,0,0,0,0,0.0325839953170928,0.0871295779854195,0,0.0510115873191117,0,-1.0842021724855e-19,0,0,0,0,0,0.165957663509318,0,0,0,0,0,0.362186012216494,0,0,0,0,0,0,0.0254676725656135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
