,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.400365292654355,-1.0842021724855e-19,0,0.35076754781217,0,0,0,0,0,0,0,0,0,0,0,0,-0.0650606138347143,0,0,0.0957179670420622,0,0,-0.219391066204191,0,0,0,0,0,0,0,0,0,0,0.204045161715955,0,0,0,0,0.0804424910171722,0,0,0,0,-0.132874820525862,0,0,0,0,-0.0147423637320088
X601318.CH.EQUITY,-0.0148177662112173,0,0,0,0,0,0,0,0,0.245578697273141,0,0.213424536890966,0,0,0,0,0.161892868972241,-0.0449333373185664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.145943181316074,0.344329311658819,-0.00760439963767791,0.0460384783527975,0.129035938649587,0,0,0,-0.0149407696342594,0,0,0,0
X601939.CH.EQUITY,0.31427963958182,0,0,0,0.0928775418244396,0,0,0,0,0,0,0,0,0.117545877119022,0,0,0,0,0,0,0.051481515641301,0,0,0,0,0.262990903578966,0,0,-0.0142486241513605,0,0,0,0,0,0.135785272586837,0,0,0,0.00249447580363855,0,0,0,0,0.0573054478615779,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.335185701042278,0,0,0,0.0693308998838729,0.0265820438866037,0,0,0.193860539279559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0661061000100331,0.0684994193817333,0,0,0,0.141464584483255,-6.93889390390723e-18,0,0,0.214593051467995,0,0,0,0.0303123467439462,0,0.110077506349226,0,-0.0249543726661936
X5.HK.EQUITY,0,-0.170657190984294,0,0.393455759197443,0,0,0,-0.215807353532973,0,0,0.0177748564754163,0,0,0,0,0,0,0.0317230456182848,0,0.149979166843271,0,0,0.46949266370522,-0.0774020268566875,0,0,4.33680868994202e-19,-0.0103219400874104,0,0,0,0,-0.102940298986173,-0.0721082359912246,0,0,0,0,0,0,0,0.141812623258303,0,0,0,0,0,0,-0.153892751676578,-0.142966537754883,0
X601988.CH.EQUITY,0.0241118510879425,0,0,0.334002114666432,0,0,0,0,0,0.129124199022259,0.299279640863311,0,0,0,0,-0.0617974918323166,0,0,0,0,0,0.000178446712371557,0,0,0,0,0.0721315244471498,0,0,0,0,0,0.0464411110227419,0,0,0,0,0,0,0.0577053715415814,0,0,0,0,0,0,0,0,0,-0.0458890615753916,0.14816239033843
X600036.CH.EQUITY,0,0.400342257976568,0,0,0,0,0,0,-0.128402719278837,0,0,0,0,0.204241263816997,0,0,0,0,0.118750902922874,0,0.0124759541230773,0,0.168772980117867,0,0,0,-0.0457717691167887,0,0,-0.101417922532115,0,0,0.188895136480555,0,0,0,0,0,0,0.210132612619494,0.0278640458761353,0,0,0,0,0,0.023462523183843,0.0227858557576652,0,0,0
X1299.HK.EQUITY,0,0.0639596153071905,0,0,0,0,0,0,0,0,0,0,0,-0.0649890889879919,0,0,0,0.335289323844753,0.202672183407194,0,0.278609931470832,0,0,0.102125552576156,0,0,0,0.0605167043918925,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,-0.168413138251855,0,0,0,0,0,0,0,0,0,0,0,-0.156443622614025
X601628.CH.EQUITY,0,0,0,0,0,-0.0182689655213631,0,0,0,0.0317921425593554,0,0,0.0805197247776232,0,0,0,0.240266007303876,0,0,0,0,0,0.0575515778338511,0.0981753692717019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181295558737069,0,0.201177072881464,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.101074831580283,0,0,0.158806917617434,0,0,0,0,0,0,0,0,0,0,0.22955675094645,0,0,0,0,0,0,0,0,0,0.0784870178568074,0,0,0,0,0,0.440805019011898,0,0.219307758223642,0,0,0,0,0,0,0,0,-0.0635893326237357,0,-0.0590886226823005,0,0,0,0,-0.0686025379257508
