,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.566314497444888,0.0571174194308606,0.0358715127653185,0,0,0,0,0,0,0,0.082546337696228,0,0,0,0,0.159925585714793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106940794625039,0,0,0,0.0594291272704557,0,-0.0730544896839392,-0.0452810683556555,0,0,0,0,0.0137162784755675
X601318.CH.EQUITY,0,0,0,0,0,0,0.0431605297255819,0,0,0,0.0244352513295296,0,0,0,0,0,0.0862913278720479,0.272829878335648,0,0,0,0,0,0,0,0,0,0,0,0,-0.0412006865438326,0,0.136744403575306,0,0,0,0,0,0.187832521371753,0.155660701183722,0,0,0,0.00462658839545113,0,0,0,0.10218817279926,0,0,0
X601939.CH.EQUITY,0,0,0,0.412563022607573,0,0.22775084701386,0,0,0,0.0288725853482633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166955559000725,0,0,0,0,0.0111930833983909,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0.0213829774573928
X601288.CH.EQUITY,0,0,0.273839695988692,0,0,0,0,0,0,0.192462274206541,0,0,0,0,0,0,0,0.139094739737836,0,0,0,0,0,0,0.149333551545702,0.040896639554718,0,0,0,0.0948258148741169,0,0,0,0,0,0,0,0,0,0,0,0.00631759417223913,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0656867412321162,0,0.334031487618348,0,0,0,0,0,0,0,0.190057886051887,0,0,-0.0543597722199613,0,0,0,0,0,0,0.0541722945920046,0,0,0,0.316336334592408,0,0,0,0,-0.136304854319149,0,0,0,0,0,0,0.223692097576395,0,-0.0879959088432752,0,-0.33085042706572,0,-0.0432724144795265,0,-0.238732849337247,0
X601988.CH.EQUITY,0.117548032930164,0,0.00815221358406611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.601156207239487,0,0,0,0,0.0184067742182924,0,0.138487689793563,0,0,0,0,0,0,0,0,0.0547324468147507,0,0,0,0,0,0.0306439025452368,0,0,1.0842021724855e-19,0,-0.090038483717502,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.039776223153866,0,0,-0.019661568258412,0,0,0,0,0,0.0596975059106761,0,0,0,0,0,0,0.686388423719089,-0.00585795778871145,0.0444361851349985,0,0,0.104490332852304,0,0,0,0,0,0,0,0,0,0,0,0,0.0681678873379555,0.0488234386303758,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.267633359367458,0,0,0,0,0,0,0,0.211346138400211,0,0,0,0,0,0.0641473818492413,0,0.0601397107872091,0,0,0,0,0,0,0.0833221137357424,0,-0.0448973905911198,0,0.311042028531892,0,0.201366225309105,0,0,0,0,0,0,0,0,0,-0.0808768090412512,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.215784000843504,0,0,0,0,0.0307704914829246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506466058704633,0,0,0,0,0,0,0,0,0,0,0,0,0.402462232793979,0,0.23187873517935,0,0,0.0293251826055718,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0623663068289069,0,0,0,0.146291662489326,0,0,0,0,0,0,0.2077693336064,0,0,0,0,0,0,0,0.251322560910348,0,0,0,0,0.0785601493069028,0,0,0,0,0,0.045443662193697,-0.00707626247870565,0,0,0,0.00799385663649018,0.247334198502726,0,0,0,0,0.0417951180117057,0,0,0,0,0.0198266918163579,0,0
