,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.398661645843709,0.0862244060028197,0.0139845272329015,0,0,0,0,0,0,0.208590431493682,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0.0335808696646369,0,0,0,0,0,0,0,0.0941215078253714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304090562894641,0,0,0,-0.153237578162006,0
X601939.CH.EQUITY,0.353408149409147,0,0,0.193629012153597,0,0,-0.0532272516232451,0,-0.0885212984705341,0.0723596101812581,0,0,0,0.287332993764122,-0.0753945036043737,0,0,0,0,0,0,0,0,0,0,0.138358996403371,0,0,0,0,0,0,0,0,0,0,0,-0.0381793972563475,0,0,0,0,0,-0.110356104650168,0,0,0,0,0.147773385848402,0,0,0.0162538672967542
X601318.CH.EQUITY,0,0,0,0,0.215558522192822,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0306499683367965,0,0,1.38777878078145e-17,0,0,0,0.185192199338877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258381118738053,0,0,0,0,0,0.221481482649538,0,0,0,0,0,0,0.104651704409532,0,0
X601288.CH.EQUITY,0.335035254660159,0,0,0,0.260459281182272,0,0,0,0,0,0.0231820126893261,0,0,0.112477196864128,0,0,0,0,-8.67361737988404e-19,0.10069115777056,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120875333116898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,-6.93889390390723e-18,0.498276488275427,0,0,0,0,0,0.301860843475661,0,0,0,0,0,0.00245731521105536,0,0.0222235169621607,0,0,0,0,0,0,0,0,0.103966944056986,0,0,0,0,0,0,0,0,0,0,-0.386378828984428,0,0,0,0,0,0,0.213412907566107,0,0,0,0,0,0,0.476159998157418
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.281772672307502,0,0,0,0,0,0.0916844206403022,0,0,0,0,0,0.0101642867366905,0,0,0,0,0,0.184798532204246,0.0435336002637141,0,0.0903255152918958,0,0,0,0.0144941089429478,0,0,0,0,0.170848985246062,0,0,0,0,0.104817993764815,0.0163482731311893,0,0,0,0
X1299.HK.EQUITY,0.0777760424378457,0,0,0,0,0,0,0,0.136038430106977,0,0,0,0,0.0977221410205941,0,0,0,0,0,0,0,0,0.00816794330926844,0,0,0,0,0,0.226911642457481,0,0,0,0,0,0,0.175057403082694,0,0,0,0,0,0,0.0667920701862337,0.00223388511524259,0,0,0.107231498592415,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0415096775753096,0,0,0,0,0,0,0,0,0.13639031855257,0,0,0,0.515166720862635,0,0,0,0,0,0,0,0,0,0,0.211219987373244,0,0,0,0,0,0,0,0,0.0490744585283691,0,0,0,0
X601628.CH.EQUITY,0,0,0.0174642507468493,0,0,0,0,-0.0279510366208546,0,0,0,0,0,0,0,0,0,0.15238003885073,0,0,0.0396169830088841,0.166266328071478,0,0,0,0,0,0,0.107090256354351,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103015770292009,0,0.0646962858975252,0,0,0.0783216967448904,0.116543531253779,0,-0.0797095757220019,0.0258623437524341
X601658.CH.Equity,0,0,0,0,0.213808125932282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288651184202828,0,0,0,0,0,0.0361896369089431,0,0.376011741558783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270368968421998,0,0,0
X601328.CH.EQUITY,0.0735636232049191,0,3.46944695195361e-18,0.497709894611716,0,0,0,-0.0578670610432108,0,-0.0596129889011391,0,0,0.033965417450234,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206812650240123,0,0.0896462297431539,0,0,0.178239155864836,0,0,0,0,0,0,0,0,0,0,0,0,0.103309937617909,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.00228290465993022,0,0.430174610896696,0,0,0,0,0.0438369522831542,0,0,0,0,0,0,0.0414620444968157,0,0,0,0,0,0,0,0,0,0,0,0.213792686653043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357429880118166,0.0394632745823405,0.0429040263059287,0.10743461489864,0,0,0
X388.HK.EQUITY,0,0,0.382679124800268,0,0,0,0,0,0,0,0,0,0,0.00299306301184399,0,0,0.0845417141153707,0,0,0.0378581691051775,0,0,0.0516981726677883,0,0,0,0,0,0,0,0,0.0734833768953591,0,0,0,0,0,0,0,0,0,0,0,0.0436283816430033,0,0,0,1.73472347597681e-18,0,0,0,0
X600000.CH.EQUITY,0.198000105517316,0.115917730825332,0,0,0.0643192604029813,0,0.0396669402776555,0,0.108815716477783,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0436190342794312,0,0.0660235272026385,0.0638625264341984,0,0,0,0,0,0,0,0.0562785339866687,0,0,0,0,0.0327513390995963,0,0,0,0,0,0,0,0,0.0665427093449097,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0504813319740456,0,0,0,0,0,0,0.0153385052422578,0,0,0,0,0,0,0,0,0.0822175979831634,0,0,0,0.361098777636879,0.0656160273117651,0,0,0,0.250672484001712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,-0.018996934823127,-0.00231905093536568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210482593250787,0,0,0,0,0.0295464483200427,0,0,0,0,0.163117324808818,0,0,0,0,0,0.0815156693123547,-8.67361737988404e-19,0,0.116330928884524,0.279770871901687,0,0,0,0,0.13404220225147,0,0
X16.HK.EQUITY,0,0,0,0,0.016472538186583,0,0.175629960082876,0,0,0,0,0,0.0786334129221997,0.179367118933611,0,0,0,0,0,0.0420367056202452,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,-0.0660705868133915,0.196038436694124,0,0,0,0.104786777881943,0.24602884917754,0,0,0,0,-0.206352261125003,0.0990585430711895,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.181337976730564,0,0,0.161353902348641,0,0,0,0,0,0.166718284026941,0,0,0,0,0,0,0,0,0,0,0,-0.0977086390804236,0.121170343526759,0,0,0,0,0,0,0.131477230937652,0.276868965849783,0,0,0,0,0,0.0204178563929412,0,0,0,0,0,0,0,0,0,0,0,-0.104387345705692,0
X688.HK.EQUITY,0,0,0,0,0,0,0.0561476788430773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284455551391185,0,0,0.166249332828376,0,0,0,0,0.572487588543496,0,0.04598992991681,0,0,0,-0.163621110049597,0,0,-0.000375164103374487,0.0531996664341723,0,0,0,0,-0.0952774884852918,0
X600016.CH.EQUITY,0,0.0780507773858279,0,0.112823741208338,0.156671971320516,0,2.77555756156289e-17,0,0,0.0538871829985365,0.0835543497052193,0.130066879017201,0,0.175980500802023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0834435469698947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116831948628862,0,0,0,0,0.00511943270240324,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.192587476386384,0,0,0,0,0,0,0,0,0,0,0.18356287894797,0,0,0,0,0,0.0413779591305749,0.0384867163300675,0,0,0,0,0,0.258488864611982,0,0,0,0,0,0,0,0.126000948263922,0,0,0,0,0,0,0,0,0
